dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
bank-marketing,BetaTabPFN_GPU,30140,15071,0.17240399447530155,0.30049419818027534,0.005811813287436962,0.00593641959130764,0.8932386636734009,0.01466615404933691
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.3106805300051501,0.5049292274861557,0.06344428658485413,0.10239365696907043,0.8159999847412109,0.004382031969726086
churn,BetaTabPFN_GPU,3333,1667,0.058978844368969115,0.12434896070405047,0.010118259117007256,0.012192023918032646,0.9634073376655579,0.018611375940963626
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10613969711910254,0.20334462729537015,0.012825757265090942,0.00451443949714303,0.9404398202896118,0.01758983707986772
credit-g,BetaTabPFN_GPU,666,334,0.3471290313878107,0.517567389388211,0.058738596737384796,0.062394797801971436,0.727544903755188,0.00623191287741065
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.2637340383464544,0.4209830850219107,0.01209830492734909,0.009341495111584663,0.822700023651123,0.014392172917723656
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07077950712224335,0.11603089783591308,0.002330268733203411,0.0030534053221344948,0.9495311379432678,0.18262733309529722
diabetes,BetaTabPFN_GPU,512,256,0.31623265801125944,0.47727251437705026,0.03466832637786865,0.05506652593612671,0.76171875,0.004956125980243087
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12708994826262132,0.21589016652198317,0.014597011730074883,0.027982136234641075,0.9200000166893005,0.028348154155537486
heloc,BetaTabPFN_GPU,6972,3487,0.36478201342180855,0.5450487312084381,0.01652216538786888,0.01816203072667122,0.7318611741065979,0.01183629990555346
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.32104002322466196,0.4899927719715544,0.014144599437713623,0.025185301899909973,0.768684983253479,0.019205930177122355
jm1,BetaTabPFN_GPU,7256,3629,0.2692830476030154,0.4265305345237521,0.010059712454676628,0.013083809055387974,0.812345027923584,0.010671329917386174
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.033709029734037554,0.07784531619792089,0.0021510054357349873,0.00036237353924661875,0.9821803569793701,0.02778447396121919
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.14183128490817767,0.22966935742354103,0.006699833553284407,0.0076830629259347916,0.9009732604026794,0.0671574859879911
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.046630964056965624,0.08995382978384603,0.010714089497923851,0.018163803964853287,0.9741116762161255,0.054658449022099376
qsar-biodeg,BetaTabPFN_GPU,702,352,0.2012617976165406,0.3316177316808964,0.03199940174818039,0.0422251857817173,0.8664772510528564,0.009650788037106395
seismic-bumps,BetaTabPFN_GPU,1722,862,0.10855418510704316,0.20044224453878254,0.0151416826993227,0.010965435765683651,0.9338747262954712,0.008733488153666258
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04389496649261664,0.08049220268760623,0.0067271217703819275,0.010495620779693127,0.9722833037376404,0.054148070979863405
APSFailure,ModernNCA_GPU,50666,25334,0.00931326357399488,0.01794566421999501,0.002543591894209385,0.003860499942675233,0.9940001368522644,3.957015823107213
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08153053038144553,0.15682760822474687,0.014142274856567383,0.017616715282201767,0.9487320184707642,0.0544917790684849
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19921529845394634,0.32642964822523585,0.006515227258205414,0.01908530294895172,0.8671265840530396,0.04911413788795471
Bioresponse,ModernNCA_GPU,2500,1251,0.2926158826415358,0.457644638010032,0.02411191165447235,0.041435472667217255,0.7945643663406372,0.016574135050177574
Diabetes130US,ModernNCA_GPU,47678,23840,0.15449815661155053,0.28227817851767983,0.00876527838408947,0.0041071088053286076,0.9119966626167297,0.274950159015134
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3598137130763317,0.5045619741904825,0.0418289452791214,0.03712855651974678,0.6681210994720459,0.03824723185971379
Fitness_Club,ModernNCA_GPU,1000,500,0.3297043557101495,0.5016579483397509,0.029156018048524857,0.05025691166520119,0.7540000081062317,0.00873303390108049
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09692873622612365,0.17536804894304814,0.002502609044313431,0.0033528953790664673,0.9381999969482422,1.13484737300314
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.2695520427777901,0.4243450716070655,0.034115567803382874,0.014915337786078453,0.8020670413970947,0.06037056795321405
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.1924207195878292,0.32924836864726004,0.029595136642456055,0.027500230818986893,0.8852173686027527,0.01195622282102704
Marketing_Campaign,ModernNCA_GPU,1493,747,0.13936469525904338,0.22938413381390363,0.025195788592100143,0.052010804414749146,0.9036144614219666,0.026285663014277816
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08809477691322445,0.15210291073898854,0.011438939720392227,0.01936206966638565,0.9391269683837891,0.09763034898787737
bank-marketing,ModernNCA_GPU,30140,15071,0.17188982811862283,0.29942919833212744,0.0045393481850624084,0.005551930051296949,0.8942339420318604,0.15165267209522426
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.30931720688574366,0.49493795011045205,0.049973804503679276,0.07549099624156952,0.7960000038146973,0.004745420999825001
churn,ModernNCA_GPU,3333,1667,0.0637117977682973,0.13213676660551954,0.013348698616027832,0.019064301624894142,0.9610077738761902,0.02860729186795652
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.1068299415589263,0.20491380821950733,0.00969470664858818,0.011518565006554127,0.9404398202896118,0.06478583812713623
credit-g,ModernNCA_GPU,666,334,0.34228479974335674,0.5148340947220983,0.043355174362659454,0.06707784533500671,0.742514967918396,0.007037339964881539
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.2634275456114862,0.4208281774146908,0.011587072163820267,0.011793541721999645,0.8230000138282776,0.11481609591282904
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.0548680253907347,0.08815841867201098,0.0024991733953356743,0.0038081961683928967,0.9611031413078308,3.4350086061749607
diabetes,ModernNCA_GPU,512,256,0.32914615323238827,0.4966495640490798,0.025010600686073303,0.04614591598510742,0.76171875,0.0054023899137973785
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.0894833326754905,0.16301370498053483,0.018177226185798645,0.0318920724093914,0.9449999928474426,0.024431861005723476
heloc,ModernNCA_GPU,6972,3487,0.3635140250784782,0.5433068220325196,0.014144890010356903,0.017419151961803436,0.7310008406639099,0.03854478686116636
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3160922924356887,0.48529511703430644,0.03121064603328705,0.049037687480449677,0.7741248607635498,0.04808618384413421
jm1,ModernNCA_GPU,7256,3629,0.26374784412671903,0.4188218824117295,0.011626752093434334,0.015917211771011353,0.8137227892875671,0.03961047204211354
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03378082266846152,0.07767100502062431,0.001939564011991024,0.0006796494708396494,0.9821803569793701,0.5760573220904917
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14080569419541775,0.22881738344611766,0.007718997076153755,0.011634785681962967,0.899756669998169,0.1655328709166497
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.041479997579433714,0.08351689384917524,0.013101207092404366,0.01924823224544525,0.9766497611999512,0.09139137505553663
qsar-biodeg,ModernNCA_GPU,702,352,0.19537200660522258,0.3280493152129842,0.03753770887851715,0.06481275707483292,0.8721590638160706,0.012397842016071081
seismic-bumps,ModernNCA_GPU,1722,862,0.1119793380813456,0.2073959937173946,0.015526209026575089,0.014275266788899899,0.9338747262954712,0.021575113059952855
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04438590569791194,0.08221139529370136,0.008666832000017166,0.011652917601168156,0.9731632471084595,0.060951251070946455
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.19729941136432266,0.3226686220278973,0.012423466891050339,0.02153136394917965,0.8689262270927429,0.007507883012294769
E-CommereShippingData,Mitra_GPU,7332,3667,0.3550632524655009,0.49636125189904867,0.032715827226638794,0.019119752570986748,0.6896646022796631,0.012178292032331228
Fitness_Club,Mitra_GPU,1000,500,0.30936969693774824,0.4728180004409854,0.015514329075813293,0.036898206919431686,0.7799999713897705,0.003582468954846263
Is-this-a-good-customer,Mitra_GPU,1148,575,0.19380100989596086,0.3298117113061151,0.031200755387544632,0.03181188926100731,0.8782608509063721,0.004305894020944834
Marketing_Campaign,Mitra_GPU,1493,747,0.1416543144749923,0.23067649968455994,0.016087055206298828,0.03499586507678032,0.8929049372673035,0.011960769072175026
NATICUSdroid,Mitra_GPU,4994,2497,0.0859457322164723,0.145816512041404,0.008920423686504364,0.012358354404568672,0.9399279356002808,0.024007203057408333
blood-transfusion-service-center,Mitra_GPU,498,250,0.3036484566307567,0.4872635254809105,0.05391675606369972,0.11384502053260803,0.8119999766349792,0.0021594499703496695
churn,Mitra_GPU,3333,1667,0.04270961708105626,0.10000655551378768,0.012783573940396309,0.016722477972507477,0.9760047793388367,0.00907326303422451
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10660948813819131,0.2031972220146546,0.008827307261526585,0.004890962969511747,0.9404398202896118,0.006238637026399374
credit-g,Mitra_GPU,666,334,0.3363911366503852,0.5166158016773424,0.04610038548707962,0.07066647708415985,0.757485032081604,0.0029150040354579687
diabetes,Mitra_GPU,512,256,0.3228758797187465,0.48407530880866434,0.03743481636047363,0.04308309406042099,0.76171875,0.004077462013810873
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08690080414260307,0.1517527811248207,0.019033674150705338,0.03177618980407715,0.9412500262260437,0.022503793938085437
heloc,Mitra_GPU,6972,3487,0.3643286937308234,0.5446006562261028,0.013247504830360413,0.02066287212073803,0.735589325428009,0.00501029216684401
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.3224138113851375,0.49355777969369086,0.03575959801673889,0.035318002104759216,0.767029345035553,0.007797010010108352
jm1,Mitra_GPU,7256,3629,0.2665240479560561,0.42370393775223775,0.014337208122015,0.018565068021416664,0.8170294761657715,0.005059660878032446
online_shoppers_intention,Mitra_GPU,8220,4110,0.140409845639339,0.22546387951182228,0.005204390734434128,0.01738324947655201,0.8990267515182495,0.02320698299445212
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04249496768831436,0.0815049301782883,0.01180742122232914,0.02291570045053959,0.9746192693710327,0.027242745039984584
qsar-biodeg,Mitra_GPU,702,352,0.18828387720160897,0.31808278368335857,0.034233395010232925,0.045810285955667496,0.8806818127632141,0.006316808983683586
seismic-bumps,Mitra_GPU,1722,862,0.10976285324300182,0.20460214989026454,0.016107361763715744,0.014671025797724724,0.9338747262954712,0.00371307204477489
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.0438184155692323,0.08087980531684802,0.006578006315976381,0.008249413222074509,0.9718433618545532,0.02014721487648785
APSFailure,TabDPT_GPU,50666,25334,0.011267844450364023,0.020273572145714236,0.0008526166202500463,0.0015645273961126804,0.9919081330299377,0.4814682030119002
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08093303945124826,0.15610832241264888,0.004642575979232788,0.00474210549145937,0.9482742547988892,0.04837573901750147
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.19921706858813049,0.3265839037031413,0.006781281903386116,0.011774485930800438,0.8638272285461426,0.02852845611050725
Bioresponse,TabDPT_GPU,2500,1251,0.28101315665289317,0.4398352325863483,0.0260744821280241,0.04427644982933998,0.8049560189247131,0.014518635114654899
Diabetes130US,TabDPT_GPU,47678,23840,0.15548928257301126,0.2844832771741351,0.008101304993033409,0.0037641662638634443,0.9121224880218506,0.04670604085549712
E-CommereShippingData,TabDPT_GPU,7332,3667,0.35621083126023845,0.49950035446842317,0.03557772934436798,0.012363309040665627,0.6891191601753235,0.044117294950410724
Fitness_Club,TabDPT_GPU,1000,500,0.3158204374160839,0.4804918484082037,0.022325318306684494,0.057946935296058655,0.7639999985694885,0.007753059966489673
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.097993687609015,0.17708849288762998,0.0022664666175842285,0.002066913293674588,0.9374600052833557,0.1422774160746485
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2684379133210218,0.42356627462122326,0.00805586576461792,0.014537977054715157,0.8067647814750671,0.028781073866412044
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.1915724889157822,0.3230127794199629,0.028625603765249252,0.025200283154845238,0.8799999952316284,0.008912805002182722
Marketing_Campaign,TabDPT_GPU,1493,747,0.1429137720156474,0.23091198439071028,0.018126122653484344,0.030818551778793335,0.898259699344635,0.023880334105342627
NATICUSdroid,TabDPT_GPU,4994,2497,0.08056124381736855,0.14002889599397741,0.006570678204298019,0.01317466702312231,0.9463356137275696,0.07404180080629885
bank-marketing,TabDPT_GPU,30140,15071,0.17222481279052765,0.30065714748770334,0.004332274664193392,0.006176093593239784,0.8934377431869507,0.02715946501120925
blood-transfusion-service-center,TabDPT_GPU,498,250,0.3064030541981606,0.49037971806868247,0.04667016491293907,0.081980861723423,0.8040000200271606,0.00432799500413239
churn,TabDPT_GPU,3333,1667,0.06763734421947798,0.1368051901549627,0.012844997458159924,0.011038284748792648,0.9604079127311707,0.0200152478646487
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10734654115675614,0.20737312453593043,0.012393251061439514,0.0101358313113451,0.9404398202896118,0.028894787887111306
credit-g,TabDPT_GPU,666,334,0.34762166376817444,0.5179365868489656,0.035790082067251205,0.058752045035362244,0.7215569019317627,0.0058653890155255795
credit_card_clients_default,TabDPT_GPU,20000,10000,0.26470954287611687,0.422459810277639,0.008048780262470245,0.010610472410917282,0.820900022983551,0.03384304791688919
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.054362882691853416,0.08813339258261053,0.0020179497078061104,0.0017680702731013298,0.9614958167076111,2.1654175359290093
diabetes,TabDPT_GPU,512,256,0.30808281929180803,0.4663217224910523,0.03420991450548172,0.04613687843084335,0.765625,0.005762227112427354
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06864121356437261,0.12351561700720698,0.007823441177606583,0.017361342906951904,0.956250011920929,0.03335529495961964
heloc,TabDPT_GPU,6972,3487,0.36724070990277546,0.5481505052805914,0.014165416359901428,0.0212241280823946,0.7312876582145691,0.017601551953703165
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.33432284071884494,0.5041976030444696,0.027054987847805023,0.021700069308280945,0.752601683139801,0.025366193149238825
jm1,TabDPT_GPU,7256,3629,0.2547236366882507,0.4060497419819699,0.012455303221940994,0.011210103519260883,0.8233672976493835,0.02538978192023933
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03426705279956599,0.08070015594698708,0.0038591418415308,0.0009821156272664666,0.9821803569793701,0.1621229590382427
online_shoppers_intention,TabDPT_GPU,8220,4110,0.14239453408290023,0.2304623280230805,0.007521197199821472,0.012889870442450047,0.8975669145584106,0.12792272493243217
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.02957687814647635,0.0617350888166891,0.005778682418167591,0.008567318320274353,0.9812182784080505,0.07793724397197366
qsar-biodeg,TabDPT_GPU,702,352,0.1787293134115275,0.3025136325298518,0.03157380223274231,0.04356442391872406,0.8806818127632141,0.011103529948741198
seismic-bumps,TabDPT_GPU,1722,862,0.10931006765511989,0.2034106640345214,0.014895275235176086,0.013096671551465988,0.9338747262954712,0.016893262043595314
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04378327537009349,0.08116069643576727,0.006360549945384264,0.008383340202271938,0.9718433618545532,0.09464492416009307
