dataset,model,cal_size,test_size,CIR_brier,CIR_logloss,CIR_kuiper,CIR_ece-15,CIR_accuracy,CIR_time
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03334316450878542,0.07530312728892939,0.0013388890074566007,0.0011663682525977492,0.9821803569793701,0.012726302957162261
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14415330428201556,0.23289248485019295,0.00596399512141943,0.01476198062300682,0.9004865884780884,0.0053901830688118935
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04411137122946752,0.24961275714262354,0.007312350440770388,0.00948740541934967,0.9730964303016663,0.0036281209904700518
qsar-biodeg,RealMLP_GPU,702,352,0.18230857709964,0.31651179291966847,0.030481930822134018,0.05461046099662781,0.8806818127632141,0.00257166288793087
seismic-bumps,RealMLP_GPU,1722,862,0.1113709367990498,0.20722156096936795,0.009614083915948868,0.009055648930370808,0.9338747262954712,0.0028342269361019135
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04410660196134362,0.07972344927688006,0.006950081326067448,0.01017919834703207,0.9714034199714661,0.0036924751475453377
APSFailure,BetaTabPFN_GPU,50666,25334,0.009424886685541296,0.017576073057644928,0.001131171826273203,0.0015947265783324838,0.9938422441482544,0.01588414004072547
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08840038114893019,0.1672692159233535,0.005408644676208496,0.009538348764181137,0.9453446865081787,0.00890331994742155
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19677589884854949,0.32133474278176494,0.007137891836464405,0.01683807000517845,0.8677264451980591,0.004828819073736668
Bioresponse,BetaTabPFN_GPU,2500,1251,0.3121878357978008,0.47384575872876833,0.025054723024368286,0.04538620263338089,0.7641886472702026,0.003557044081389904
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15496761935417966,0.28313824785360847,0.005063686519861221,0.007295683026313782,0.9119547009468079,0.014778857119381428
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35424005831870126,0.5407317142612116,0.01459492277354002,0.015399853698909283,0.6915735006332397,0.004474858986213803
Fitness_Club,BetaTabPFN_GPU,1000,500,0.3137193103395287,0.47889065710791096,0.020016882568597794,0.03913244232535362,0.7720000147819519,0.0028197409119457006
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09729746212716833,0.17588957497837887,0.0011068180901929736,0.003007229883223772,0.938040018081665,0.033446931978687644
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.2719544222639672,0.4274981403750577,0.009805724024772644,0.01701706275343895,0.8031631708145142,0.00640732585452497
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.18990334953989674,0.32260651698879095,0.019262854009866714,0.031417928636074066,0.8765217661857605,0.0028973249718546867
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.134966265867286,0.21657698908901285,0.014930447563529015,0.025268234312534332,0.9022757411003113,0.0030512120574712753
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08521411452980938,0.24355095793710393,0.004836640786379576,0.009741787798702717,0.9431317448616028,0.004471144173294306
bank-marketing,BetaTabPFN_GPU,30140,15071,0.172314115445039,0.30037738719000645,0.003621187061071396,0.005828825756907463,0.8933050036430359,0.011072376975789666
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.312772231013376,0.5204493715150231,0.06372883915901184,0.0888771265745163,0.8119999766349792,0.0024149520322680473
churn,BetaTabPFN_GPU,3333,1667,0.057589582813219374,0.17037001750115308,0.007788121234625578,0.014981595799326897,0.9640071988105774,0.0032545679714530706
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10610049841020461,0.20231622339316985,0.005189207382500172,0.006009542848914862,0.9401344060897827,0.004369035828858614
credit-g,BetaTabPFN_GPU,666,334,0.3482506867853309,0.5262969794661053,0.04944266378879547,0.08384823054075241,0.727544903755188,0.002648692112416029
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.26361394406674743,0.42087793048668043,0.006141499616205692,0.009308676235377789,0.822700023651123,0.0088800098747015
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07072804639299018,0.11581085367783969,0.0016802200116217136,0.003525086212903261,0.949508011341095,0.029257959919050336
diabetes,BetaTabPFN_GPU,512,256,0.3166843051300217,0.47676293280542137,0.025199392810463905,0.0478636734187603,0.765625,0.0025220741517841816
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12498148204885728,0.5206088404361225,0.014093690551817417,0.03753497824072838,0.918749988079071,0.0027485208120197058
heloc,BetaTabPFN_GPU,6972,3487,0.3643357051237762,0.5445178596295207,0.013173364102840424,0.0193677619099617,0.7315744161605835,0.004874573089182377
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.32003996144620406,0.48820470584957903,0.011800006031990051,0.021850798279047012,0.768684983253479,0.00544301001355052
jm1,BetaTabPFN_GPU,7256,3629,0.2690342906910494,0.5174000903691558,0.007516601122915745,0.01306240912526846,0.811793863773346,0.00499133113771677
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.033719043717084965,0.07771234294298426,0.0016677341191098094,0.0008412514580413699,0.9821803569793701,0.011403675191104412
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.1420056670812109,0.24840748761773723,0.006317228078842163,0.008459638804197311,0.8992700576782227,0.005323421908542514
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.045493825288653644,0.08566704148423868,0.006701038684695959,0.011028463020920753,0.9751269221305847,0.00364287500269711
qsar-biodeg,BetaTabPFN_GPU,702,352,0.1973977010361539,0.8004553783225293,0.03410494327545166,0.05236552283167839,0.8636363744735718,0.0024860999546945095
seismic-bumps,BetaTabPFN_GPU,1722,862,0.10876125324491664,0.20111336028876753,0.008466074243187904,0.012410354800522327,0.9338747262954712,0.0027636149898171425
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04367557603383084,0.07954740180149508,0.004099654033780098,0.010607417672872543,0.9736031889915466,0.0038114700000733137
APSFailure,ModernNCA_GPU,50666,25334,0.009259004098264419,0.020529978068132785,0.002016881015151739,0.003709397977218032,0.9940791130065918,0.016470046946778893
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.0812717367336298,0.1560595568869079,0.012684162706136703,0.014852188527584076,0.9487320184707642,0.008452350972220302
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19888697403725203,0.3254933271473778,0.007308341562747955,0.017796408385038376,0.8671265840530396,0.0051295089069753885
Bioresponse,ModernNCA_GPU,2500,1251,0.2885988439603217,0.45320673839473896,0.019992031157016754,0.03601863607764244,0.79536372423172,0.0032066639978438616
Diabetes130US,ModernNCA_GPU,47678,23840,0.15451608634732866,0.282217488774761,0.003329368308186531,0.004571792669594288,0.9119966626167297,0.0165019859559834
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3590192420932489,0.5025111657260164,0.02078717201948166,0.031006421893835068,0.6812108159065247,0.0044350409880280495
Fitness_Club,ModernNCA_GPU,1000,500,0.3277638409819648,0.5004454685337076,0.027045011520385742,0.05358358845114708,0.7580000162124634,0.0027472330257296562
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09689248181979408,0.17527552391617715,0.0014665424823760986,0.0030417563393712044,0.9382200241088867,0.039788237074390054
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.26909713615992614,0.42365334932439086,0.009121090173721313,0.013516929931938648,0.8033197522163391,0.006179508985951543
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.1918576980896602,0.3286602114670521,0.02221713960170746,0.022899080067873,0.8852173686027527,0.0026598710101097822
Marketing_Campaign,ModernNCA_GPU,1493,747,0.13833542334637794,0.22281770779399024,0.022021504119038582,0.03536303713917732,0.9022757411003113,0.0027653342112898827
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08675939559158824,0.1472704769707921,0.007950627245008945,0.011564294807612896,0.9399279356002808,0.0038135068025439978
bank-marketing,ModernNCA_GPU,30140,15071,0.17155091101810846,0.29881536592240066,0.0032780589535832405,0.004878418520092964,0.8941012620925903,0.011544086039066315
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.3138284811624917,0.5151421066448231,0.04395730420947075,0.0867161825299263,0.7960000038146973,0.0024670620914548635
churn,ModernNCA_GPU,3333,1667,0.06274108089040008,0.12956693438172373,0.010994626209139824,0.017529042437672615,0.9610077738761902,0.0033302870579063892
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10664059568423219,0.20425739668197324,0.008322658948600292,0.010674996301531792,0.9404398202896118,0.004469156032428145
credit-g,ModernNCA_GPU,666,334,0.3429162485053972,0.5146520488351298,0.04376702755689621,0.07163755595684052,0.742514967918396,0.0025787409394979477
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.26359181758092254,0.42102555875681563,0.006804169155657291,0.014393365941941738,0.8234999775886536,0.009015925927087665
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.054866202227977806,0.0879125995371735,0.0019407616928219795,0.0030286358669400215,0.9610800743103027,0.026313136098906398
diabetes,ModernNCA_GPU,512,256,0.322615764509468,0.48405163634366616,0.033529289066791534,0.06694184243679047,0.765625,0.0024915188550949097
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08488686319552972,0.25699446265002474,0.012619458138942719,0.029234519228339195,0.9449999928474426,0.002827357966452837
heloc,ModernNCA_GPU,6972,3487,0.36303085783272254,0.5426976090794887,0.011978276073932648,0.017896628007292747,0.7304273247718811,0.005043800920248032
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3150061624995234,0.48337004181927434,0.025590859353542328,0.045648518949747086,0.7755439877510071,0.005491507006809115
jm1,ModernNCA_GPU,7256,3629,0.26377528680523105,0.4189912982355058,0.008762829005718231,0.013613715767860413,0.8137227892875671,0.004874349106103182
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03374862098215024,0.0778640417904028,0.0012617330066859722,0.000846960349008441,0.9821803569793701,0.012240006821230054
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14042552401250985,0.24656091304117217,0.006546009331941605,0.011056479066610336,0.9014598727226257,0.005281655117869377
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.03985259884953722,0.07810945720090895,0.010025473311543465,0.015148806385695934,0.9751269221305847,0.003738833125680685
qsar-biodeg,ModernNCA_GPU,702,352,0.19085660071329144,0.32086936045350695,0.028163865208625793,0.05946379154920578,0.8778409361839294,0.0033576239366084337
seismic-bumps,ModernNCA_GPU,1722,862,0.11119979860336525,0.20692700572947018,0.012395797297358513,0.01539704017341137,0.9338747262954712,0.002904132939875126
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.043712788693006294,0.08104676673365596,0.006583262700587511,0.007292014546692371,0.9722833037376404,0.003876372007653117
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.1967780699694571,0.34638499362545405,0.008790490217506886,0.02072819694876671,0.8689262270927429,0.004936241079121828
E-CommereShippingData,Mitra_GPU,7332,3667,0.35509709327314204,0.5184213370899888,0.014972090721130371,0.019933441653847694,0.6861194372177124,0.004151815082877874
Fitness_Club,Mitra_GPU,1000,500,0.3101843156384724,0.6404201120077514,0.02024194784462452,0.04810382053256035,0.7799999713897705,0.002864076057448983
Is-this-a-good-customer,Mitra_GPU,1148,575,0.19258390210080575,0.47573707461925807,0.013279758393764496,0.030060557648539543,0.8765217661857605,0.0026399660855531693
Marketing_Campaign,Mitra_GPU,1493,747,0.13760143266224936,0.22031369825944241,0.01699012890458107,0.027837228029966354,0.8929049372673035,0.002913030097261071
NATICUSdroid,Mitra_GPU,4994,2497,0.0854631535840651,0.24152822653216516,0.006811764091253281,0.012354908511042595,0.9395274519920349,0.004272680962458253
blood-transfusion-service-center,Mitra_GPU,498,250,0.30599488697506483,0.4946335339573858,0.05194554477930069,0.09653116017580032,0.8080000281333923,0.0025380300357937813
churn,Mitra_GPU,3333,1667,0.04145078042674736,0.09544988887372069,0.0113215371966362,0.013036349788308144,0.976604700088501,0.0032752850092947483
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10605544274186438,0.20218548817734197,0.004950123839080334,0.005884715821594,0.9404398202896118,0.004396450938656926
credit-g,Mitra_GPU,666,334,0.3320159881676558,0.5173009441935242,0.04536943882703781,0.06054619699716568,0.7485029697418213,0.002607807982712984
diabetes,Mitra_GPU,512,256,0.31974365037764146,0.4864313035020199,0.025742558762431145,0.07147925347089767,0.75,0.002508183941245079
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08459409048283216,0.24326123283328235,0.014455843716859818,0.02560160681605339,0.9424999952316284,0.002921996871009469
heloc,Mitra_GPU,6972,3487,0.36383938330402893,0.5693832234374971,0.01822897419333458,0.019451182335615158,0.7358760833740234,0.004887555027380586
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.32142366655075366,0.512081887337618,0.017752714455127716,0.03536122664809227,0.7682119011878967,0.0052487060893327
jm1,Mitra_GPU,7256,3629,0.2668427165143715,0.5148242256217805,0.008219409734010696,0.015251443721354008,0.8170294761657715,0.004880598047748208
online_shoppers_intention,Mitra_GPU,8220,4110,0.14072177268977193,0.2249555512628309,0.006341790314763784,0.013070349581539631,0.8987834453582764,0.005230666836723685
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04132170034347541,0.07776416436140145,0.010273945517838001,0.0186168160289526,0.9746192693710327,0.0036290050484240055
qsar-biodeg,Mitra_GPU,702,352,0.18463745142400748,0.5556935147835632,0.03073611855506897,0.047878097742795944,0.8806818127632141,0.0026331001427024603
seismic-bumps,Mitra_GPU,1722,862,0.10818910425739492,0.20172592193174096,0.009024632163345814,0.012419328093528748,0.9338747262954712,0.0029668170027434826
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.043434936631620145,0.07899947064578583,0.004553745035082102,0.005997891072183847,0.9718433618545532,0.0038697298150509596
APSFailure,TabDPT_GPU,50666,25334,0.011229895040871941,0.02302420924653046,0.00048414687626063824,0.0013920540222898126,0.9919081330299377,0.016549666179344058
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08096879012833036,0.19405675975479736,0.002954810857772827,0.003916122484952211,0.9482742547988892,0.009448017925024033
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.19941948714556504,0.351471854227635,0.006761569529771805,0.009243727661669254,0.86652672290802,0.0050306490156799555
Bioresponse,TabDPT_GPU,2500,1251,0.27976523968821276,0.43519884573668854,0.02648499235510826,0.038628868758678436,0.8041566610336304,0.0035865011159330606
Diabetes130US,TabDPT_GPU,47678,23840,0.15548355200126668,0.28441918737864835,0.0035425149835646152,0.0019588542636483908,0.9120385646820068,0.016247268998995423
E-CommereShippingData,TabDPT_GPU,7332,3667,0.35644326186117514,0.49938783025414724,0.01747143268585205,0.01026873104274273,0.6874829530715942,0.004886324051767588
Fitness_Club,TabDPT_GPU,1000,500,0.3170667337856958,0.483226808601314,0.025577228516340256,0.06119389832019806,0.7739999890327454,0.0031020150054246187
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.09794935178035015,0.1769887332358949,0.0010112542659044266,0.0021595018915832043,0.9373400211334229,0.039004496997222304
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2694202911080975,0.42446085828124774,0.0079379603266716,0.01569715514779091,0.8061384558677673,0.0064211341086775064
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.1927458087501143,0.3257685633799603,0.016508642584085464,0.024624325335025787,0.8765217661857605,0.0027287499979138374
Marketing_Campaign,TabDPT_GPU,1493,747,0.14165913665357777,0.22500967773287509,0.012305594980716705,0.0282348170876503,0.9009370803833008,0.002942441962659359
NATICUSdroid,TabDPT_GPU,4994,2497,0.0801166766138093,0.3006552752332293,0.006241855211555958,0.011952203698456287,0.9471365809440613,0.004017723957076669
bank-marketing,TabDPT_GPU,30140,15071,0.17223006214034803,0.31180693248930896,0.0038720027077943087,0.007106086239218712,0.8937031626701355,0.011254324112087488
blood-transfusion-service-center,TabDPT_GPU,498,250,0.30236270288987055,0.49241017350483024,0.040798358619213104,0.08269871771335602,0.8040000200271606,0.0024385391734540462
churn,TabDPT_GPU,3333,1667,0.067458774536711,0.2350522832758915,0.007375055458396673,0.01579723134636879,0.9604079127311707,0.0032751690596342087
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10730276212130513,0.2072077412666026,0.006783017888665199,0.010042473673820496,0.9404398202896118,0.004514300962910056
credit-g,TabDPT_GPU,666,334,0.3487660938792818,0.5192216962792955,0.03644970804452896,0.06280047446489334,0.71856290102005,0.0026516669895499945
credit_card_clients_default,TabDPT_GPU,20000,10000,0.264503794000467,0.42203045006399714,0.005793640855699778,0.010648620314896107,0.8209999799728394,0.00881904480047524
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.0544081414965827,0.08813160688865236,0.0014249347150325775,0.002100356388837099,0.9614034295082092,0.028191592078655958
diabetes,TabDPT_GPU,512,256,0.3102002129220719,0.7954530667925799,0.024588998407125473,0.08018937706947327,0.76171875,0.0024811429902911186
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06708217812135216,0.6354559519627173,0.008204976096749306,0.019728336483240128,0.956250011920929,0.0026485000271350145
heloc,TabDPT_GPU,6972,3487,0.3666575447549381,0.6442181859665883,0.0127948597073555,0.02349054627120495,0.7327215075492859,0.0049338871613144875
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3338722272307984,0.6009797919782618,0.01188991591334343,0.02181388810276985,0.750946044921875,0.005354220047593117
jm1,TabDPT_GPU,7256,3629,0.2542599242843193,0.5408665162831572,0.007052410393953323,0.012478359043598175,0.8239184617996216,0.005044764140620828
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03422590638954371,0.08076204657991079,0.0016243687132373452,0.0014797142939642072,0.9821803569793701,0.012198944110423326
online_shoppers_intention,TabDPT_GPU,8220,4110,0.14242408694722916,0.22983149478085413,0.007441304624080658,0.011912125162780285,0.8982968330383301,0.0054378940258175135
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.029102560874593186,0.1428382899312234,0.0031945761293172836,0.005692183505743742,0.9812182784080505,0.0036705120000988245
qsar-biodeg,TabDPT_GPU,702,352,0.1809669704186738,0.7733118683042612,0.031275708228349686,0.06333857029676437,0.8721590638160706,0.002744233002886176
seismic-bumps,TabDPT_GPU,1722,862,0.1089821213660088,0.29691652749223946,0.010761630721390247,0.01131904125213623,0.9338747262954712,0.003003989113494754
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04338336307858541,0.11418094755199686,0.004541406407952309,0.007474005687981844,0.9722833037376404,0.004036576021462679
