dataset,model,cal_size,test_size,Isotonic_brier,Isotonic_logloss,Isotonic_kuiper,Isotonic_ece-15,Isotonic_accuracy,Isotonic_time
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.19574236053250313,0.32017308422646523,0.017946282401680946,0.022986402735114098,0.8695260882377625,0.01099588512443006
Bioresponse,RealTabPFN-v2.5,2500,1251,0.2725757012553329,0.4238807921251893,0.023851050063967705,0.030968232080340385,0.808952808380127,0.007242872845381498
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.15416420519401192,0.2850396354439972,0.008061997592449188,0.004413831979036331,0.9119547009468079,0.04250065214000642
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.35553564316373054,0.5191351658415738,0.06452322006225586,0.022016899660229683,0.685846745967865,0.010940389009192586
Fitness_Club,RealTabPFN-v2.5,1000,500,0.3142467579896138,0.6454610396978397,0.028819570317864418,0.05610119551420212,0.7620000243186951,0.006195373134687543
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.09706632539427151,0.1755172788655086,0.0027664010412991047,0.0033594996202737093,0.938539981842041,0.08628597483038902
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26759512156444026,0.4228000527019075,0.007170923054218292,0.010564726777374744,0.8083307147026062,0.016474437899887562
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.2065250295057397,0.7928248485199746,0.03296975791454315,0.036127280443906784,0.8695651888847351,0.006485327845439315
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13347687225466393,0.21149262259172905,0.016940485686063766,0.024459145963191986,0.8995984196662903,0.006586712086573243
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.08570780416908806,0.3088111308557904,0.009176339022815228,0.009765665978193283,0.9399279356002808,0.009031823836266994
bank-marketing,RealTabPFN-v2.5,30140,15071,0.1713920158616328,0.29888243809862813,0.00727466493844986,0.005551724694669247,0.8940349221229553,0.029128197114914656
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.300446546687186,0.48584685714801046,0.045081932097673416,0.09725858271121979,0.8119999766349792,0.005934027023613453
churn,RealTabPFN-v2.5,3333,1667,0.050686173513152105,0.10754137397786087,0.015260124579071999,0.015528926625847816,0.9682063460350037,0.007956844987347722
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.10561117281845829,0.20111948671930474,0.010792730376124382,0.0063192169182002544,0.9404398202896118,0.010396779049187899
credit-g,RealTabPFN-v2.5,666,334,0.3326629986187232,0.5037659335410078,0.047082290053367615,0.06367705017328262,0.7544910311698914,0.005807138048112392
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26241941636211097,0.41957642403783557,0.014103204011917114,0.010444522835314274,0.822700023651123,0.02149492991156876
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.053995996098955876,0.08720833116873272,0.002695180010050535,0.003232823219150305,0.9625121355056763,0.06739143910817802
diabetes,RealTabPFN-v2.5,512,256,0.31120480468682216,0.4705046809539439,0.03505606949329376,0.06066364422440529,0.7734375,0.0061743189580738544
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06547122058527151,0.2169095360117376,0.007917523384094238,0.00904979556798935,0.9587500095367432,0.006620736792683601
heloc,RealTabPFN-v2.5,6972,3487,0.3659433614839712,0.6184568647423835,0.015019342303276062,0.02390291914343834,0.7312876582145691,0.011113838059827685
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3072025688920119,0.4914332157675992,0.012118224054574966,0.026528123766183853,0.7816934585571289,0.01173540810123086
jm1,RealTabPFN-v2.5,7256,3629,0.26097274569950574,0.5044423866501991,0.01564762368798256,0.01466458011418581,0.8184072971343994,0.011209578020498157
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.033342439412134335,0.07533713710793882,0.002752959728240967,0.0005744457594119012,0.9821803569793701,0.03171502496115863
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.13924199774981108,0.24354070586557597,0.0065338462591171265,0.00834841001778841,0.9021897912025452,0.012015006970614195
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.022133239843537086,0.1708389693978859,0.00509857339784503,0.008562733419239521,0.9873096346855164,0.00877676485106349
qsar-biodeg,RealTabPFN-v2.5,702,352,0.18405656362460887,0.5437027520134619,0.033613599836826324,0.04992363974452019,0.8778409361839294,0.0058558350428938866
seismic-bumps,RealTabPFN-v2.5,1722,862,0.10980446538810754,0.2014113494033085,0.019853336736559868,0.008152022026479244,0.9338747262954712,0.00666607404127717
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.043094290700248825,0.07857519988169626,0.006327390670776367,0.006544705014675856,0.9714034199714661,0.008826838107779622
APSFailure,TabICL_GPU,50666,25334,0.00879782623961556,0.022812412088955448,0.0007461653440259397,0.0013116449117660522,0.9943948984146118,0.045030402950942516
Amazon_employee_access,TabICL_GPU,21846,10923,0.0805962710146975,0.17015111408789102,0.0036576762795448303,0.0033409097231924534,0.9486404657363892,0.0210671778768301
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20005005433336162,0.32750647595890336,0.016848262399435043,0.013451139442622662,0.8641271591186523,0.010670038871467113
Diabetes130US,TabICL_GPU,47678,23840,0.15604807200319118,0.2992690845935955,0.009836699813604355,0.002775270026177168,0.911912739276886,0.04295669193379581
E-CommereShippingData,TabICL_GPU,7332,3667,0.3567154651180703,0.5208892893922153,0.028207527473568916,0.017667779698967934,0.6866648197174072,0.010930355172604322
Fitness_Club,TabICL_GPU,1000,500,0.31412379158031517,0.646482424422252,0.03798461705446243,0.037870943546295166,0.777999997138977,0.006467974977567792
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09785712790903306,0.17633958162041918,0.0036622434854507446,0.003031117608770728,0.9373999834060669,0.08653284003958106
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.2685586784145215,0.42338195084858243,0.010849295184016228,0.011673983186483383,0.8067647814750671,0.01571586192585528
Is-this-a-good-customer,TabICL_GPU,1148,575,0.1916199029921693,0.47246269182805867,0.022846460342407227,0.02245514653623104,0.8834782838821411,0.006317551946267486
Marketing_Campaign,TabICL_GPU,1493,747,0.1444504385351798,0.2290372422054411,0.014452535659074783,0.028546525165438652,0.891566276550293,0.006718876771628857
NATICUSdroid,TabICL_GPU,4994,2497,0.07913527585507847,0.3002206371090168,0.005288116633892059,0.012057380750775337,0.9467360973358154,0.009049156913533807
bank-marketing,TabICL_GPU,30140,15071,0.1720908601540463,0.29990298259925563,0.006500737741589546,0.006135714240372181,0.8942339420318604,0.029144444968551397
blood-transfusion-service-center,TabICL_GPU,498,250,0.3173417447977699,0.5125078869986108,0.08170252293348312,0.09548851102590561,0.8119999766349792,0.005724509945139289
churn,TabICL_GPU,3333,1667,0.06693597478168142,0.23417873697140876,0.013184151612222195,0.012360533699393272,0.9604079127311707,0.007911941036581993
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10596028172655439,0.20405099928391637,0.008152220398187637,0.0056314487010240555,0.9404398202896118,0.010630250908434391
credit-g,TabICL_GPU,666,334,0.3410850502565662,0.5128305302524931,0.05417144298553467,0.05828035995364189,0.7514970302581787,0.005814779084175825
credit_card_clients_default,TabICL_GPU,20000,10000,0.2637532889659683,0.42154973937476314,0.014326941221952438,0.012689498253166676,0.822700023651123,0.021423690021038055
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.05709342556477103,0.09296231330980624,0.0020604021847248077,0.001884041354060173,0.959740400314331,0.0654209319036454
diabetes,TabICL_GPU,512,256,0.32100468352678124,0.807045791617883,0.04004108905792236,0.03991236910223961,0.76171875,0.006093343952670693
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06838519272141186,0.12276765172884925,0.010328604839742184,0.013416211120784283,0.9574999809265137,0.0065946090035140514
heloc,TabICL_GPU,6972,3487,0.365803074678892,0.5943096648170411,0.013961248099803925,0.01855151169002056,0.7312876582145691,0.010902400128543377
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.30819568779925277,0.4931294629500251,0.011784806847572327,0.022801987826824188,0.7755439877510071,0.011619591154158115
jm1,TabICL_GPU,7256,3629,0.2566130119027068,0.5448825068650431,0.016303937882184982,0.010965054854750633,0.8228161931037903,0.011161030968651175
kddcup09_appetency,TabICL_GPU,33333,16667,0.03370793761600613,0.07724745590378632,0.003431855235248804,0.0009679929353296757,0.9821803569793701,0.03271276596933603
online_shoppers_intention,TabICL_GPU,8220,4110,0.14119183893890722,0.2453677896310257,0.013493051752448082,0.012501470744609833,0.8982968330383301,0.011920975055545568
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.04204406836709521,0.12150623134747751,0.005870252847671509,0.007666523102670908,0.9746192693710327,0.008470130851492286
qsar-biodeg,TabICL_GPU,702,352,0.17762837769322704,0.7632790572414262,0.035955075174570084,0.03941361606121063,0.8778409361839294,0.005854103015735745
seismic-bumps,TabICL_GPU,1722,862,0.11045266477166252,0.20278981284685504,0.012664008885622025,0.008285176940262318,0.9338747262954712,0.006651934003457427
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04404864226853397,0.08032533176731388,0.0042829206213355064,0.006250037811696529,0.9709634780883789,0.008880955865606666
Amazon_employee_access,LimiX_GPU,21846,10923,0.08275826927328116,0.17467634663953938,0.006479218602180481,0.004103285726159811,0.9480912089347839,0.021222746931016445
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19803209726038984,0.3485332112543036,0.01670464687049389,0.01779438741505146,0.8686262965202332,0.01056258985772729
Bioresponse,LimiX_GPU,2500,1251,0.27716708429010767,0.4287418456953745,0.023487113416194916,0.03589871898293495,0.7993605136871338,0.0071477629244327545
E-CommereShippingData,LimiX_GPU,7332,3667,0.3551627007055804,0.5189208388765941,0.057499468326568604,0.017438173294067383,0.6885737776756287,0.010929962852969766
Fitness_Club,LimiX_GPU,1000,500,0.31531915899282636,0.48029762910938245,0.03326715528964996,0.039099257439374924,0.7680000066757202,0.006114978110417724
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.26799189665215534,0.4224912909738277,0.006937416270375252,0.010744270868599415,0.8080175518989563,0.015364184975624084
Is-this-a-good-customer,LimiX_GPU,1148,575,0.19061581470871425,0.3263237260315491,0.014737812802195549,0.022699719294905663,0.8852173686027527,0.006218055030331016
Marketing_Campaign,LimiX_GPU,1493,747,0.13336267527677867,0.2116454438434556,0.011788478121161461,0.016119886189699173,0.9022757411003113,0.0064863949082791805
NATICUSdroid,LimiX_GPU,4994,2497,0.0857949379686186,0.278111285100306,0.0074128396809101105,0.015357737429440022,0.9423307776451111,0.009007008979097009
bank-marketing,LimiX_GPU,30140,15071,0.17174877498517355,0.2995446464692683,0.008926281705498695,0.008936398662626743,0.8944993615150452,0.02906653517857194
blood-transfusion-service-center,LimiX_GPU,498,250,0.3094854164953285,0.5006283318083266,0.054032519459724426,0.09502094984054565,0.800000011920929,0.005711097968742251
churn,LimiX_GPU,3333,1667,0.06663545105582844,0.33606033230701227,0.01393374614417553,0.013323971070349216,0.9586082696914673,0.00793876894749701
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10566379206369968,0.19863476938251906,0.007217706181108952,0.005356870125979185,0.9404398202896118,0.010661309119313955
credit-g,LimiX_GPU,666,334,0.31711849982984514,0.49576271234439334,0.042546771466732025,0.07601093500852585,0.796407163143158,0.005742210894823074
credit_card_clients_default,LimiX_GPU,20000,10000,0.26353117195712483,0.4210417041335591,0.012431703507900238,0.01073300838470459,0.8226000070571899,0.021328401984646916
diabetes,LimiX_GPU,512,256,0.3167127436458537,0.8038868513621239,0.028344612568616867,0.06172621250152588,0.77734375,0.005825852043926716
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07287856443383779,0.12624821022401989,0.007867872714996338,0.0146968187764287,0.949999988079071,0.006490448955446482
heloc,LimiX_GPU,6972,3487,0.36350523516532923,0.5915743116023094,0.019687410444021225,0.02506677806377411,0.7324347496032715,0.010906571988016367
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.3525649339508172,0.5307466302608351,0.0208282470703125,0.02516467683017254,0.7388836145401001,0.01169600198045373
jm1,LimiX_GPU,7256,3629,0.26674162475686564,0.5355712296024234,0.015399318188428879,0.011446209624409676,0.8137227892875671,0.011268017115071416
online_shoppers_intention,LimiX_GPU,8220,4110,0.14317826732121045,0.22928423479304558,0.008465134538710117,0.010123464278876781,0.899756669998169,0.011866787914186716
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05217767615681925,0.1755063016414444,0.00433586910367012,0.007891668006777763,0.9639593958854675,0.008601048961281776
qsar-biodeg,LimiX_GPU,702,352,0.17665339231171975,1.002463799280167,0.030897080898284912,0.050219375640153885,0.8664772510528564,0.0057958089746534824
seismic-bumps,LimiX_GPU,1722,862,0.10926262227824135,0.30161495012083717,0.01706898957490921,0.013107947073876858,0.9338747262954712,0.006667064968496561
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.0446551784134094,0.11720543940745283,0.004549487493932247,0.007724888622760773,0.9714034199714661,0.008870122954249382
APSFailure,TabM_GPU,50666,25334,0.008919884273038583,0.016658189014972836,0.0008225466008298099,0.0013946953695267439,0.9941185712814331,0.04436288680881262
Amazon_employee_access,TabM_GPU,21846,10923,0.08932467309627691,0.16743434225879567,0.004243148490786552,0.004922853782773018,0.9425066113471985,0.02137166098691523
Bank_Customer_Churn,TabM_GPU,6666,3334,0.19706605821027565,0.3222485833858681,0.01835980825126171,0.021517137065529823,0.8689262270927429,0.010929505107924342
Bioresponse,TabM_GPU,2500,1251,0.286652298514277,0.4452577224927847,0.01819496601819992,0.04119640588760376,0.7905675172805786,0.007233757991343737
Diabetes130US,TabM_GPU,47678,23840,0.15462107100429212,0.28181782404987754,0.007263585925102234,0.0037503757048398256,0.9119966626167297,0.043499096063897014
E-CommereShippingData,TabM_GPU,7332,3667,0.3579107630337212,0.4992801820807554,0.02730962261557579,0.028449559584259987,0.67030268907547,0.011113608023151755
Fitness_Club,TabM_GPU,1000,500,0.3185541561507307,0.48554009926035613,0.0289747416973114,0.03877125680446625,0.7559999823570251,0.006146445171907544
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09692798267439061,0.17526538079711657,0.002029119059443474,0.002030279953032732,0.9386799931526184,0.0868775499984622
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2702730952753385,0.425426198274828,0.012285836040973663,0.018221886828541756,0.8025367856025696,0.015935916919261217
Is-this-a-good-customer,TabM_GPU,1148,575,0.19488983099611498,0.33446612383776053,0.03248745948076248,0.03951762244105339,0.8852173686027527,0.006353700999170542
Marketing_Campaign,TabM_GPU,1493,747,0.14484647561865696,0.22749436256589115,0.017424900084733963,0.030939429998397827,0.8955823183059692,0.006547485012561083
NATICUSdroid,TabM_GPU,4994,2497,0.08438837941752937,0.2737901570968649,0.006790421903133392,0.015049329027533531,0.9399279356002808,0.008915526093915105
bank-marketing,TabM_GPU,30140,15071,0.17210437613135243,0.3000051924359874,0.009610937908291817,0.006730175577104092,0.8936367630958557,0.029216961935162544
blood-transfusion-service-center,TabM_GPU,498,250,0.3059500282790258,0.49327305828397117,0.04164017364382744,0.08127594739198685,0.8080000281333923,0.005777744110673666
churn,TabM_GPU,3333,1667,0.06570162457150504,0.13745508506012766,0.013445901684463024,0.014405930414795876,0.9616076946258545,0.008467435836791992
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10625554931073289,0.20344889643935232,0.00818493403494358,0.009184928610920906,0.9404398202896118,0.010576338041573763
credit-g,TabM_GPU,666,334,0.3387467759747661,0.516811869794121,0.04816854000091553,0.06637277454137802,0.742514967918396,0.005847095046192408
credit_card_clients_default,TabM_GPU,20000,10000,0.2639879322994976,0.4216455624319523,0.010876931250095367,0.013577263802289963,0.8233000040054321,0.021227712044492364
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.052568547823208564,0.0848695764353737,0.0016805566847324371,0.002961291465908289,0.9624890089035034,0.06705851503647864
diabetes,TabM_GPU,512,256,0.3493923200633208,0.5258749414330797,0.05370764806866646,0.09562655538320541,0.765625,0.006025328068062663
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.11056852871726765,0.28693552078741613,0.014841302298009396,0.019186483696103096,0.925000011920929,0.00659402715973556
heloc,TabM_GPU,6972,3487,0.3660591571047113,0.5702491868962152,0.01543404906988144,0.020931245759129524,0.7252652645111084,0.011036741081625223
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30037655128755536,0.4824658842653223,0.023995935916900635,0.02692628651857376,0.7835856080055237,0.011685652192682028
jm1,TabM_GPU,7256,3629,0.2712782481721604,0.43106878239058183,0.01272192969918251,0.010011034086346626,0.8120694160461426,0.01142514101229608
kddcup09_appetency,TabM_GPU,33333,16667,0.03351289701885174,0.07642002698969501,0.002551126293838024,0.0004268476041033864,0.9821803569793701,0.03199950698763132
online_shoppers_intention,TabM_GPU,8220,4110,0.1423763698938994,0.2476905848650075,0.010440632700920105,0.00971871055662632,0.9014598727226257,0.012050413992255926
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.04122026326623263,0.07697121917305495,0.009671829640865326,0.01155916415154934,0.972588837146759,0.008465293794870377
qsar-biodeg,TabM_GPU,702,352,0.18290179591979588,0.5453663608580567,0.033967386931180954,0.043071199208498,0.8806818127632141,0.005898139905184507
seismic-bumps,TabM_GPU,1722,862,0.11292368673270524,0.21064691556660378,0.017851978540420532,0.012765388004481792,0.9338747262954712,0.006764178862795234
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.04500751684260048,0.08290199999154921,0.007030108943581581,0.008455432020127773,0.9736031889915466,0.009034347021952271
APSFailure,RealMLP_GPU,50666,25334,0.010882110889559485,0.022843692589098148,0.0007198461680673063,0.001300881733186543,0.9927765130996704,0.04641190706752241
Amazon_employee_access,RealMLP_GPU,21846,10923,0.07947068498734615,0.15112817151328053,0.005888896994292736,0.007788296788930893,0.9504714608192444,0.021327452966943383
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.19881881454937453,0.32435640942290755,0.011406966485083103,0.019075559452176094,0.86652672290802,0.010919075924903154
Bioresponse,RealMLP_GPU,2500,1251,0.2805450326086437,0.4382853301672553,0.022944122552871704,0.042898889631032944,0.7993605136871338,0.007173735182732344
Diabetes130US,RealMLP_GPU,47678,23840,0.15304634574907688,0.27870760622562346,0.0077598243951797485,0.006137115880846977,0.9119547009468079,0.04328422900289297
E-CommereShippingData,RealMLP_GPU,7332,3667,0.3585770565953328,0.5020568248829574,0.02640472911298275,0.03054853342473507,0.6722115874290466,0.011069305008277297
Fitness_Club,RealMLP_GPU,1000,500,0.31625996044548343,0.484167595055683,0.03696531057357788,0.03809162601828575,0.7739999890327454,0.006286059971898794
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.09735585467301523,0.17597050982705856,0.003198211081326008,0.002123021986335516,0.9383599758148193,0.08646205789409578
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.27139917376601375,0.4264770475877806,0.013654369860887527,0.015996471047401428,0.8023802042007446,0.015616771066561341
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.1872116442197008,0.31947677148044945,0.025935349985957146,0.02306702360510826,0.8852173686027527,0.006569557823240757
Marketing_Campaign,RealMLP_GPU,1493,747,0.14711301722614126,0.23471361544874622,0.014194417744874954,0.023094896227121353,0.898259699344635,0.006656643934547901
NATICUSdroid,RealMLP_GPU,4994,2497,0.0840154632208415,0.24024103549453502,0.006195730995386839,0.009535886347293854,0.9427312612533569,0.009642852935940027
bank-marketing,RealMLP_GPU,30140,15071,0.17162135998484732,0.29979546930339,0.005645034834742546,0.006034879479557276,0.8943666815757751,0.029163880040869117
blood-transfusion-service-center,RealMLP_GPU,498,250,0.304394437596802,0.4944522444868934,0.04823831468820572,0.060900650918483734,0.8119999766349792,0.0057813930325210094
churn,RealMLP_GPU,3333,1667,0.06508080304480539,0.13759521689576654,0.02027151547372341,0.024538522586226463,0.9598080515861511,0.007982996059581637
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10615010237977587,0.20289553055772072,0.009499968960881233,0.01132385153323412,0.9404398202896118,0.010483508929610252
credit-g,RealMLP_GPU,666,334,0.33161141818622214,0.5051654856531337,0.04347895085811615,0.074327751994133,0.7544910311698914,0.005771090043708682
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26390481703172197,0.4307066745945085,0.009170080535113811,0.015065486542880535,0.8227999806404114,0.020893177948892117
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.053400392110135426,0.08520662760889651,0.0013759322464466095,0.002945283195003867,0.9622118473052979,0.06674115685746074
diabetes,RealMLP_GPU,512,256,0.30257788221823223,0.4616054084423342,0.024310661479830742,0.042743075639009476,0.78515625,0.006013167090713978
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.09046311708450831,0.4672574077383682,0.010594316758215427,0.023416146636009216,0.9362499713897705,0.006769357016310096
heloc,RealMLP_GPU,6972,3487,0.3626801769885666,0.5429195926829339,0.011392541229724884,0.024995902553200722,0.7335819005966187,0.011020191013813019
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3047295719215258,0.46832651491748617,0.021303430199623108,0.030610010027885437,0.7812204360961914,0.011571411043405533
jm1,RealMLP_GPU,7256,3629,0.2684375919258692,0.42468316585460253,0.021956853568553925,0.01634218357503414,0.8142738938331604,0.01113638118840754
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03338529880609274,0.07550685853127276,0.001961451955139637,0.0010329106589779258,0.9821803569793701,0.03162543103098869
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14446885703112294,0.23353002201828735,0.007817184552550316,0.011936052702367306,0.9012165665626526,0.012250796891748905
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.044159516832965366,0.2501150678893233,0.008807811886072159,0.009312867186963558,0.9720812439918518,0.008599256863817573
qsar-biodeg,RealMLP_GPU,702,352,0.18111079013459383,0.3164516912747859,0.03791226074099541,0.0513000451028347,0.8892045617103577,0.0058868820779025555
seismic-bumps,RealMLP_GPU,1722,862,0.11094176319921387,0.20597409113204712,0.01288543175905943,0.00969522912055254,0.9338747262954712,0.0067473361268639565
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04511300423890581,0.08122463244041117,0.0069434805773198605,0.005639986600726843,0.968323826789856,0.009107555029913783
APSFailure,BetaTabPFN_GPU,50666,25334,0.009446327386102894,0.0177159734712907,0.0011300682090222836,0.0016919089248403907,0.9939212203025818,0.04393590916879475
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08836475796829238,0.1671721058621731,0.005290418863296509,0.009015160612761974,0.9456193447113037,0.02091959281824529
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.1971681081416999,0.3218610755926979,0.015147496946156025,0.01761368103325367,0.8677264451980591,0.010678733000531793
Bioresponse,BetaTabPFN_GPU,2500,1251,0.31328821963245085,0.47579065071438514,0.02324725314974785,0.04013578221201897,0.7633892893791199,0.007277322001755238
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.155029480513799,0.28326814156244795,0.008027590811252594,0.0073652914725244045,0.9119547009468079,0.04209318198263645
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35443306494837995,0.5409325736507833,0.04116635397076607,0.01954462379217148,0.6915735006332397,0.010681126033887267
Fitness_Club,BetaTabPFN_GPU,1000,500,0.3146641244047835,0.48191255299180646,0.02112463302910328,0.026976294815540314,0.7699999809265137,0.006169755943119526
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09733258119186401,0.175984664524944,0.0023726108483970165,0.0033079383429139853,0.9379799962043762,0.08399948896840215
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.27203483392263345,0.4277131339684387,0.011007186025381088,0.016890378668904305,0.8023802042007446,0.016326282871887088
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.19162790290519816,0.3253247353513592,0.022079575806856155,0.04142158478498459,0.8695651888847351,0.0063237769063562155
