dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
Fitness_Club,ModernNCA_GPU,1000,500,0.32383800866278567,0.49654822718268954,0.024546798318624496,0.046497032046318054,0.7680000066757202,0.00351688708178699
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.10198050163010904,0.18123820291504497,0.01372351311147213,0.000968905515037477,0.9331600069999695,0.13545408216305077
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.2711724402626542,0.4263998903289333,0.023990213871002197,0.014300151728093624,0.7920451164245605,0.01802893797867
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.19157045265023562,0.3271308758086575,0.021941350772976875,0.01226719282567501,0.8852173686027527,0.004023655084893107
Marketing_Campaign,ModernNCA_GPU,1493,747,0.142230543024618,0.23248713831672377,0.03768805414438248,0.041401367634534836,0.9036144614219666,0.003988041076809168
NATICUSdroid,ModernNCA_GPU,4994,2497,0.09332108699488384,0.15691932875270712,0.03024919703602791,0.016260726377367973,0.9327192902565002,0.008073313860222697
bank-marketing,ModernNCA_GPU,30140,15071,0.17716590650508635,0.30492711968655056,0.01958547905087471,0.00578350992873311,0.8830203413963318,0.04046623897738755
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.322208615980112,0.5074378646325411,0.04257623106241226,0.09642355889081955,0.7799999713897705,0.002914309035986662
churn,ModernNCA_GPU,3333,1667,0.07483304521357834,0.14981754537980052,0.020128199830651283,0.012973543256521225,0.9562087655067444,0.00647413800470531
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10662100977673378,0.20379110103527948,0.013615264557301998,0.0029380759224295616,0.9404398202896118,0.01101166708394885
credit-g,ModernNCA_GPU,666,334,0.3457296604810371,0.5266985749958281,0.039052098989486694,0.05215730518102646,0.7544910311698914,0.0030379609670490026
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.26466956931746094,0.4229883560806222,0.012597605586051941,0.014496810734272003,0.8223000168800354,0.027300514979287982
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.0632963147263789,0.10001735569474629,0.024974843487143517,0.002909970935434103,0.9493463039398193,0.11665105889551342
diabetes,ModernNCA_GPU,512,256,0.3211446243215694,0.4817905312943302,0.035517510026693344,0.04423734173178673,0.75,0.0029610071796923876
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.09541302906552813,0.17315081358603546,0.0190337672829628,0.02721063606441021,0.9474999904632568,0.004122812068089843
heloc,ModernNCA_GPU,6972,3487,0.36430290276335203,0.5445972057307626,0.02265949547290802,0.016866113990545273,0.7315744161605835,0.010013669962063432
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3197825449351611,0.48900024873364933,0.05342276394367218,0.05980546399950981,0.7783822417259216,0.015210448997095227
jm1,ModernNCA_GPU,7256,3629,0.26482697719779524,0.4204889849924483,0.023267634212970734,0.01395013090223074,0.8164783716201782,0.012182969832792878
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03396754113962784,0.07835114803519731,0.00606455048546195,0.000457044574432075,0.9821803569793701,0.04934827680699527
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14585635850179435,0.2351845084149551,0.029352279379963875,0.007230930961668491,0.8973236083984375,0.012261827010661364
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.07154374398690536,0.11855330714577957,0.024095728993415833,0.011950895190238953,0.9401015043258667,0.007468218915164471
qsar-biodeg,ModernNCA_GPU,702,352,0.1956984049268895,0.32685898280586834,0.03189510852098465,0.04982650652527809,0.8806818127632141,0.003393185092136264
seismic-bumps,ModernNCA_GPU,1722,862,0.11142082251916434,0.20607300833858547,0.015007250010967255,0.003821410471573472,0.9338747262954712,0.004606729140505195
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.0525277142754434,0.09346695938985522,0.017999116331338882,0.0053605432622134686,0.967883825302124,0.00797086302191019
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.20101381836317286,0.32889627278843403,0.026342114433646202,0.01064812857657671,0.863227367401123,0.010092975106090307
E-CommereShippingData,Mitra_GPU,7332,3667,0.35796261768501936,0.5046209546467825,0.04070635139942169,0.02162056602537632,0.673302412033081,0.011522070970386267
Fitness_Club,Mitra_GPU,1000,500,0.31588123390488293,0.48220881411370353,0.02046978659927845,0.04277823120355606,0.777999997138977,0.003483845153823495
Is-this-a-good-customer,Mitra_GPU,1148,575,0.18898472219106366,0.32282072527703376,0.02601570636034012,0.019627738744020462,0.8852173686027527,0.003605097997933626
Marketing_Campaign,Mitra_GPU,1493,747,0.1434240424850475,0.22869272981768193,0.02590610831975937,0.023721138015389442,0.8955823183059692,0.003987903008237481
NATICUSdroid,Mitra_GPU,4994,2497,0.09188766141992279,0.15188301450469047,0.026454593986272812,0.011465229094028473,0.933920681476593,0.008434980176389217
blood-transfusion-service-center,Mitra_GPU,498,250,0.3086596465817785,0.4886681754095786,0.03925826773047447,0.0658712163567543,0.7960000038146973,0.0027867970056831837
churn,Mitra_GPU,3333,1667,0.07490977910564933,0.1410792979162433,0.022015847265720367,0.01584327593445778,0.9520096182823181,0.006128555163741112
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10642434494598027,0.20265816070301776,0.010569524019956589,0.003988825716078281,0.9404398202896118,0.011622902005910873
credit-g,Mitra_GPU,666,334,0.33506598308412866,0.5107861694695472,0.03945838287472725,0.051638342440128326,0.757485032081604,0.003567627863958478
diabetes,Mitra_GPU,512,256,0.3121338041931455,0.46745209823415046,0.03125879913568497,0.02690456248819828,0.76171875,0.0026756511069834232
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.09277410590944093,0.15553663018823122,0.02217651531100273,0.009203512221574783,0.9424999952316284,0.004223321797326207
heloc,Mitra_GPU,6972,3487,0.36585863934077995,0.5466138103517575,0.029578201472759247,0.02247719280421734,0.7341554164886475,0.010407370980829
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.32414810814913414,0.49561631937217066,0.027282580733299255,0.028102075681090355,0.7693945169448853,0.012005447875708342
jm1,Mitra_GPU,7256,3629,0.2687670291625008,0.42511346086246277,0.01933399587869644,0.010603941977024078,0.8134472370147705,0.010806475067511201
online_shoppers_intention,Mitra_GPU,8220,4110,0.14420750401781154,0.2313100748287526,0.022182568907737732,0.007177080027759075,0.9002432823181152,0.012310907011851668
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.06317894284509623,0.10388778094005759,0.019167350605130196,0.007279054261744022,0.9517766237258911,0.007351802894845605
qsar-biodeg,Mitra_GPU,702,352,0.19944907007849855,0.33109174760642957,0.04341917857527733,0.036768607795238495,0.8664772510528564,0.00309263588860631
seismic-bumps,Mitra_GPU,1722,862,0.11097609246241137,0.20600071957852814,0.023152556270360947,0.012110752984881401,0.9338747262954712,0.0044954020995646715
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.05200876458594952,0.09100299731837865,0.017435535788536072,0.0028364050667732954,0.967883825302124,0.008021173998713493
APSFailure,TabDPT_GPU,50666,25334,0.029614259726809655,0.04865159549595688,0.013344826176762581,0.0025069357361644506,0.9818820357322693,0.07026117388159037
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08969621324780687,0.16650675596117184,0.01049879752099514,0.0028359137941151857,0.9421404600143433,0.032982357079163194
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.2043356341071457,0.33571404803350785,0.022323546931147575,0.009092469699680805,0.8641271591186523,0.012690328061580658
Bioresponse,TabDPT_GPU,2500,1251,0.28094803584498074,0.4392679834856186,0.02897639013826847,0.03417062386870384,0.79536372423172,0.0054062900599092245
Diabetes130US,TabDPT_GPU,47678,23840,0.1564668578888101,0.2860504596954629,0.01270679384469986,0.0029030321165919304,0.9119966626167297,0.06962516903877258
E-CommereShippingData,TabDPT_GPU,7332,3667,0.3654355898670232,0.5164144137408487,0.0298415906727314,0.02995697781443596,0.6809381246566772,0.01248576701618731
Fitness_Club,TabDPT_GPU,1000,500,0.3160476042821515,0.4832224961873962,0.023246444761753082,0.031545184552669525,0.777999997138977,0.004310281947255135
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.10259181605448307,0.1826813481561981,0.020129695534706116,0.0030857492238283157,0.9331600069999695,0.13678867788985372
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2708299217833088,0.4261431264329297,0.028347693383693695,0.021787086501717567,0.7968994379043579,0.019384803948923945
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.18948229351749526,0.32201198371883977,0.020639553666114807,0.019117159768939018,0.8852173686027527,0.004647496156394482
Marketing_Campaign,TabDPT_GPU,1493,747,0.14933098781462406,0.2385464397347948,0.029174156486988068,0.018527721986174583,0.8969210386276245,0.004185871919617057
NATICUSdroid,TabDPT_GPU,4994,2497,0.09134490292988877,0.15454248920849226,0.02523992210626602,0.015355076640844345,0.9379255175590515,0.009938001167029142
bank-marketing,TabDPT_GPU,30140,15071,0.17684285541317912,0.3051474115320566,0.019034337252378464,0.005492990370839834,0.8830203413963318,0.03998846304602921
blood-transfusion-service-center,TabDPT_GPU,498,250,0.30513405989966996,0.48406945472152213,0.039505861699581146,0.07505832612514496,0.7879999876022339,0.0029643760062754154
churn,TabDPT_GPU,3333,1667,0.08120660460398965,0.15975959151210073,0.016566362231969833,0.006052794400602579,0.9514096975326538,0.006397028919309378
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10788145379423557,0.20839751373640822,0.01289224624633789,0.005709275137633085,0.9404398202896118,0.012470706831663847
credit-g,TabDPT_GPU,666,334,0.3478243288721153,0.5207725858852124,0.03509301319718361,0.051664844155311584,0.7305389046669006,0.0031222321558743715
credit_card_clients_default,TabDPT_GPU,20000,10000,0.26609594646885487,0.4241166722644694,0.015867017209529877,0.010113412514328957,0.8215000033378601,0.027326525188982487
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.061738803869806555,0.09974631518442977,0.023303985595703125,0.0046171932481229305,0.9515406489372253,0.11369366920553148
diabetes,TabDPT_GPU,512,256,0.30822385606531444,0.4652349657162749,0.038750577718019485,0.04872113838791847,0.75390625,0.00283330911770463
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.07769092864693868,0.1400511051911305,0.01719817891716957,0.007870464585721493,0.9549999833106995,0.0041790190152823925
heloc,TabDPT_GPU,6972,3487,0.36661094169370745,0.5471697998141358,0.025868572294712067,0.01732346974313259,0.7301405072212219,0.011955549009144306
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3344576905906588,0.50579088390407,0.02665560692548752,0.014841614291071892,0.7540208101272583,0.011992979794740677
jm1,TabDPT_GPU,7256,3629,0.2580455195029612,0.4083709156553919,0.01994631439447403,0.014413012191653252,0.8170294761657715,0.012535011861473322
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03427006796967236,0.08091819551642078,0.005813429597765207,0.0018117359140887856,0.9821803569793701,0.05494495993480086
online_shoppers_intention,TabDPT_GPU,8220,4110,0.15040043829914257,0.24401687562703286,0.027973607182502747,0.013923831284046173,0.8973236083984375,0.012312483042478561
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.05003625356832638,0.0886889529889964,0.015236685052514076,0.011444994248449802,0.9680203199386597,0.00748810893855989
qsar-biodeg,TabDPT_GPU,702,352,0.1710477536810275,0.29481767278376514,0.02685818076133728,0.03882863372564316,0.8920454382896423,0.004183329874649644
seismic-bumps,TabDPT_GPU,1722,862,0.11044002527243663,0.20401008218174976,0.02335422858595848,0.011368541046977043,0.9338747262954712,0.005203623091802001
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04973609108270043,0.08727727539248904,0.018973253667354584,0.004956424236297607,0.967883825302124,0.008966140914708376
