dataset,model,cal_size,test_size,Hist-quantile_brier,Hist-quantile_logloss,Hist-quantile_kuiper,Hist-quantile_ece-15,Hist-quantile_accuracy,Hist-quantile_time
online_shoppers_intention,TabPFN-v2.6,8220,4110,0.1450906030433812,0.2319572832385799,0.02861337922513485,0.007593815680593252,0.8982968330383301,0.0013130349107086658
polish_companies_bankruptcy,TabPFN-v2.6,3940,1970,0.04902907777670914,0.12315483463311974,0.016260407865047455,0.005743274465203285,0.9664974808692932,0.0008799240458756685
qsar-biodeg,TabPFN-v2.6,702,352,0.1895349129715185,0.5496648348451908,0.03258298337459564,0.04003794491291046,0.8778409361839294,0.0004932668525725603
seismic-bumps,TabPFN-v2.6,1722,862,0.11076132974578416,0.20238608361374774,0.01617080718278885,0.011134450323879719,0.9338747262954712,0.0006150980480015278
taiwanese_bankruptcy_prediction,TabPFN-v2.6,4546,2273,0.0513580677021923,0.08883258148679093,0.015811026096343994,0.0031170009169727564,0.967883825302124,0.0008952170610427856
APSFailure,TabICLv2,50666,25334,0.029663814282262724,0.0512146219103884,0.0135586466640234,0.0006403838633559644,0.9818820357322693,0.005006121005862951
Amazon_employee_access,TabICLv2,21846,10923,0.08915097913897414,0.16494371694008791,0.013848427683115005,0.0018980175955221057,0.9421404600143433,0.0026337439194321632
Bank_Customer_Churn,TabICLv2,6666,3334,0.20173219147172142,0.33007373911683396,0.026402924209833145,0.020975608378648758,0.8668266534805298,0.001132400007918477
Bioresponse,TabICLv2,2500,1251,0.29403414476125916,0.4555665841874155,0.027677707374095917,0.03724267706274986,0.7929656505584717,0.0007217379752546549
Diabetes130US,TabICLv2,47678,23840,0.15489371120973847,0.2824036382649207,0.014189839363098145,0.0022489591501653194,0.9119966626167297,0.004847723059356213
E-CommereShippingData,TabICLv2,7332,3667,0.35900248090434045,0.5065591623659766,0.028431132435798645,0.005061151925474405,0.6877556443214417,0.0012138199526816607
Fitness_Club,TabICLv2,1000,500,0.32056439999999997,0.48803913518454145,0.03607999533414841,0.053619999438524246,0.777999997138977,0.0005612531676888466
GiveMeSomeCredit,TabICLv2,100000,50000,0.1019140472891802,0.1806992424184538,0.02271265909075737,0.0009019133867695928,0.9331600069999695,0.008741667959839106
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.2689580827882916,0.42454615583095595,0.02133800834417343,0.00919900182634592,0.8080175518989563,0.0017983289435505867
Is-this-a-good-customer,TabICLv2,1148,575,0.18902330758946817,0.32484169403540286,0.024371705949306488,0.02928571030497551,0.8852173686027527,0.000563083915039897
Marketing_Campaign,TabICLv2,1493,747,0.14238831886325604,0.2234736209352684,0.027815967798233032,0.020632291212677956,0.8955823183059692,0.0005639949813485146
NATICUSdroid,TabICLv2,4994,2497,0.08952102201499314,0.18134288800382461,0.02828936092555523,0.011049779132008553,0.9363235831260681,0.0009110511746257544
bank-marketing,TabICLv2,30140,15071,0.17604018520507378,0.30390561739477545,0.019400574266910553,0.011057191528379917,0.8830203413963318,0.0032724859192967415
blood-transfusion-service-center,TabICLv2,498,250,0.30691871079154065,1.4931913777152515,0.043623100966215134,0.055783092975616455,0.7919999957084656,0.0004922458902001381
churn,TabICLv2,3333,1667,0.06431579695402166,0.13508578278793215,0.016441775485873222,0.009740603156387806,0.9640071988105774,0.000753964064642787
coil2000_insurance_policies,TabICLv2,6548,3274,0.10595860917156376,0.20045736899403502,0.014273926615715027,0.003441872773692012,0.9404398202896118,0.0011051611509174109
credit-g,TabICLv2,666,334,0.33702671771804776,0.5088620592723905,0.05009792372584343,0.07329912483692169,0.7544910311698914,0.00048395805060863495
credit_card_clients_default,TabICLv2,20000,10000,0.2637319563303331,0.42096892838097294,0.015709295868873596,0.005674895364791155,0.8233000040054321,0.002455868059769273
customer_satisfaction_in_airline,TabICLv2,86586,43294,0.060531828274298295,0.09517128798055877,0.02266695909202099,0.0013750228099524975,0.9514482617378235,0.007487020920962095
diabetes,TabICLv2,512,256,0.3053218727285989,0.46964509117017983,0.02948835864663124,0.05677613615989685,0.78515625,0.0005639980081468821
hazelnut-spread-contaminant-detection,TabICLv2,1600,800,0.06243789062499999,0.21134056776591165,0.013828124850988388,0.0057343835942447186,0.9637500047683716,0.0006098090671002865
heloc,TabICLv2,6972,3487,0.36559647254911476,0.546171942119671,0.024832285940647125,0.02603653259575367,0.7367364764213562,0.0011365360114723444
in_vehicle_coupon_recommendation,TabICLv2,8456,4228,0.31392873445478797,0.4807524277242124,0.025629252195358276,0.01779123768210411,0.7776726484298706,0.0012889739591628313
jm1,TabICLv2,7256,3629,0.26445789338806674,0.41496196293708654,0.033296965062618256,0.014194062910974026,0.8098649978637695,0.0011737600434571505
kddcup09_appetency,TabICLv2,33333,16667,0.033833259295537564,0.07749743068515207,0.005578541196882725,0.0005205009365454316,0.9821803569793701,0.003553380025550723
online_shoppers_intention,TabICLv2,8220,4110,0.14502055064921143,0.23151239991399397,0.026310402899980545,0.008108483627438545,0.8999999761581421,0.001268566818907857
polish_companies_bankruptcy,TabICLv2,3940,1970,0.06088337351231914,0.09927555312071279,0.01975315809249878,0.0030817908700555563,0.9532994627952576,0.0008180348668247461
qsar-biodeg,TabICLv2,702,352,0.1747773654916512,0.7669566292864299,0.03234579414129257,0.052759718149900436,0.8977272510528564,0.0005098429974168539
seismic-bumps,TabICLv2,1722,862,0.11141806711319596,0.20648035272323348,0.019714869558811188,0.013913550414144993,0.9338747262954712,0.0006029049400240183
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.051558714488668736,0.08980512458944992,0.016167819499969482,0.0020758244208991528,0.967883825302124,0.0008741910569369793
APSFailure,RealTabPFN-v2.5,50666,25334,0.029252062145233276,0.04700974643568626,0.013194367289543152,0.0019121208461001515,0.9818820357322693,0.004782706964761019
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.09033126336238413,0.16754741849773921,0.013801869004964828,0.002210726495832205,0.9421404600143433,0.0026787167880684137
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.19737604134504141,0.32467599400791713,0.021353814750909805,0.01908385381102562,0.8677264451980591,0.001126463059335947
Bioresponse,RealTabPFN-v2.5,2500,1251,0.274746346922462,0.4276941161902805,0.027210235595703125,0.035187847912311554,0.798561155796051,0.0007165269926190376
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.1551595644238751,0.28329947128395766,0.017309218645095825,0.0030771035235375166,0.9119966626167297,0.004821624141186476
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.3615579723589329,0.5105669971440328,0.03031037747859955,0.005851861089468002,0.6883010864257812,0.0011957008391618729
Fitness_Club,RealTabPFN-v2.5,1000,500,0.3160448,0.4836886859137925,0.03240000084042549,0.036320000886917114,0.777999997138977,0.0005490649491548538
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.1018641733810209,0.18095648806862868,0.016943685710430145,0.0018808066379278898,0.9331600069999695,0.009123959112912416
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26860647215205,0.4241298364820166,0.023661740124225616,0.009678656235337257,0.8084872961044312,0.0017778060864657164
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.19480019307582694,0.34178758364277834,0.02555764839053154,0.023242130875587463,0.8852173686027527,0.0005910091567784548
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13930793289653198,0.2218234307450868,0.029442153871059418,0.03014913760125637,0.9036144614219666,0.0006073890253901482
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.09343484284703966,0.18892194954880953,0.023716457188129425,0.012640134431421757,0.9319183230400085,0.0008999921847134829
bank-marketing,RealTabPFN-v2.5,30140,15071,0.17731277664144576,0.3052887405644607,0.02012774348258972,0.0037706729490309954,0.8830203413963318,0.0032737560104578733
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.3012553542690546,0.4720170857328327,0.04530937969684601,0.10073795169591904,0.7960000038146973,0.0005473820492625237
churn,RealTabPFN-v2.5,3333,1667,0.06185703029028971,0.1251724557850504,0.014060250483453274,0.007257837802171707,0.9646070599555969,0.00077420799061656
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.1058626687489418,0.20164954466364762,0.01685836911201477,0.00651346193626523,0.9404398202896118,0.001064009964466095
credit-g,RealTabPFN-v2.5,666,334,0.33753834277199746,0.50939722986246,0.042477499693632126,0.05798511579632759,0.7514970302581787,0.0004639031831175089
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.26375890057527296,0.42156577233141906,0.013845100998878479,0.007537126541137695,0.8235999941825867,0.0024290650617331266
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.061601266800811114,0.09821517149416172,0.021586520597338676,0.0018372335471212864,0.9511248469352722,0.006874023005366325
diabetes,RealTabPFN-v2.5,512,256,0.3063192053075001,0.4669150159049792,0.03638174384832382,0.06422923505306244,0.75390625,0.0005803881213068962
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.07104208984374999,0.1228743109602406,0.01640624925494194,0.006679709069430828,0.9587500095367432,0.0006237467750906944
heloc,RealTabPFN-v2.5,6972,3487,0.3666715127925015,0.5471889191818496,0.023629553616046906,0.028341710567474365,0.7358760833740234,0.0011438620276749134
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3091479823828743,0.47573915929059524,0.02349572256207466,0.024904541671276093,0.7790917754173279,0.0012660869397222996
jm1,RealTabPFN-v2.5,7256,3629,0.2622081474549678,0.41514408887427195,0.020595315843820572,0.011064071208238602,0.8151005506515503,0.00115503603592515
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.03387746149204606,0.07703776345483844,0.007211402989923954,0.0008409296278841794,0.9821803569793701,0.0035624559968709946
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.14637667978680385,0.23407460846357148,0.027182068675756454,0.006725877057760954,0.8973236083984375,0.0012671910226345062
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.05413182613322095,0.17105110781021185,0.017787117511034012,0.0015699556097388268,0.9604060649871826,0.0008750320412218571
qsar-biodeg,RealTabPFN-v2.5,702,352,0.1868087137116178,0.31079028099530004,0.03165584057569504,0.029264088720083237,0.8778409361839294,0.0005371591541916132
seismic-bumps,RealTabPFN-v2.5,1722,862,0.10857294546702498,0.19681301443807514,0.015305070206522942,0.008361339569091797,0.9338747262954712,0.0006328199524432421
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.051432804748266725,0.08994146814280803,0.018581243231892586,0.0018067158525809646,0.967883825302124,0.0008905569557100534
APSFailure,TabICL_GPU,50666,25334,0.029853656815636686,0.05176100238943486,0.01255684345960617,0.00022719254775438458,0.9818820357322693,0.004964934196323156
Amazon_employee_access,TabICL_GPU,21846,10923,0.08888950183051718,0.16447156084123005,0.016609780490398407,0.0010402248008176684,0.9421404600143433,0.0026548909954726696
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.20550185189582282,0.3360936823599697,0.02501337230205536,0.011662928387522697,0.8635272979736328,0.0011181519366800785
Diabetes130US,TabICL_GPU,47678,23840,0.15643951624377883,0.28611602945435766,0.017546042799949646,0.002142807003110647,0.9119966626167297,0.004797989968210459
E-CommereShippingData,TabICL_GPU,7332,3667,0.35999759577446894,0.508149429722588,0.02955544739961624,0.018911490216851234,0.6896646022796631,0.0012188018299639225
