dataset,model,cal_size,test_size,CDF-Spline_brier,CDF-Spline_logloss,CDF-Spline_kuiper,CDF-Spline_ece-15,CDF-Spline_accuracy,CDF-Spline_time
credit-g,TabICL_GPU,666,334,0.3352854505820436,,0.046690527349710464,0.08844421058893204,0.742514967918396,0.004355857847258449
credit_card_clients_default,TabICL_GPU,20000,10000,0.2634782961060858,0.4210617884459275,0.006078449077904224,0.013415414839982986,0.8216000199317932,0.109042689204216
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.057134258166659666,,0.0018723481334745884,0.0033225722145289183,0.9596942067146301,0.47590727894566953
diabetes,TabICL_GPU,512,256,0.31175968419730515,0.47251602772377266,0.022503234446048737,0.06585345417261124,0.7734375,0.003689503064379096
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06619996804418236,,0.009627791121602058,0.01586122252047062,0.9587500095367432,0.009320743149146438
heloc,TabICL_GPU,6972,3487,0.36516723200790896,0.5456127930346153,0.011146947741508484,0.017367158085107803,0.7301405072212219,0.03749262890778482
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.3074271121248625,0.4719829750780674,0.010138444602489471,0.025301307439804077,0.7788552641868591,0.04554092884063721
jm1,TabICL_GPU,7256,3629,0.25578177277902886,0.4077134275932063,0.005467690993100405,0.011499163694679737,0.8230917453765869,0.03897259011864662
kddcup09_appetency,TabICL_GPU,33333,16667,0.03395762591196559,0.07803516933390042,0.002666329499334097,0.0023136676754802465,0.9821803569793701,0.18067335104569793
online_shoppers_intention,TabICL_GPU,8220,4110,0.14145990201898942,,0.007983691990375519,0.013362215831875801,0.8992700576782227,0.04463884816505015
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.04221792550868579,,0.006200317293405533,0.013215983286499977,0.9730964303016663,0.02156760380603373
qsar-biodeg,TabICL_GPU,702,352,0.17514353057896404,0.29568259544179626,0.03758756443858147,0.047929905354976654,0.8778409361839294,0.004569854121655226
seismic-bumps,TabICL_GPU,1722,862,0.11047415871262502,,0.011765316128730774,0.01922910287976265,0.9338747262954712,0.009976462926715612
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04404053706311038,,0.005112700629979372,0.007598844822496176,0.9718433618545532,0.024991594022139907
Amazon_employee_access,LimiX_GPU,21846,10923,0.08373390463804005,0.16062333175746227,0.006250075530260801,0.008484212681651115,0.9477249979972839,0.1173116210848093
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19665447945086836,,0.00899791531264782,0.020264972001314163,0.8671265840530396,0.036349643021821976
Bioresponse,LimiX_GPU,2500,1251,0.2746772686475466,,0.02397337555885315,0.0452035553753376,0.7977617979049683,0.014116792008280754
E-CommereShippingData,LimiX_GPU,7332,3667,0.3543305291845453,,0.009094417095184326,0.0059554181061685085,0.6880283355712891,0.03960603289306164
Fitness_Club,LimiX_GPU,1000,500,0.31582268828829835,0.480784060574208,0.01880934089422226,0.038042668253183365,0.7799999713897705,0.006228680023923516
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.2680928859244076,0.4224024221822667,0.007282257080078125,0.01076324749737978,0.8056686520576477,0.07003245805390179
Is-this-a-good-customer,LimiX_GPU,1148,575,0.18940104981199032,0.32393470678103,0.013891346752643585,0.02856731228530407,0.8765217661857605,0.007025711936876178
Marketing_Campaign,LimiX_GPU,1493,747,0.13246605001382128,,0.014927820302546024,0.0224906075745821,0.9036144614219666,0.00866717891767621
NATICUSdroid,LimiX_GPU,4994,2497,0.08458207262882654,,0.007148989476263523,0.012927057221531868,0.9431317448616028,0.027390592033043504
bank-marketing,LimiX_GPU,30140,15071,0.17184002178676708,0.29945164076557107,0.0061785392463207245,0.011548304930329323,0.8934377431869507,0.1615429981611669
blood-transfusion-service-center,LimiX_GPU,498,250,0.3012950156480975,0.4896851713894362,0.04775898903608322,0.09069579839706421,0.7960000038146973,0.0035615989472717047
churn,LimiX_GPU,3333,1667,0.06766509475379437,,0.011960092931985855,0.017834125086665154,0.9598080515861511,0.018422534223645926
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.1048648992254356,0.1978819626337696,0.003764430060982704,0.0048292879946529865,0.9404398202896118,0.03540594410151243
credit-g,LimiX_GPU,666,334,0.313291618884538,,0.04445143789052963,0.07439766824245453,0.7994012236595154,0.004363225074484944
credit_card_clients_default,LimiX_GPU,20000,10000,0.2640280965600981,0.4214442904498518,0.005272865295410156,0.012459816411137581,0.8219000101089478,0.10810542106628418
diabetes,LimiX_GPU,512,256,0.3110931043423353,0.4697005959800724,0.027020014822483063,0.05751685053110123,0.75390625,0.0035520680248737335
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07311920806946864,,0.012918082997202873,0.026944667100906372,0.956250011920929,0.009352382039651275
heloc,LimiX_GPU,6972,3487,0.36290662127735007,0.5431621056886643,0.01873314380645752,0.025708148255944252,0.734728991985321,0.037783825071528554
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.351971721239555,,0.012923136353492737,0.025370119139552116,0.7438505291938782,0.045604865066707134
jm1,LimiX_GPU,7256,3629,0.2665489825355211,0.42136093857770784,0.010303608141839504,0.01507075410336256,0.8131716847419739,0.04035115404985845
online_shoppers_intention,LimiX_GPU,8220,4110,0.14265325678592902,,0.006348109804093838,0.013504414819180965,0.8982968330383301,0.0446750707924366
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05459911928669824,,0.009470098651945591,0.01332986168563366,0.9598984718322754,0.021769020007923245
qsar-biodeg,LimiX_GPU,702,352,0.1742585522955253,0.29986500300387875,0.033277444541454315,0.04648376628756523,0.8892045617103577,0.004577680956572294
seismic-bumps,LimiX_GPU,1722,862,0.10855089334366692,0.2048580340415129,0.010949159972369671,0.014411604031920433,0.9338747262954712,0.010065940907225013
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.04375893609347526,,0.005623309873044491,0.008013882674276829,0.9709634780883789,0.025240299059078097
APSFailure,TabM_GPU,50666,25334,0.009062702333664905,,0.001264210557565093,0.0020118069369345903,0.9940396547317505,0.2750660970341414
Amazon_employee_access,TabM_GPU,21846,10923,0.09105549837362764,0.1699000473866185,0.007465209811925888,0.012073340825736523,0.9421404600143433,0.11899635405279696
Bank_Customer_Churn,TabM_GPU,6666,3334,0.19611312983098778,0.3211409347983781,0.007694462779909372,0.01578022725880146,0.8662267327308655,0.03610410890541971
Bioresponse,TabM_GPU,2500,1251,0.283532898983916,0.44293221338119154,0.017690569162368774,0.032121893018484116,0.7881694436073303,0.014135755831375718
Diabetes130US,TabM_GPU,47678,23840,0.1548645608599346,0.2822502338957365,0.004410425201058388,0.005915033631026745,0.9119966626167297,0.26032520295120776
E-CommereShippingData,TabM_GPU,7332,3667,0.36005904208547496,,0.023569472134113312,0.038923002779483795,0.6754840612411499,0.0398886080365628
Fitness_Club,TabM_GPU,1000,500,0.3151527248597614,0.4812658942323935,0.022546879947185516,0.045721232891082764,0.7720000147819519,0.006137144053354859
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09687460338311332,0.1751255262663594,0.00128879863768816,0.003345735603943467,0.9387199878692627,0.551610219059512
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.27071960843894993,0.4256862435479427,0.012938246130943298,0.01936780847609043,0.8026933670043945,0.06868459703400731
Is-this-a-good-customer,TabM_GPU,1148,575,0.1958655564606312,0.3357872462251144,0.0223870649933815,0.043665483593940735,0.8765217661857605,0.006837317021563649
Marketing_Campaign,TabM_GPU,1493,747,0.1428312859386232,0.22619545907522892,0.016220280900597572,0.03050118498504162,0.898259699344635,0.008722079917788506
NATICUSdroid,TabM_GPU,4994,2497,0.08443962875201123,,0.007121317088603973,0.015880009159445763,0.9407289028167725,0.027015388943254948
bank-marketing,TabM_GPU,30140,15071,0.17195676776458335,0.29967161801317554,0.004207724705338478,0.00748798530548811,0.8941012620925903,0.16008286899887025
blood-transfusion-service-center,TabM_GPU,498,250,0.30132846336552743,,0.04303751885890961,0.0698096752166748,0.8040000200271606,0.0037659259978681803
churn,TabM_GPU,3333,1667,0.06845981883072104,,0.018535777926445007,0.027854621410369873,0.9634073376655579,0.018403255147859454
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10619462061675548,0.20347018029961964,0.00784364715218544,0.009309958666563034,0.9404398202896118,0.0350185320712626
credit-g,TabM_GPU,666,334,0.3287944015530034,,0.04045238718390465,0.05579245835542679,0.757485032081604,0.004423817154020071
credit_card_clients_default,TabM_GPU,20000,10000,0.26345834422863823,,0.0063722217455506325,0.011217581108212471,0.8233000040054321,0.10634161508642137
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.05246496343047044,,0.0009239996434189379,0.0026922214310616255,0.9625121355056763,0.4703684961423278
diabetes,TabM_GPU,512,256,0.3360103487542024,0.5103814444223386,0.04804181680083275,0.08838467299938202,0.765625,0.0035677580162882805
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.10671177331208553,,0.014713292010128498,0.026992639526724815,0.925000011920929,0.009339893003925681
heloc,TabM_GPU,6972,3487,0.3660426381298084,0.5459595102729402,0.013939488679170609,0.023632247000932693,0.7298537492752075,0.03753710095770657
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.3006782710202311,0.4632504624469101,0.013760656118392944,0.023991456255316734,0.7826395630836487,0.04514877614565194
jm1,TabM_GPU,7256,3629,0.2712631521172154,0.43005652538341915,0.006710909307003021,0.013027908280491829,0.8126205801963806,0.0392810869961977
kddcup09_appetency,TabM_GPU,33333,16667,0.033599151308154725,0.07654651344814992,0.0009217620827257633,0.0007757358253002167,0.9821803569793701,0.1774021629244089
online_shoppers_intention,TabM_GPU,8220,4110,0.141829955668623,,0.006974511314183474,0.01141281332820654,0.9014598727226257,0.044077612925320864
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.03959314679413567,,0.009674000553786755,0.013478721491992474,0.9751269221305847,0.02171612111851573
qsar-biodeg,TabM_GPU,702,352,0.18244660334670826,0.3075535002593064,0.03410116210579872,0.040183860808610916,0.8892045617103577,0.004531166050583124
seismic-bumps,TabM_GPU,1722,862,0.11210541354447039,0.20720426115262702,0.01137589942663908,0.015937352553009987,0.9327146410942078,0.009906708030030131
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.044626918142138164,,0.004898800048977137,0.009612107649445534,0.9718433618545532,0.02490988583303988
APSFailure,RealMLP_GPU,50666,25334,0.011164628103981437,,0.0018799228128045797,0.002995538990944624,0.9926186203956604,0.2721160901710391
Amazon_employee_access,RealMLP_GPU,21846,10923,0.07913924330085925,0.15077275427925255,0.003582015400752425,0.006180864293128252,0.9504714608192444,0.11673465510830283
Bank_Customer_Churn,RealMLP_GPU,6666,3334,0.1978554259746795,,0.008353459648787975,0.017814001068472862,0.8695260882377625,0.03624078002758324
Bioresponse,RealMLP_GPU,2500,1251,0.2781095103112971,0.4367201214965913,0.02281142771244049,0.04077477753162384,0.8025579452514648,0.013988236896693707
Diabetes130US,RealMLP_GPU,47678,23840,0.15329138282391291,0.27917095762620203,0.005597494542598724,0.007503898814320564,0.911912739276886,0.254469997016713
