dataset,model,cal_size,test_size,Kernel_brier,Kernel_logloss,Kernel_kuiper,Kernel_ece-15,Kernel_accuracy,Kernel_time
credit-g,ModernNCA_GPU,666,334,0.3425152003765106,0.5193301439285278,0.03016716241836548,0.06161952018737793,0.7604790329933167,0.008127445122227073
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.2653328776359558,0.42371952533721924,0.017367202788591385,0.023280084133148193,0.822700023651123,4.369806925999001
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.05542711913585663,0.09248045831918716,0.005674969404935837,0.007187281735241413,0.9611262679100037,33.96127985580824
diabetes,ModernNCA_GPU,512,256,0.3237754702568054,0.48706474900245667,0.040207065641880035,0.06431341916322708,0.7578125,0.0045615010894834995
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08354159444570541,0.15021994709968567,0.01503271609544754,0.024795273318886757,0.9449999928474426,0.06963659590110183
heloc,ModernNCA_GPU,6972,3487,0.3626919984817505,0.5426549911499023,0.012944746762514114,0.019673636183142662,0.7344422340393066,0.822266262024641
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.3114587068557739,0.47890704870224,0.014219842851161957,0.025799132883548737,0.7745979428291321,1.995575038017705
jm1,ModernNCA_GPU,7256,3629,0.26451408863067627,0.4188087582588196,0.019531022757291794,0.020667942240834236,0.8126205801963806,0.9105509491637349
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03480619192123413,0.08589733392000198,0.010326320305466652,0.008200055919587612,0.9821803569793701,5.799643713049591
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14147745072841644,0.2314416617155075,0.01632913574576378,0.019606109708547592,0.9007299542427063,1.516278374940157
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.03978617861866951,0.08084321022033691,0.009522851556539536,0.012756485491991043,0.9776649475097656,0.30031974194571376
qsar-biodeg,ModernNCA_GPU,702,352,0.18952837586402893,0.32750189304351807,0.03594022989273071,0.07541444897651672,0.8551136255264282,0.010755135910585523
seismic-bumps,ModernNCA_GPU,1722,862,0.11527331173419952,0.21352556347846985,0.025840818881988525,0.020816586911678314,0.9338747262954712,0.047079258831217885
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.04483231157064438,0.08465602248907089,0.010151547379791737,0.011537027545273304,0.9722833037376404,0.3783871999476105
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.19751273095607758,0.3247793912887573,0.021722769364714622,0.029054800048470497,0.8680263757705688,0.8777109058573842
E-CommereShippingData,Mitra_GPU,7332,3667,0.3539588749408722,0.49622827768325806,0.007566571235656738,0.0064566791988909245,0.6885737776756287,1.2711296239867806
Fitness_Club,Mitra_GPU,1000,500,0.31446629762649536,0.4790220558643341,0.036346860229969025,0.07060091942548752,0.777999997138977,0.015167068922892213
Is-this-a-good-customer,Mitra_GPU,1148,575,0.1922881305217743,0.3291656970977783,0.03387938439846039,0.028848325833678246,0.8852173686027527,0.018996972823515534
Marketing_Campaign,Mitra_GPU,1493,747,0.1384734809398651,0.22588735818862915,0.03147440403699875,0.035199567675590515,0.8929049372673035,0.03514686389826238
NATICUSdroid,Mitra_GPU,4994,2497,0.08532269299030304,0.14643098413944244,0.008648833259940147,0.013013227842748165,0.9391269683837891,0.7275278710294515
blood-transfusion-service-center,Mitra_GPU,498,250,0.3122091293334961,0.48855265974998474,0.04951530694961548,0.09761112183332443,0.7680000066757202,0.004681052872911096
churn,Mitra_GPU,3333,1667,0.04104764387011528,0.09449100494384766,0.0077988929115235806,0.011492212302982807,0.9760047793388367,0.27403614786453545
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10689890384674072,0.20612260699272156,0.01698162406682968,0.013746890239417553,0.9404398202896118,0.7260946941096336
credit-g,Mitra_GPU,666,334,0.32954755425453186,0.5040091276168823,0.023864775896072388,0.07151869684457779,0.757485032081604,0.009703820804134011
diabetes,Mitra_GPU,512,256,0.3104257881641388,0.46752774715423584,0.024937940761446953,0.058599475771188736,0.7578125,0.004470214014872909
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08512663096189499,0.14610499143600464,0.01867528446018696,0.02528964728116989,0.9412500262260437,0.06730811600573361
heloc,Mitra_GPU,6972,3487,0.3622016906738281,0.5420020818710327,0.01797126978635788,0.01743284799158573,0.7358760833740234,0.8268801639787853
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.32198354601860046,0.49269402027130127,0.017430439591407776,0.034453924745321274,0.767029345035553,1.2864034490194172
jm1,Mitra_GPU,7256,3629,0.26830655336380005,0.425326406955719,0.022005945444107056,0.030307451263070107,0.8153761625289917,0.8951028429437429
online_shoppers_intention,Mitra_GPU,8220,4110,0.14143916964530945,0.22865521907806396,0.016210490837693214,0.02276507206261158,0.9017031788825989,1.5349591430276632
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.04095654562115669,0.07743288576602936,0.01400088332593441,0.014254054054617882,0.9746192693710327,0.2921147448942065
qsar-biodeg,Mitra_GPU,702,352,0.188532292842865,0.316430926322937,0.04442664608359337,0.058770567178726196,0.8607954382896423,0.008811820996925235
seismic-bumps,Mitra_GPU,1722,862,0.11266124993562698,0.2096506804227829,0.024316126480698586,0.018236400559544563,0.9338747262954712,0.04745528497733176
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.0437120646238327,0.08302117884159088,0.010452563874423504,0.010539227165281773,0.9718433618545532,0.36995525006204844
APSFailure,TabDPT_GPU,50666,25334,0.011474625207483768,0.022903071716427803,0.001885996200144291,0.0024670471902936697,0.9920265078544617,9.521573422010988
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08205356448888779,0.16062301397323608,0.01165054552257061,0.009619374759495258,0.9483658075332642,4.421121936989948
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.20356988906860352,0.33907750248908997,0.031092677265405655,0.027960380539298058,0.8659268021583557,1.0546360260341316
Bioresponse,TabDPT_GPU,2500,1251,0.27941998839378357,0.43764495849609375,0.02608281373977661,0.037876758724451065,0.8017585873603821,0.10023595206439495
Diabetes130US,TabDPT_GPU,47678,23840,0.15794502198696136,0.29041242599487305,0.01714698038995266,0.017905784770846367,0.9119966626167297,9.117347627878189
E-CommereShippingData,TabDPT_GPU,7332,3667,0.3561778962612152,0.5037246346473694,0.01560424268245697,0.008281543850898743,0.6885737776756287,1.318084993865341
Fitness_Club,TabDPT_GPU,1000,500,0.3403509855270386,0.5195716619491577,0.06281088292598724,0.06375967711210251,0.765999972820282,0.02461433596909046
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.0992312803864479,0.1820247620344162,0.014504282735288143,0.011297033168375492,0.9370800256729126,18.968419241020456
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2688528895378113,0.42472487688064575,0.013139547780156136,0.009200556203722954,0.8062950372695923,2.8643367560580373
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.19654126465320587,0.33978399634361267,0.048254337161779404,0.04260152950882912,0.8852173686027527,0.01980909309349954
Marketing_Campaign,TabDPT_GPU,1493,747,0.14720289409160614,0.23606835305690765,0.031169475987553596,0.03704008460044861,0.8995984196662903,0.03157138987444341
NATICUSdroid,TabDPT_GPU,4994,2497,0.08615773171186447,0.166519433259964,0.019489239901304245,0.023175278678536415,0.9471365809440613,0.748698916984722
bank-marketing,TabDPT_GPU,30140,15071,0.17315225303173065,0.3028477430343628,0.01559511013329029,0.019422456622123718,0.8935040831565857,5.940928110154346
blood-transfusion-service-center,TabDPT_GPU,498,250,0.31483709812164307,0.4891001582145691,0.056750304996967316,0.07867730408906937,0.7639999985694885,0.004531010054051876
churn,TabDPT_GPU,3333,1667,0.06845623254776001,0.1379399299621582,0.008674254640936852,0.017345456406474113,0.9598080515861511,0.18921782402321696
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10936624556779861,0.2156965583562851,0.021218009293079376,0.015296420082449913,0.9404398202896118,0.7267700470983982
credit-g,TabDPT_GPU,666,334,0.346577912569046,0.5183661580085754,0.032667919993400574,0.04666046425700188,0.7335329055786133,0.007252671988680959
credit_card_clients_default,TabDPT_GPU,20000,10000,0.26718488335609436,0.4263720214366913,0.023057952523231506,0.029418228194117546,0.8220000267028809,4.3133879150263965
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.054951976984739304,0.09328508377075195,0.0041716573759913445,0.006164610385894775,0.9615189433097839,34.74593811784871
diabetes,TabDPT_GPU,512,256,0.31060290336608887,0.46985939145088196,0.033876582980155945,0.07754930108785629,0.7578125,0.004373133881017566
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.06601176410913467,0.12298563867807388,0.012980802915990353,0.01874021254479885,0.9587500095367432,0.04009587690234184
heloc,TabDPT_GPU,6972,3487,0.3677285611629486,0.5490845441818237,0.017540238797664642,0.03634658083319664,0.7318611741065979,1.351781666977331
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.3335559368133545,0.5038717985153198,0.013390183448791504,0.027597704902291298,0.750946044921875,1.2093524090014398
jm1,TabDPT_GPU,7256,3629,0.2571248710155487,0.4093128442764282,0.03002220392227173,0.03260653465986252,0.8239184617996216,1.0310077429749072
kddcup09_appetency,TabDPT_GPU,33333,16667,0.03500967100262642,0.08950182050466537,0.008783097378909588,0.0020944755524396896,0.9821803569793701,5.851598999928683
online_shoppers_intention,TabDPT_GPU,8220,4110,0.14412344992160797,0.2378966212272644,0.01986326277256012,0.023119792342185974,0.9004865884780884,1.4441335638985038
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.03107142634689808,0.0661267340183258,0.01025474350899458,0.00977258663624525,0.9796954393386841,0.2984284400008619
qsar-biodeg,TabDPT_GPU,702,352,0.1903831511735916,0.32909905910491943,0.04512013494968414,0.05786649137735367,0.8920454382896423,0.014030199032276869
seismic-bumps,TabDPT_GPU,1722,862,0.11577935516834259,0.2178717404603958,0.029346294701099396,0.022009413689374924,0.9338747262954712,0.049344505881890655
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04675028473138809,0.0935245230793953,0.015425348654389381,0.013537482358515263,0.9727232456207275,0.367250561947003
