dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
OVA_Endometrium,RandomForest,1390,155,0.05400537902839486,0.1107237125472036,0.020729225128889084,0.0401376448571682,0.9677419066429138,0.05790427885949612
OVA_Endometrium,XGBoost,1390,155,0.04701276500961774,0.08573356450549456,0.014625432901084423,0.029943495988845825,0.9612902998924255,0.05681069917045534
OVA_Kidney,CatBoost,1390,155,0.016099345495494136,0.04792420627025062,0.013939445838332176,0.016572603955864906,0.9935483932495117,0.06693767197430134
OVA_Kidney,ExtraTrees,1390,155,0.016013418717742846,0.04659778456310381,0.01335996389389038,0.017769144847989082,0.9935483932495117,0.06824917695485055
OVA_Kidney,LightGBM,1390,155,0.014720939054893908,0.0461371514159118,0.012766756117343903,0.014494516886770725,0.9935483932495117,0.06746579194441438
OVA_Kidney,LinearModel,1390,155,0.015496572072799886,0.04330358454256648,0.012842091731727123,0.0121657969430089,0.9935483932495117,0.0616743101272732
OVA_Kidney,NeuralNetFastAI,1390,155,0.019936906152324105,0.04875500343716343,0.014313098043203354,0.022745706140995026,0.9935483932495117,0.06558247609063983
OVA_Kidney,NeuralNetTorch,1390,155,0.018313174561450818,0.050125736444282656,0.01981116086244583,0.02256479673087597,0.9935483932495117,0.06477243592962623
OVA_Kidney,RandomForest,1390,155,0.015502025168460082,0.0471606050622379,0.014135393314063549,0.01747668907046318,0.9935483932495117,0.06642201915383339
OVA_Kidney,XGBoost,1390,155,0.016259704201184975,0.04642557807719833,0.012630997225642204,0.01655120588839054,0.9935483932495117,0.06788373296149075
OVA_Lung,CatBoost,1390,155,0.01479069803192585,0.05462044912108248,0.010630633682012558,0.010203482583165169,0.9935483932495117,0.0629939769860357
OVA_Lung,ExtraTrees,1390,155,0.024732086213482767,0.06347588598184058,0.010969853028655052,0.016356145963072777,0.9870967864990234,0.06278662593103945
OVA_Lung,LightGBM,1390,155,0.01935009480297777,0.059963234708062675,0.017523081973195076,0.01595686376094818,0.9870967864990234,0.06500749685801566
OVA_Lung,LinearModel,1390,155,0.03268641313524681,0.07057779736941124,0.014219574630260468,0.014477272517979145,0.9806451797485352,0.06442944193258882
OVA_Lung,NeuralNetFastAI,1390,155,0.03414567839119868,0.07269566424374578,0.011021262966096401,0.016603892669081688,0.9741935729980469,0.0668317920062691
OVA_Lung,NeuralNetTorch,1390,155,0.02601181896712857,0.07098768498485977,0.012999564409255981,0.010877955704927444,0.9870967864990234,0.06612898199819028
OVA_Lung,RandomForest,1390,155,0.036339154833684405,0.0853529908566305,0.01542763039469719,0.016475606709718704,0.9806451797485352,0.0611019660718739
OVA_Lung,XGBoost,1390,155,0.016148444153992126,0.05448339583840711,0.012580851092934608,0.0127112390473485,0.9935483932495117,0.06374746514484286
OVA_Ovary,CatBoost,1390,155,0.10595754381893313,0.1719940156807878,0.026021890342235565,0.05282989889383316,0.9225806593894958,0.0656920790206641
OVA_Ovary,ExtraTrees,1390,155,0.11716818381284458,0.1823753604821255,0.039985738694667816,0.0656420961022377,0.9161290526390076,0.06491781398653984
OVA_Ovary,LightGBM,1390,155,0.09567425426557223,0.15379070552776655,0.017659472301602364,0.035589754581451416,0.9354838728904724,0.06748688383959234
OVA_Ovary,LinearModel,1390,155,0.10938422657387042,0.1754619490522263,0.018183549866080284,0.04861803725361824,0.9290322661399841,0.06065231002867222
OVA_Ovary,NeuralNetFastAI,1390,155,0.10938277683498247,0.1725154114265802,0.028134167194366455,0.07758265733718872,0.9161290526390076,0.0666304319165647
OVA_Ovary,NeuralNetTorch,1390,155,0.09313027125987508,0.1459709763772185,0.02087896317243576,0.051270660012960434,0.9419354796409607,0.06677913898602128
OVA_Ovary,RandomForest,1390,155,0.12045727172122818,0.1821777726029702,0.03755047544836998,0.08536089956760406,0.9096774458885193,0.0663093829061836
OVA_Ovary,XGBoost,1390,155,0.10202682336857756,0.17658585761228113,0.024353621527552605,0.043674685060977936,0.9225806593894958,0.06732818693853915
OVA_Prostate,CatBoost,1390,155,0.021598260253506484,0.042667617810785534,0.006376646459102631,0.011390131898224354,0.9870967864990234,0.0627609679941088
OVA_Prostate,ExtraTrees,1390,155,0.020034736597312804,0.04040522016433975,0.006379261612892151,0.012775995768606663,0.9870967864990234,0.06359212403185666
OVA_Prostate,LightGBM,1390,155,0.012558835006793372,0.028856844369818634,0.0064618997275829315,0.006461901590228081,0.9935483932495117,0.06132419407367706
OVA_Prostate,LinearModel,1390,155,0.014770859366611717,0.0355556128878353,0.009421400725841522,0.009421405382454395,0.9935483932495117,0.06605864479206502
OVA_Prostate,NeuralNetFastAI,1390,155,0.01336819769835819,0.03453568796614242,0.00848684087395668,0.0084390789270401,0.9935483932495117,0.06205953098833561
OVA_Prostate,NeuralNetTorch,1390,155,0.012894877268591586,0.051865629501663894,0.006449524313211441,0.006446987856179476,0.9935483932495117,0.06437120190821588
OVA_Prostate,RandomForest,1390,155,0.013183378766961325,0.0327440918728554,0.0063844285905361176,0.008693189360201359,0.9935483932495117,0.06293683592230082
OVA_Prostate,XGBoost,1390,155,0.025265135332343158,0.06221598094343699,0.006500374060124159,0.012019047513604164,0.9870967864990234,0.06514375214464962
PhishingWebsites,CatBoost,9949,1106,0.04814242473176904,0.08644872287301275,0.00928211584687233,0.013594591058790684,0.9683544039726257,0.247179338010028
PhishingWebsites,ExtraTrees,9949,1106,0.058028455484736355,0.10047131233875495,0.010614055208861828,0.014715108089148998,0.9638336300849915,0.2454832091461867
PhishingWebsites,LightGBM,9949,1106,0.04767932815383575,0.08241899637903635,0.00824672356247902,0.012824514880776405,0.9701627492904663,0.2382849701680243
PhishingWebsites,LinearModel,9949,1106,0.09452647046154561,0.15295546979532687,0.006479550618678331,0.012380747124552727,0.9349005222320557,0.25577964703552425
PhishingWebsites,NeuralNetFastAI,9949,1106,0.04799259182257358,0.0808996623869624,0.006909905932843685,0.009120846167206764,0.9683544039726257,0.24927720497362316
PhishingWebsites,NeuralNetTorch,9949,1106,0.0469609243673844,0.0812113622332242,0.009758219122886658,0.011967997997999191,0.9683544039726257,0.25019401009194553
PhishingWebsites,RandomForest,9949,1106,0.05603879011418509,0.10021787733035993,0.011145176365971565,0.012998766265809536,0.9638336300849915,0.25133618293330073
PhishingWebsites,XGBoost,9949,1106,0.04828911026120189,0.08664632060885696,0.008996151387691498,0.013387211598455906,0.9692586064338684,0.24426654586568475
Run_or_walk_information,CatBoost,79729,8859,0.00945112857501203,0.01771941604266398,0.002521047368645668,0.0035221732687205076,0.9942431449890137,1.4336301379371434
Run_or_walk_information,ExtraTrees,79729,8859,0.011721343003950765,0.02200178658389242,0.002060137689113617,0.002920252038165927,0.9928885698318481,1.4279893091879785
Run_or_walk_information,LightGBM,79729,8859,0.008751666412090015,0.016596876830931855,0.0025507225655019283,0.0030189251992851496,0.9943560361862183,1.4479899138677865
Run_or_walk_information,LinearModel,79729,8859,0.21097800181443158,0.32505122716511126,0.008258304558694363,0.013854886405169964,0.8438875675201416,1.6097176379989833
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013518231945727986,0.026320095366138784,0.0028351861983537674,0.003526500426232815,0.9916468858718872,1.4450932189356536
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010913958842456247,0.021377566108221484,0.0037138485349714756,0.004767844919115305,0.9936787486076355,1.4264995090197772
Run_or_walk_information,RandomForest,79729,8859,0.013005182185113274,0.024419475113415176,0.002341373823583126,0.0027133875992149115,0.9922112822532654,1.4230151090305299
Run_or_walk_information,XGBoost,79729,8859,0.010280454102739409,0.01860372936247055,0.0022292518988251686,0.0030443761497735977,0.9933401346206665,1.4115004511550069
Satellite,CatBoost,4590,510,0.013614346678637403,0.02732916407175006,0.004772148095071316,0.0041427528485655785,0.9901960492134094,0.11877124011516571
Satellite,ExtraTrees,4590,510,0.016770007171223317,0.02774617095482513,0.0054766228422522545,0.007880252785980701,0.9882352948188782,0.12661707494407892
Satellite,LightGBM,4590,510,0.014130472608635309,0.02389591378658298,0.007308994419872761,0.005793707445263863,0.9901960492134094,0.11109851486980915
Satellite,LinearModel,4590,510,0.01438031165085702,0.027688688431510684,0.005209127441048622,0.00631521875038743,0.9921568632125854,0.1170914270915091
Satellite,NeuralNetFastAI,4590,510,0.010772736670491966,0.025153770111889306,0.004411730915307999,0.005479784682393074,0.9921568632125854,0.12137126899324358
Satellite,NeuralNetTorch,4590,510,0.015558320851927238,0.029064886703612285,0.0065200114622712135,0.007311351131647825,0.9882352948188782,0.12117151101119816
Satellite,RandomForest,4590,510,0.018557687614411164,0.031215250266973887,0.006220217794179916,0.007389868143945932,0.9882352948188782,0.11702324985526502
Satellite,XGBoost,4590,510,0.01554165734225005,0.026159434361094594,0.006214326247572899,0.0058518354780972,0.9901960492134094,0.12078058207407594
SpeedDating,CatBoost,7540,838,0.17771383766831292,0.29233056341401137,0.020209278911352158,0.0350211076438427,0.8818615674972534,0.19903099397197366
SpeedDating,ExtraTrees,7540,838,0.19249239407446536,0.3109100966690104,0.01638069376349449,0.03259611502289772,0.8699284195899963,0.19752064999192953
SpeedDating,LightGBM,7540,838,0.1788394988991829,0.29466780455121244,0.024176379665732384,0.037394650280475616,0.8890214562416077,0.18227706500329077
SpeedDating,LinearModel,7540,838,0.19050933276555823,0.31522985937510956,0.026587072759866714,0.033426232635974884,0.8747016787528992,0.19204214308410883
SpeedDating,NeuralNetFastAI,7540,838,0.18847100869030461,0.3100673135033725,0.021903425455093384,0.0337398461997509,0.8747016787528992,0.19102428504265845
SpeedDating,NeuralNetTorch,7540,838,0.18676451174809916,0.30631024222597,0.021442081779241562,0.026187008246779442,0.8735083341598511,0.1942017727997154
SpeedDating,RandomForest,7540,838,0.19159729938547718,0.3142605614168872,0.01990503817796707,0.03751184046268463,0.8711217045783997,0.19448680407367647
SpeedDating,XGBoost,7540,838,0.17620580993603827,0.28974681763069665,0.020106133073568344,0.0307767353951931,0.8854415416717529,0.20621707011014223
Titanic,CatBoost,1980,221,0.25488154913785627,0.4153127342827164,0.06213834881782532,0.054320078343153,0.8325791954994202,0.07317700888961554
Titanic,ExtraTrees,1980,221,0.2533003365339802,0.4100498540264908,0.07073558866977692,0.046993400901556015,0.8325791954994202,0.08440806297585368
Titanic,LightGBM,1980,221,0.2532754175464788,0.407816866883445,0.06727711111307144,0.05120887607336044,0.8325791954994202,0.07082215789705515
Titanic,LinearModel,1980,221,0.25160740668588866,0.40847900305809165,0.06705163419246674,0.04978151619434357,0.8325791954994202,0.0826988338958472
Titanic,NeuralNetFastAI,1980,221,0.25503443407034965,0.41582712535665345,0.06849873811006546,0.06083828955888748,0.8325791954994202,0.06845208001323044
Titanic,NeuralNetTorch,1980,221,0.2553157809095187,0.4128468399531562,0.06814757734537125,0.06598743796348572,0.8325791954994202,0.06795020494610071
Titanic,RandomForest,1980,221,0.254265773831163,0.40846277690744204,0.07042545080184937,0.04162025451660156,0.8325791954994202,0.08912380202673376
Titanic,XGBoost,1980,221,0.25449178555362895,0.41019294614514556,0.06425797939300537,0.05290587246417999,0.8325791954994202,0.07257595588453114
ada,CatBoost,3732,415,0.16996954685179635,0.2682847906200154,0.01238272339105606,0.03015061281621456,0.8795180916786194,0.12095124600455165
ada,ExtraTrees,3732,415,0.1972050572234481,0.3115764482195892,0.019634868949651718,0.036722660064697266,0.8554216623306274,0.11418974190019071
ada,LightGBM,3732,415,0.17268993572117539,0.27516581007429325,0.019397621974349022,0.03575902059674263,0.87469881772995,0.12154464819468558
ada,LinearModel,3732,415,0.19986905056021934,0.3162431038061904,0.01622621715068817,0.026771878823637962,0.8530120253562927,0.11173246707767248
ada,NeuralNetFastAI,3732,415,0.18662366580368367,0.30128764020159154,0.014675147831439972,0.032026030123233795,0.8722891807556152,0.11383864493109286
ada,NeuralNetTorch,3732,415,0.1842006821287354,0.2895627212716695,0.014182507991790771,0.02764136716723442,0.8722891807556152,0.11816949001513422
ada,RandomForest,3732,415,0.1809778529673082,0.28951126143533235,0.014961402863264084,0.03420542925596237,0.87469881772995,0.12110574985854328
ada,XGBoost,3732,415,0.17272082077926054,0.2767799219237862,0.01436280831694603,0.019304029643535614,0.87469881772995,0.12377433385699987
adult,CatBoost,43957,4885,0.1716562433372664,0.2707874965815302,0.006853107362985611,0.012456490658223629,0.8775844573974609,0.9140921398065984
adult,ExtraTrees,43957,4885,0.19023022670839035,0.3001208910845222,0.006988774985074997,0.017754260450601578,0.8595700860023499,0.916391340084374
adult,LightGBM,43957,4885,0.1712932361592323,0.26922818328377024,0.006333701312541962,0.013722949661314487,0.8767656087875366,0.914540293160826
adult,LinearModel,43957,4885,0.20310760264431535,0.3171737165103492,0.008218987844884396,0.010599242523312569,0.8530194759368896,0.9079122708644718
adult,NeuralNetFastAI,43957,4885,0.18977142581525427,0.29881291465954,0.008534330874681473,0.011802854016423225,0.8632548451423645,0.8999670511111617
adult,NeuralNetTorch,43957,4885,0.19165587818896215,0.30052166525408264,0.007392287254333496,0.0082105016335845,0.8628454208374023,0.9013714089524001
adult,RandomForest,43957,4885,0.18712133588974175,0.2942896258174596,0.007984340190887451,0.01183139719069004,0.8630501627922058,0.9015692439861596
adult,XGBoost,43957,4885,0.17031389635899868,0.2678805995137323,0.005556467920541763,0.01198873296380043,0.8773797154426575,0.9017699279356748
ailerons,CatBoost,12375,1375,0.15887621053464715,0.2604040797901486,0.006678543984889984,0.02288283221423626,0.8887272477149963,0.3094165651127696
ailerons,ExtraTrees,12375,1375,0.16816625868172203,0.2739461164181112,0.007204253226518631,0.01351005770266056,0.8799999952316284,0.3185826379340142
ailerons,LightGBM,12375,1375,0.15841659231502658,0.2578595534726425,0.007554629817605019,0.017356716096401215,0.8923636078834534,0.3088803538121283
ailerons,LinearModel,12375,1375,0.16950425747267686,0.27742703862085183,0.009829448536038399,0.024359803646802902,0.8814545273780823,0.3104164239484817
ailerons,NeuralNetFastAI,12375,1375,0.16652001442818032,0.27306931370270404,0.00914997048676014,0.021203694865107536,0.8829091191291809,0.31122663896530867
ailerons,NeuralNetTorch,12375,1375,0.16463967529745185,0.2678257997065837,0.0065860748291015625,0.018703661859035492,0.8836363554000854,0.32077290397137403
ailerons,RandomForest,12375,1375,0.16394334785052103,0.26980959166206164,0.009567447006702423,0.027686050161719322,0.8814545273780823,0.29773568105883896
ailerons,XGBoost,12375,1375,0.15897858706486817,0.25963738889561067,0.007143594324588776,0.014984143897891045,0.8894545435905457,0.31782374414615333
arcene,CatBoost,90,10,0.44402991486965127,0.6673231324121025,0.158258318901062,0.1795826256275177,0.699999988079071,0.027822619071230292
arcene,ExtraTrees,90,10,0.315920799437708,0.5027445026989669,0.11013544350862503,0.24996131658554077,0.8999999761581421,0.023995974799618125
arcene,LightGBM,90,10,0.4279888403807502,0.6576579462323868,0.12198925018310547,0.22979746758937836,0.699999988079071,0.026243369095027447
arcene,LinearModel,90,10,0.35952937243377586,0.5448934371010197,0.1237790659070015,0.18364204466342926,0.699999988079071,0.026594377821311355
arcene,NeuralNetFastAI,90,10,0.3239164843697257,0.5271472522655121,0.12026344984769821,0.23397235572338104,0.800000011920929,0.025653064949437976
arcene,NeuralNetTorch,90,10,0.37928529118679066,0.580693281964178,0.16734462976455688,0.24151583015918732,0.699999988079071,0.0231282371096313
arcene,RandomForest,90,10,0.3972901681166695,0.5866354962665651,0.14137011766433716,0.17437335848808289,0.699999988079071,0.025468880077823997
arcene,XGBoost,90,10,0.4009201743974654,0.5914842908823449,0.08706627041101456,0.06627044826745987,0.699999988079071,0.025131561094895005
arsenic-female-bladder,CatBoost,503,56,0.2140591269467139,0.33497350556943345,0.03307747840881348,0.03343668952584267,0.8571428656578064,0.039370407117530704
arsenic-female-bladder,ExtraTrees,503,56,0.24334215471709472,0.3853528801021141,0.03978371620178223,0.1168782189488411,0.8214285969734192,0.04266387294046581
arsenic-female-bladder,LightGBM,503,56,0.22197061402687382,0.37354228738481704,0.05055246129631996,0.07071591913700104,0.8571428656578064,0.04117846488952637
arsenic-female-bladder,LinearModel,503,56,0.23179505499635705,0.35280751628317564,0.06197571009397507,0.10206248611211777,0.8571428656578064,0.043728116899728775
arsenic-female-bladder,NeuralNetFastAI,503,56,0.22249153568743843,0.33831379725195904,0.06654120981693268,0.09814724326133728,0.8392857313156128,0.04103332804515958
arsenic-female-bladder,NeuralNetTorch,503,56,0.19197467103748983,0.3112618858834555,0.03361649066209793,0.05904009938240051,0.875,0.03845791891217232
arsenic-female-bladder,RandomForest,503,56,0.21765294938918398,0.3570585980574591,0.06244772672653198,0.09856408089399338,0.8571428656578064,0.04136212612502277
arsenic-female-bladder,XGBoost,503,56,0.20943194197839912,0.33626886077834167,0.03681664913892746,0.0650666207075119,0.8928571343421936,0.04095958801917732
autoUniv-au1-1000,CatBoost,900,100,0.37820373509483607,0.5660369376901707,0.07507732510566711,0.1383320540189743,0.7300000190734863,0.0456281378865242
autoUniv-au1-1000,ExtraTrees,900,100,0.3682358528561862,0.5539859020213496,0.04428517818450928,0.08795944601297379,0.7400000095367432,0.04746179096400738
autoUniv-au1-1000,LightGBM,900,100,0.3560302477177943,0.5419935945313589,0.05139771103858948,0.08180690556764603,0.7799999713897705,0.04347285907715559
autoUniv-au1-1000,LinearModel,900,100,0.3799578296921813,0.5692088805795633,0.06473764032125473,0.05099784955382347,0.7400000095367432,0.036536131985485554
autoUniv-au1-1000,NeuralNetFastAI,900,100,0.35375196471675097,0.5430072900402623,0.04349447041749954,0.06416254490613937,0.7699999809265137,0.04481711401604116
autoUniv-au1-1000,NeuralNetTorch,900,100,0.3536595588853943,0.5348756693541238,0.02701292186975479,0.039831411093473434,0.75,0.04248139006085694
autoUniv-au1-1000,RandomForest,900,100,0.3715618409343915,0.550862170701485,0.05973397195339203,0.08867590874433517,0.7300000190734863,0.04847092600539327
autoUniv-au1-1000,XGBoost,900,100,0.36829330483321654,0.5508416536994297,0.05995103716850281,0.11531214416027069,0.7099999785423279,0.04543764586560428
bank-marketing,CatBoost,40689,4522,0.11735081988567474,0.18704639342280777,0.005914431065320969,0.009336009621620178,0.915081799030304,0.8273491018917412
bank-marketing,ExtraTrees,40689,4522,0.12568238529470585,0.20033708644978576,0.0065053245052695274,0.011413175612688065,0.9062361717224121,0.8163303770124912
bank-marketing,LightGBM,40689,4522,0.11929964296161047,0.18957457034183353,0.005295927636325359,0.009566701017320156,0.9128704071044922,0.8380888039246202
bank-marketing,LinearModel,40689,4522,0.14125160989073166,0.22749042699961486,0.0056349895894527435,0.008635328151285648,0.9002653956413269,0.8300457249861211
bank-marketing,NeuralNetFastAI,40689,4522,0.12064181859985135,0.191618988938946,0.006735494360327721,0.009882648475468159,0.9106590151786804,0.8251865920610726
bank-marketing,NeuralNetTorch,40689,4522,0.12020723043606828,0.1906936086350591,0.0073645515367388725,0.011865893378853798,0.9093321561813354,0.838906898861751
bank-marketing,RandomForest,40689,4522,0.12523989944495428,0.19903536017648557,0.005581465549767017,0.009332163259387016,0.9086687564849854,0.8332106447778642
bank-marketing,XGBoost,40689,4522,0.11919067972245184,0.19042634479337583,0.00570334866642952,0.008038230240345001,0.9135338068008423,0.8450279261451215
bank32nh,CatBoost,7372,820,0.26951667661883943,0.4141420470631921,0.02029234915971756,0.04395788535475731,0.795121967792511,0.19491646881215274
bank32nh,ExtraTrees,7372,820,0.27055623142359064,0.41358505160473613,0.01939353533089161,0.043570030480623245,0.7987805008888245,0.20324434898793697
bank32nh,LightGBM,7372,820,0.26932800012056596,0.4192811158092684,0.020718248561024666,0.05025579780340195,0.79756098985672,0.20375453517772257
bank32nh,LinearModel,7372,820,0.26746805368348786,0.4074111620363603,0.02091793343424797,0.037787776440382004,0.79756098985672,0.19361032010056078
bank32nh,NeuralNetFastAI,7372,820,0.2562260972203245,0.3987466719615163,0.021519288420677185,0.03820833936333656,0.8085365891456604,0.2047137669287622
bank32nh,NeuralNetTorch,7372,820,0.2619897622063264,0.4048016140731076,0.01570400595664978,0.02223220281302929,0.800000011920929,0.19064757321029902
bank32nh,RandomForest,7372,820,0.28513826890673055,0.4357064752315201,0.02337571047246456,0.03780289739370346,0.790243923664093,0.1974843458738178
bank32nh,XGBoost,7372,820,0.27250270976767343,0.41974655675260014,0.019618187099695206,0.034846387803554535,0.7987805008888245,0.1971871790010482
bank8FM,CatBoost,7372,820,0.07393499200564198,0.1185883113688151,0.010914100334048271,0.017033923417329788,0.9475609660148621,0.19044945994392037
bank8FM,ExtraTrees,7372,820,0.07809674186821196,0.1235785073806168,0.010362697765231133,0.020837951451539993,0.9487804770469666,0.20187327591702342
bank8FM,LightGBM,7372,820,0.07543757636867972,0.11852063147899247,0.011039134114980698,0.02286927029490471,0.9475609660148621,0.19730587722733617
bank8FM,LinearModel,7372,820,0.08256084519697841,0.13524077069063806,0.009524591267108917,0.019863471388816833,0.9451219439506531,0.19691789196804166
bank8FM,NeuralNetFastAI,7372,820,0.07609269262165806,0.1160191561464575,0.010417615063488483,0.0185836311429739,0.9487804770469666,0.1943992068991065
bank8FM,NeuralNetTorch,7372,820,0.08094122410111994,0.12456515023120136,0.011178490705788136,0.014721168205142021,0.9439024329185486,0.19668658496811986
bank8FM,RandomForest,7372,820,0.0796894181222807,0.13504505909038908,0.010441161692142487,0.02268161065876484,0.9487804770469666,0.20247519109398127
bank8FM,XGBoost,7372,820,0.07582687426394326,0.1279558478369456,0.00947444885969162,0.018051927909255028,0.9439024329185486,0.2030295932199806
blood-transfusion-service-center,CatBoost,673,75,0.33173330032185333,0.5080184741013305,0.051955290138721466,0.10128942877054214,0.7599999904632568,0.0389274419285357
blood-transfusion-service-center,ExtraTrees,673,75,0.3377621371953007,0.508668708789093,0.08626343309879303,0.12336862832307816,0.7599999904632568,0.03978827386163175
blood-transfusion-service-center,LightGBM,673,75,0.3337548590128954,0.5045594519264991,0.05691799521446228,0.10460750013589859,0.7333333492279053,0.0404263730160892
blood-transfusion-service-center,LinearModel,673,75,0.3201606080541509,0.4812497104453781,0.0677233338356018,0.12758289277553558,0.746666669845581,0.035988813964650035
blood-transfusion-service-center,NeuralNetFastAI,673,75,0.3372072408391029,0.5057889214895263,0.07020167261362076,0.13219881057739258,0.746666669845581,0.03900743485428393
blood-transfusion-service-center,NeuralNetTorch,673,75,0.3126412612277767,0.4671982474105973,0.044176824390888214,0.07779556512832642,0.7733333110809326,0.039319456089287996
blood-transfusion-service-center,RandomForest,673,75,0.33524353084250863,0.5102142982456027,0.07446570694446564,0.07419339567422867,0.746666669845581,0.04733595694415271
blood-transfusion-service-center,XGBoost,673,75,0.3464322892419203,0.5247074643726279,0.045547597110271454,0.08274322748184204,0.746666669845581,0.036204484989866614
boston_corrected,CatBoost,455,51,0.16911252183212389,0.2761692537721279,0.07526622712612152,0.08763554692268372,0.8823529481887817,0.043127977987751365
boston_corrected,ExtraTrees,455,51,0.16164667155504084,0.264677134637792,0.09426432847976685,0.11948360502719879,0.9019607901573181,0.04065486718900502
boston_corrected,LightGBM,455,51,0.15420540365076243,0.26112611879321834,0.08727183938026428,0.14118871092796326,0.9411764740943909,0.04052183101885021
boston_corrected,LinearModel,455,51,0.17526113851273709,0.27837796671062826,0.09053386747837067,0.12279491871595383,0.8823529481887817,0.04039401491172612
boston_corrected,NeuralNetFastAI,455,51,0.15038218076410934,0.25174963559564045,0.1286616176366806,0.15147992968559265,0.8627451062202454,0.041481670923531055
boston_corrected,NeuralNetTorch,455,51,0.22505920096275195,0.3302554778155443,0.11184684932231903,0.1433068960905075,0.8039215803146362,0.0422156578861177
boston_corrected,RandomForest,455,51,0.18817804229704604,0.30183347312544406,0.08532996475696564,0.0975877121090889,0.8627451062202454,0.03881425317376852
boston_corrected,XGBoost,455,51,0.20162221797369942,0.3121869597283615,0.08421134203672409,0.1113077700138092,0.8627451062202454,0.042519035981968045
churn,CatBoost,4500,500,0.08538588366521649,0.17842283225871033,0.016301454976201057,0.02276032418012619,0.9520000219345093,0.13531043683178723
churn,ExtraTrees,4500,500,0.08399424370382196,0.17119007189362656,0.01156143844127655,0.021595122292637825,0.9520000219345093,0.1312980968505144
churn,LightGBM,4500,500,0.08938941320021287,0.18294207090607614,0.013505297712981701,0.02684909850358963,0.9459999799728394,0.1291842949576676
churn,LinearModel,4500,500,0.18438559558681056,0.3021981269703942,0.021259158849716187,0.031355444341897964,0.8600000143051147,0.12252281792461872
churn,NeuralNetFastAI,4500,500,0.07743824303638039,0.1619225610580323,0.008979778736829758,0.017083752900362015,0.9559999704360962,0.12976823817007244
churn,NeuralNetTorch,4500,500,0.08522919366071138,0.17623155148873954,0.017643585801124573,0.029731599614024162,0.9520000219345093,0.13717929390259087
churn,RandomForest,4500,500,0.09895652662244073,0.19089920950804454,0.015161089599132538,0.02164873108267784,0.9380000233650208,0.14162261690944433
churn,XGBoost,4500,500,0.08619638356924589,0.17460105703797812,0.010329941287636757,0.02508869580924511,0.9440000057220459,0.13509432482533157
climate-model-simulation-crashes,CatBoost,486,54,0.09864059136530426,0.19313080449720632,0.05034506693482399,0.06522052735090256,0.9444444179534912,0.039604809833690524
climate-model-simulation-crashes,ExtraTrees,486,54,0.09840350424042625,0.19578052957342937,0.04501830041408539,0.06043912470340729,0.9444444179534912,0.0373254232108593
climate-model-simulation-crashes,LightGBM,486,54,0.09128052011807737,0.18510655354422248,0.0469825305044651,0.053847864270210266,0.9259259104728699,0.03953056805767119
climate-model-simulation-crashes,LinearModel,486,54,0.09483405066866689,0.2032754830303572,0.05227065458893776,0.06771644949913025,0.9444444179534912,0.039472586940974
climate-model-simulation-crashes,NeuralNetFastAI,486,54,0.09015187716929027,0.2177658610098425,0.04317198693752289,0.06095385178923607,0.9629629850387573,0.0414968179538846
climate-model-simulation-crashes,NeuralNetTorch,486,54,0.1050547794785709,0.20418339105414246,0.04425565153360367,0.08263194561004639,0.9074074029922485,0.03869370510801673
climate-model-simulation-crashes,RandomForest,486,54,0.08834043988898095,0.1893140920346878,0.06867914646863937,0.07611168920993805,0.9629629850387573,0.039799392921850085
climate-model-simulation-crashes,XGBoost,486,54,0.08999253368491636,0.19098638131962015,0.05788220092654228,0.08475948125123978,0.9629629850387573,0.04085045796819031
colleges_usnews,CatBoost,1171,131,0.3676237000898512,0.534458956968763,0.0579078271985054,0.0946362167596817,0.7099236845970154,0.0600594449788332
colleges_usnews,ExtraTrees,1171,131,0.3639948971252428,0.5321461677145708,0.07431245595216751,0.12250427156686783,0.694656491279602,0.057909423019737005
colleges_usnews,LightGBM,1171,131,0.3885862705694625,0.5682636821285775,0.06038878858089447,0.11452990770339966,0.6641221642494202,0.05371410492807627
colleges_usnews,LinearModel,1171,131,0.40425564148282866,0.5929036139322418,0.05180644616484642,0.11039940267801285,0.6641221642494202,0.056141863111406565
colleges_usnews,NeuralNetFastAI,1171,131,0.39703275063303634,0.5713335392579497,0.07576094567775726,0.1324644684791565,0.7022900581359863,0.0651761160697788
colleges_usnews,NeuralNetTorch,1171,131,0.3790481121087872,0.5483892421769017,0.07901981472969055,0.16222432255744934,0.732824444770813,0.057418823009356856
colleges_usnews,RandomForest,1171,131,0.36817084904603814,0.5498171775259025,0.05718860402703285,0.10195483267307281,0.732824444770813,0.0548974999692291
colleges_usnews,XGBoost,1171,131,0.382208913816883,0.5506207495892593,0.06630174815654755,0.14309664070606232,0.694656491279602,0.05561438505537808
cpu_act,CatBoost,7372,820,0.06750311060615964,0.1151250620965176,0.015280773863196373,0.030344374477863312,0.959756076335907,0.19881522306241095
cpu_act,ExtraTrees,7372,820,0.07697530336086593,0.12918466817633772,0.014860620722174644,0.030088752508163452,0.95243901014328,0.20383713394403458
cpu_act,LightGBM,7372,820,0.06943444765386368,0.11591783777690097,0.01613207533955574,0.028405318036675453,0.9560975432395935,0.1988009491469711
