dataset,model,cal_size,test_size,Platt-probs_brier,Platt-probs_logloss,Platt-probs_kuiper,Platt-probs_ece-15,Platt-probs_accuracy,Platt-probs_time
fri_c2_500_50,CatBoost,450,50,0.2053082260426821,0.32669781124104624,0.060538142919540405,0.1264195293188095,0.8600000143051147,0.007692102110013366
fri_c2_500_50,ExtraTrees,450,50,0.22289917346102645,0.3409857514982487,0.049427762627601624,0.12992922961711884,0.8399999737739563,0.007820920087397099
fri_c2_500_50,LightGBM,450,50,0.19891921355859998,0.32369122852759646,0.06415538489818573,0.09215322136878967,0.8799999952316284,0.007054365007206798
fri_c2_500_50,LinearModel,450,50,0.3874315975345719,0.5686522962818374,0.07890073210000992,0.09430058300495148,0.7400000095367432,0.007746921852231026
fri_c2_500_50,NeuralNetFastAI,450,50,0.19646515676038465,0.34387496774630155,0.06942405551671982,0.1394658088684082,0.8799999952316284,0.007466281997039914
fri_c2_500_50,NeuralNetTorch,450,50,0.262649826860468,0.42005605719581873,0.055508702993392944,0.17328573763370514,0.7799999713897705,0.00791244301944971
fri_c2_500_50,RandomForest,450,50,0.23272436000424862,0.3582367464708051,0.05946514010429382,0.13304728269577026,0.8199999928474426,0.00801698095165193
fri_c2_500_50,XGBoost,450,50,0.25535891269987276,0.4097727044707058,0.06449040025472641,0.12199055403470993,0.8399999737739563,0.0075554680079221725
fri_c3_1000_10,CatBoost,900,100,0.10579036337851289,0.19550703022425675,0.04009661823511124,0.050210580229759216,0.9300000071525574,0.008191726868972182
fri_c3_1000_10,ExtraTrees,900,100,0.09189156555568204,0.16915486302050675,0.019585495814681053,0.04474956542253494,0.9399999976158142,0.009222730994224548
fri_c3_1000_10,LightGBM,900,100,0.11405164324988767,0.20004561124975762,0.03375244140625,0.05950448662042618,0.9200000166893005,0.008529187180101871
fri_c3_1000_10,LinearModel,900,100,0.3836155921273579,0.5669306315300425,0.0440908819437027,0.13361865282058716,0.7200000286102295,0.009017102885991335
