dataset,model,cal_size,test_size,Kernel_brier,Kernel_logloss,Kernel_kuiper,Kernel_ece-15,Kernel_accuracy,Kernel_time
fri_c3_1000_25,NeuralNetTorch,900,100,0.08049895614385605,0.15808911621570587,0.03322143107652664,0.07372081279754639,0.9599999785423279,0.0034941299818456173
fri_c3_1000_25,RandomForest,900,100,0.13655835390090942,0.21232940256595612,0.02742740884423256,0.08644518256187439,0.9200000166893005,0.003479189006611705
fri_c3_1000_25,XGBoost,900,100,0.09946580231189728,0.1621886044740677,0.025933973491191864,0.06260880827903748,0.9300000071525574,0.004383039893582463
fri_c3_500_10,CatBoost,450,50,0.22178852558135986,0.38452041149139404,0.07971437275409698,0.124177947640419,0.8600000143051147,0.0014032309409230947
fri_c3_500_10,ExtraTrees,450,50,0.23992937803268433,0.39993956685066223,0.08018145710229874,0.14471109211444855,0.8600000143051147,0.0014148929622024298
fri_c3_500_10,LightGBM,450,50,0.2893291711807251,0.4916036128997803,0.09121741354465485,0.15861190855503082,0.800000011920929,0.0013825679197907448
fri_c3_500_10,LinearModel,450,50,0.41735875606536865,0.6069949865341187,0.08936852216720581,0.13309235870838165,0.7200000286102295,0.0013780901208519936
fri_c3_500_10,NeuralNetFastAI,450,50,0.2258664071559906,0.3946380317211151,0.06672472506761551,0.1566333770751953,0.8399999737739563,0.0014266259968280792
fri_c3_500_10,NeuralNetTorch,450,50,0.17857810854911804,0.28640615940093994,0.04254875332117081,0.11658015847206116,0.9200000166893005,0.0014620290603488684
fri_c3_500_10,RandomForest,450,50,0.22831444442272186,0.3858155310153961,0.07597646117210388,0.13616199791431427,0.8399999737739563,0.001473157899454236
fri_c3_500_10,XGBoost,450,50,0.22591595351696014,0.38599273562431335,0.08071920275688171,0.11535295844078064,0.8600000143051147,0.0014690940733999014
fri_c3_500_50,CatBoost,450,50,0.21730169653892517,0.35405150055885315,0.06807880103588104,0.15105944871902466,0.8399999737739563,0.0014710561372339725
fri_c3_500_50,ExtraTrees,450,50,0.20395427942276,0.3358226418495178,0.06881190836429596,0.15942934155464172,0.8600000143051147,0.0014908940065652132
fri_c3_500_50,LightGBM,450,50,0.1808594912290573,0.30065491795539856,0.02822292596101761,0.1150147020816803,0.8799999952316284,0.0015176332090049982
fri_c3_500_50,LinearModel,450,50,0.42839422821998596,0.6120026111602783,0.09667505323886871,0.15089894831180573,0.5400000214576721,0.0014785600360482931
fri_c3_500_50,NeuralNetFastAI,450,50,0.42638325691223145,0.6104437112808228,0.08409050107002258,0.17403247952461243,0.6600000262260437,0.0015158308669924736
fri_c3_500_50,NeuralNetTorch,450,50,0.38232651352882385,0.5640980005264282,0.06707994639873505,0.0891999676823616,0.7200000286102295,0.0014206310734152794
fri_c3_500_50,RandomForest,450,50,0.19094009697437286,0.30545005202293396,0.03447260707616806,0.08793987333774567,0.8600000143051147,0.0014187500346451998
fri_c3_500_50,XGBoost,450,50,0.17223267257213593,0.2903645932674408,0.03812533617019653,0.1067301481962204,0.8799999952316284,0.0014155041426420212
fri_c4_500_100,CatBoost,450,50,0.17604734003543854,0.26303839683532715,0.06715045124292374,0.1229228526353836,0.8999999761581421,0.001417859923094511
fri_c4_500_100,ExtraTrees,450,50,0.16150346398353577,0.26594918966293335,0.0742671936750412,0.17047779262065887,0.8399999737739563,0.0014223819598555565
fri_c4_500_100,LightGBM,450,50,0.15766409039497375,0.2586449682712555,0.06364201009273529,0.10049667954444885,0.8999999761581421,0.0014805220998823643
fri_c4_500_100,LinearModel,450,50,0.4446066617965698,0.6326918005943298,0.08156289905309677,0.12911583483219147,0.6000000238418579,0.0014698200393468142
fri_c4_500_100,NeuralNetFastAI,450,50,0.45580780506134033,0.6470960378646851,0.0896688923239708,0.13631154596805573,0.6000000238418579,0.0015141521580517292
fri_c4_500_100,NeuralNetTorch,450,50,0.4216931462287903,0.6093428134918213,0.09033626317977905,0.192551851272583,0.7200000286102295,0.0015140899922698736
fri_c4_500_100,RandomForest,450,50,0.1766100376844406,0.2753990888595581,0.05343295633792877,0.12336117029190063,0.8799999952316284,0.0013878331519663334
fri_c4_500_100,XGBoost,450,50,0.15991710126399994,0.24426676332950592,0.06970749795436859,0.10479086637496948,0.8799999952316284,0.001479010097682476
fried,CatBoost,36691,4077,0.09289540350437164,0.1470896601676941,0.01087007112801075,0.013945836573839188,0.9310767650604248,3.402285419870168
