dataset,model,cal_size,test_size,CatBoost_brier,CatBoost_logloss,CatBoost_kuiper,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
mammography,LightGBM,10064,1119,0.022618060438067834,0.049436803117538244,0.004238498397171497,0.008110216818749905,0.9865951538085938,1.4851087909191847
mammography,LinearModel,10064,1119,0.030690190225954695,0.07005881834796276,0.006953839678317308,0.01265702024102211,0.9812332391738892,1.2350491899996996
mammography,NeuralNetFastAI,10064,1119,0.024964689174471654,0.054462664333655014,0.004528529942035675,0.010522328317165375,0.9839141964912415,1.5084033880848438
mammography,NeuralNetTorch,10064,1119,0.024988844614662335,0.054610688729807344,0.003221975639462471,0.0074365283362567425,0.9848078489303589,1.540881812106818
mammography,RandomForest,10064,1119,0.027326306607038248,0.05918327232862191,0.006022527348250151,0.009274826385080814,0.9848078489303589,1.425366363953799
mammography,XGBoost,10064,1119,0.023279922657414187,0.05091667524145757,0.004877079278230667,0.008194697089493275,0.9865951538085938,1.413918114034459
mc1,CatBoost,8519,947,0.008437094552747921,0.016762579622399142,0.0027378499507904053,0.003958602901548147,0.9947201609611511,1.3450806031469256
mc1,ExtraTrees,8519,947,0.007946674592079065,0.01778317953935317,0.0026388713158667088,0.0022952668368816376,0.9957761168479919,1.3026439060922712
mc1,LightGBM,8519,947,0.006853232815398266,0.01369496648711647,0.0020521418191492558,0.0036133902613073587,0.9947201609611511,1.3115074920933694
mc1,LinearModel,8519,947,0.011502753002047896,0.02925783500449966,0.004243186675012112,0.0021391822956502438,0.9926082491874695,1.7938948718365282
mc1,NeuralNetFastAI,8519,947,0.011167924699213135,0.029052520298928852,0.003348636208102107,0.0022022719494998455,0.9936642050743103,1.912056305911392
mc1,NeuralNetTorch,8519,947,0.012645085534594215,0.03120444569328066,0.004341202788054943,0.004113225731998682,0.9926082491874695,1.6869222780223936
mc1,RandomForest,8519,947,0.010237844335801717,0.021821893623296,0.0031151622533798218,0.0021219614427536726,0.9947201609611511,1.4481170119252056
mc1,XGBoost,8519,947,0.008346665278912925,0.01547577264063693,0.0017460300587117672,0.0039491248317062855,0.9947201609611511,1.3279690421186388
meta,CatBoost,475,53,0.08361131690406688,0.13849778544714172,0.043081872165203094,0.05578967556357384,0.9433962106704712,0.5202120519243181
meta,ExtraTrees,475,53,0.1495352064171019,0.23736978748092316,0.04703490808606148,0.12340547889471054,0.9056603908538818,0.46718002390116453
meta,LightGBM,475,53,0.10496596166774656,0.16935311498004105,0.04588618874549866,0.10089335590600967,0.9433962106704712,0.41774268192239106
meta,LinearModel,475,53,0.1106283699408195,0.1755509523205143,0.0541054829955101,0.0768459141254425,0.9056603908538818,0.529363727895543
meta,NeuralNetFastAI,475,53,0.1180359068391151,0.20212560944079935,0.07295413315296173,0.11240848898887634,0.9245283007621765,0.4676329579669982
meta,NeuralNetTorch,475,53,0.0828313382952363,0.15021111156748757,0.04685187339782715,0.07564609497785568,0.9622641801834106,0.43262255494482815
meta,RandomForest,475,53,0.12711398241774946,0.2099106263842704,0.05358751863241196,0.10444843769073486,0.9245283007621765,0.4933741770219058
meta,XGBoost,475,53,0.10349932155747929,0.16235560479889746,0.0394931435585022,0.07330027222633362,0.9245283007621765,0.6097531348932534
mozilla4,CatBoost,13990,1555,0.06766247394836852,0.12088643916315735,0.008393004536628723,0.01519639603793621,0.9569131731987,3.0290949079208076
mozilla4,ExtraTrees,13990,1555,0.06865497740900608,0.12183475795783748,0.006017282605171204,0.010014386847615242,0.9549839496612549,3.7836308300029486
mozilla4,LightGBM,13990,1555,0.06593385485074932,0.11824947669228529,0.009234707802534103,0.018203232437372208,0.9536977410316467,4.046189048094675
mozilla4,LinearModel,13990,1555,0.11155523473345343,0.19614157837926816,0.008322097361087799,0.015256163664162159,0.9337620735168457,4.157548611983657
mozilla4,NeuralNetFastAI,13990,1555,0.11450699018068312,0.20525423377933158,0.008954117074608803,0.014525973238050938,0.9254019260406494,3.956836180994287
mozilla4,NeuralNetTorch,13990,1555,0.0912388961787477,0.1593029883773947,0.01216944307088852,0.021565010771155357,0.9382636547088623,3.6663825770374388
mozilla4,RandomForest,13990,1555,0.0690132889548596,0.11837209982907289,0.0062011536210775375,0.014906607568264008,0.9517685174942017,3.870865512173623
mozilla4,XGBoost,13990,1555,0.06782255976798202,0.12122683940660095,0.009039469063282013,0.019151924178004265,0.953054666519165,4.761691206134856
no2,CatBoost,450,50,0.43105294900848706,0.6207683389088533,0.054698482155799866,0.11812367290258408,0.6399999856948853,0.4890239390078932
no2,ExtraTrees,450,50,0.4233165981676064,0.6122033399540675,0.06309232115745544,0.14431972801685333,0.6200000047683716,0.470460772048682
no2,LightGBM,450,50,0.4562211627573064,0.6474698516393722,0.07901162654161453,0.08851387351751328,0.6200000047683716,0.36881094495765865
no2,LinearModel,450,50,0.49569786733973886,0.6889557495866961,0.12729382514953613,0.15982449054718018,0.47999998927116394,0.30940907006151974
no2,NeuralNetFastAI,450,50,0.43878507584527227,0.6283251199148371,0.07997401058673859,0.17870944738388062,0.5600000023841858,0.38063943409360945
no2,NeuralNetTorch,450,50,0.438622917898866,0.6293777143846041,0.04476935416460037,0.0757225900888443,0.6399999856948853,0.3693977619986981
no2,RandomForest,450,50,0.4363882318744341,0.6255607299785635,0.06939834356307983,0.1722487062215805,0.6200000047683716,0.4353073281235993
no2,XGBoost,450,50,0.4434023883569152,0.6332511084722552,0.05441126227378845,0.039170436561107635,0.6200000047683716,0.34929563314653933
nomao,CatBoost,31018,3447,0.038148164223052124,0.0674384897857529,0.002594505436718464,0.005896241404116154,0.9747606515884399,7.168238332960755
nomao,ExtraTrees,31018,3447,0.050253537029247404,0.09217465745230723,0.004156435374170542,0.009564842097461224,0.9672178626060486,6.771671155933291
