dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
2dplanes,CatBoost,36691,4077,0.09566957607387457,0.15233834610323885,0.006416452117264271,0.012922754511237144,0.9266617894172668,0.02226925315335393
2dplanes,ExtraTrees,36691,4077,0.09491935638410402,0.15237400627157638,0.006126537919044495,0.008288771845400333,0.9254353642463684,0.02180716907605529
2dplanes,LightGBM,36691,4077,0.09542602388421176,0.15329471831807978,0.006167630665004253,0.011594302952289581,0.9298503994941711,0.018739575054496527
2dplanes,LinearModel,36691,4077,0.23363359000054953,0.36681901130858546,0.011860853992402554,0.025279656052589417,0.8413048982620239,0.022328868974000216
2dplanes,NeuralNetFastAI,36691,4077,0.09425774683182414,0.15072883096133866,0.004253918770700693,0.008502358570694923,0.9332842826843262,0.016434510005638003
2dplanes,NeuralNetTorch,36691,4077,0.09469089284103119,0.1521229761682132,0.005054463166743517,0.007687927223742008,0.931812584400177,0.02203988190740347
2dplanes,RandomForest,36691,4077,0.09546832589500773,0.15392753081168684,0.005241659004241228,0.01397399790585041,0.9271523356437683,0.02163687814027071
2dplanes,XGBoost,36691,4077,0.09558715337875694,0.15293009823025588,0.006140487268567085,0.014145289547741413,0.9276428818702698,0.01735189789906144
APSFailure,CatBoost,68400,7600,0.007753435307765341,0.015202719507660424,0.0009612557478249073,0.002233875449746847,0.9948683977127075,0.03896803199313581
APSFailure,ExtraTrees,68400,7600,0.009131312139289133,0.017935016890584646,0.0012730625458061695,0.002354792319238186,0.9940789341926575,0.0559948249720037
APSFailure,LightGBM,68400,7600,0.007700738153267137,0.015204066592276664,0.0006685880944132805,0.0016511097783222795,0.995394766330719,0.0482054241001606
APSFailure,LinearModel,68400,7600,0.0115348291270816,0.021836187839658298,0.0013487502001225948,0.003805045736953616,0.99289470911026,0.04600879899226129
APSFailure,NeuralNetFastAI,68400,7600,0.00929775045795764,0.0172014408559671,0.001440665451809764,0.0029206855688244104,0.9947368502616882,0.048361566849052906
APSFailure,NeuralNetTorch,68400,7600,0.010864150134845318,0.020935257509666776,0.0018988177180290222,0.003731626784428954,0.9930263161659241,0.03345515881665051
APSFailure,RandomForest,68400,7600,0.008030542915844758,0.01639125158628005,0.0014851453015580773,0.00286676874384284,0.9951315522193909,0.05973812588490546
APSFailure,XGBoost,68400,7600,0.0075100901793606,0.014739259048098806,0.0009164669318124652,0.002134609268978238,0.9952631592750549,0.03719106409698725
Amazon_employee_access,CatBoost,29492,3277,0.07181570573344911,0.13363406207415626,0.004483564291149378,0.01272112037986517,0.9551419019699097,0.015154063003137708
Amazon_employee_access,ExtraTrees,29492,3277,0.08136125449498832,0.1527447687627971,0.009246371686458588,0.01715579628944397,0.9475129842758179,0.022498870035633445
Amazon_employee_access,LightGBM,29492,3277,0.07950554003581373,0.15186466641351593,0.004875813145190477,0.010543083772063255,0.9493439197540283,0.018478201935067773
Amazon_employee_access,LinearModel,29492,3277,0.08380801730717197,0.15633184810993092,0.004486732184886932,0.0075648087076842785,0.9459871649742126,0.020312777953222394
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.08309712381722782,0.1542170694686539,0.004125596024096012,0.011155378073453903,0.9462923407554626,0.023487430065870285
Amazon_employee_access,NeuralNetTorch,29492,3277,0.0861675005153717,0.16173717489080258,0.009986475110054016,0.019016223028302193,0.9453768730163574,0.01825869712047279
Amazon_employee_access,RandomForest,29492,3277,0.07956434576997064,0.14976251756671174,0.011629658751189709,0.022000864148139954,0.9478181004524231,0.018218107987195253
Amazon_employee_access,XGBoost,29492,3277,0.07531958680529705,0.14342328741252397,0.004087129607796669,0.007637902162969112,0.951785147190094,0.012816677102819085
Australian,CatBoost,621,69,0.174420960892637,0.28853269629365585,0.049170542508363724,0.08403362333774567,0.8695651888847351,0.0035533818881958723
Australian,ExtraTrees,621,69,0.16818940578085514,0.2854561043116334,0.058915868401527405,0.08886246383190155,0.8550724387168884,0.0036235640291124582
Australian,LightGBM,621,69,0.17865776750572646,0.32802009649133007,0.0624963641166687,0.09809072315692902,0.8695651888847351,0.003612401895225048
Australian,LinearModel,621,69,0.16945846126296285,0.2911424823823253,0.057876743376255035,0.14373469352722168,0.8840579986572266,0.00344662694260478
Australian,NeuralNetFastAI,621,69,0.1547014075159456,0.2774435690230165,0.06197577714920044,0.06890706717967987,0.8985507488250732,0.00326345581561327
Australian,NeuralNetTorch,621,69,0.16548067477575365,0.28226999774707656,0.04336550831794739,0.11204556375741959,0.8840579986572266,0.0035732178948819637
Australian,RandomForest,621,69,0.17440331512942944,0.327160760851243,0.05816275626420975,0.10393282026052475,0.8550724387168884,0.003665147116407752
Australian,XGBoost,621,69,0.15227248891599038,0.26795145705866785,0.04721296578645706,0.09578943252563477,0.8985507488250732,0.003366624005138874
Bioresponse,CatBoost,3375,376,0.27797557871559114,0.43603559609532966,0.027178073301911354,0.057387322187423706,0.8218085169792175,0.0049012950621545315
Bioresponse,ExtraTrees,3375,376,0.2828228334633989,0.4307432289539175,0.019890476018190384,0.03153832629323006,0.792553186416626,0.005197210004553199
Bioresponse,LightGBM,3375,376,0.2777773771596744,0.43395068340645976,0.030135978013277054,0.058929432183504105,0.8164893388748169,0.005268489941954613
Bioresponse,LinearModel,3375,376,0.3862972002340136,0.5720109516404945,0.065725177526474,0.10041241347789764,0.7180851101875305,0.006055453792214394
Bioresponse,NeuralNetFastAI,3375,376,0.28703349616230167,0.4433450313000808,0.026347922161221504,0.04854082316160202,0.7765957713127136,0.005224576219916344
Bioresponse,NeuralNetTorch,3375,376,0.29240341669117426,0.45042799180542087,0.029337063431739807,0.05893201753497124,0.7872340679168701,0.004967806860804558
Bioresponse,RandomForest,3375,376,0.2809490339549869,0.43304694710852565,0.026939302682876587,0.0539107508957386,0.811170220375061,0.00540243205614388
Bioresponse,XGBoost,3375,376,0.2759284461782198,0.43265546691407303,0.029320109635591507,0.05276167020201683,0.813829779624939,0.005170354852452874
Click_prediction_small,CatBoost,35953,3995,0.25344681249122897,0.41197950624323804,0.009279770776629448,0.010452358983457088,0.8365457057952881,0.02093229116871953
Click_prediction_small,ExtraTrees,35953,3995,0.2600680692295589,0.420717095650847,0.006051838397979736,0.006311133503913879,0.8347935080528259,0.04892520094290376
Click_prediction_small,LightGBM,35953,3995,0.25809448167432,0.41894791698119926,0.008167121559381485,0.011919207870960236,0.8367959856987,0.03259001299738884
Click_prediction_small,LinearModel,35953,3995,0.26025278502243093,0.42290904006228364,0.010206843726336956,0.015370449982583523,0.8350437879562378,0.023818562040105462
Click_prediction_small,NeuralNetFastAI,35953,3995,0.258747634712105,0.42055197510407266,0.006581097841262817,0.008312360383570194,0.8360450267791748,0.020467092050239444
Click_prediction_small,NeuralNetTorch,35953,3995,0.2594849196177248,0.41850030478198214,0.005140665918588638,0.006396143231540918,0.8340425491333008,0.0370660990010947
Click_prediction_small,RandomForest,35953,3995,0.2591498164840882,0.4184237080792,0.004343575332313776,0.010260474868118763,0.8352941274642944,0.03892516787163913
Click_prediction_small,XGBoost,35953,3995,0.2579572317885448,0.41717796158058623,0.008516957983374596,0.013102427124977112,0.8347935080528259,0.03775165509432554
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.40728968322749826,0.5978837102406743,0.08140204846858978,0.1410222351551056,0.75,0.003820305922999978
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.5043715958499669,0.6975253752501426,0.07345935702323914,0.049351297318935394,0.4749999940395355,0.002916092984378338
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5125038953247166,0.7056812798879142,0.08732497692108154,0.0496029257774353,0.40625,0.006486937869340181
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.5017844905954224,0.6949326465136083,0.03226979076862335,0.004993458744138479,0.4749999940395355,0.005890061147511005
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.4931626776969621,0.6863017760345691,0.05834910273551941,0.04787876456975937,0.5874999761581421,0.003960316069424152
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.5027057432128015,0.6958549544116954,0.06008298695087433,0.01601722650229931,0.4749999940395355,0.0038178199902176857
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.507257570770741,0.700428036322744,0.047302789986133575,0.044316746294498444,0.4375,0.002779511036351323
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.5023300037615137,0.6954933378307847,0.03572991490364075,0.06095048412680626,0.5062500238418579,0.0028289519250392914
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.4153349796694624,0.6061136444680055,0.04720791429281235,0.06804349273443222,0.699999988079071,0.004194570938125253
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.467836884938837,0.6604434750291619,0.04180733859539032,0.05880049616098404,0.6312500238418579,0.006309462012723088
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.4376671017578532,0.6290619395018575,0.055401530116796494,0.11772017180919647,0.675000011920929,0.004192915046587586
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.501084554706537,0.6942262235252039,0.04355098679661751,0.020417463034391403,0.518750011920929,0.0061426779720932245
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.4109309550070924,0.6002111898760617,0.050904374569654465,0.06971295177936554,0.699999988079071,0.004061991116032004
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.40902202696930007,0.5985937282464313,0.049172475934028625,0.09340427070856094,0.706250011920929,0.006878825835883617
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.47644772083994236,0.6694721022056296,0.040119171142578125,0.06167861819267273,0.612500011920929,0.0029648481868207455
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.44322941090198587,0.6342997000317441,0.04746481403708458,0.03986475616693497,0.65625,0.004059869097545743
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.30523797198769176,0.4591296275046455,0.043178386986255646,0.10623994469642639,0.7562500238418579,0.003769103903323412
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.39640387935758303,0.5876947745921729,0.04033135250210762,0.09915068745613098,0.675000011920929,0.006917682010680437
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.33867040292181305,0.5080485753057257,0.0630573183298111,0.14207027852535248,0.737500011920929,0.003838973119854927
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.4972348717513581,0.6903709452017243,0.03575791046023369,0.03213270753622055,0.5062500238418579,0.0066835698671638966
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2855878379552551,0.4352673734330816,0.041905440390110016,0.018970835953950882,0.793749988079071,0.0039529940113425255
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.30473873723454936,0.46576285710089593,0.039698030799627304,0.08097159117460251,0.78125,0.0036894159857183695
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.39229056170667587,0.5836406316653842,0.03695826977491379,0.09257996082305908,0.706250011920929,0.006891089957207441
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.3516618430458614,0.530690672300868,0.0545966811478138,0.10521631687879562,0.737500011920929,0.0038377800956368446
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.40383479442215997,0.5818523117373621,0.05139289051294327,0.11059864610433578,0.637499988079071,0.003998266067355871
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4880644888002328,0.6811614512891172,0.03147563338279724,0.04984881356358528,0.5687500238418579,0.004148342879489064
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.48571911491305836,0.6786633762897077,0.044525835663080215,0.04430443048477173,0.5874999761581421,0.00300439796410501
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4997586838726102,0.6929078061756392,0.03977878391742706,0.002067399211227894,0.512499988079071,0.006004513939842582
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.3956388570100163,0.565095885338971,0.04624229669570923,0.09841794520616531,0.668749988079071,0.0038462451193481684
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.42581354035522995,0.6135980690510733,0.044090576469898224,0.10528115928173065,0.6312500238418579,0.003665392054244876
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.4921402034877552,0.6849112835748894,0.04756702482700348,0.08486609905958176,0.518750011920929,0.003686129115521908
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.4879425686589819,0.6808864440593401,0.05435830354690552,0.05594031140208244,0.5687500238418579,0.006843907060101628
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.41776115531167723,0.5870203943256769,0.07542439550161362,0.11761239171028137,0.6312500238418579,0.004071067087352276
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.491569407841512,0.6921586621952056,0.061193834990262985,0.11121685802936554,0.606249988079071,0.006605489877983928
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.46266923442466695,0.6534868930132429,0.07333503663539886,0.10566513985395432,0.6312500238418579,0.003987468779087067
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.49756941570923063,0.6907157016888259,0.06616714596748352,2.744195626291912e-06,0.5874999761581421,0.0065084469970315695
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4586455520760354,0.6422144245959542,0.08370566368103027,0.1536911427974701,0.625,0.004442010074853897
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.4461502971564563,0.6301692455117269,0.0708853080868721,0.1418057531118393,0.6312500238418579,0.007129776990041137
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.49257265758501634,0.6912955296172903,0.05880720540881157,0.12288787215948105,0.6000000238418579,0.00672409194521606
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.4555724246546887,0.6467115116097184,0.05722786858677864,0.09109470993280411,0.65625,0.004082171944901347
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.37536454387020407,0.5524272504209826,0.05086066573858261,0.07964804023504257,0.699999988079071,0.004072509938850999
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4178188487363464,0.60682055686936,0.04078724980354309,0.07561316341161728,0.6812499761581421,0.004235590109601617
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.387431043865217,0.5720983895743015,0.04418244957923889,0.06596740335226059,0.706250011920929,0.0038419580087065697
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5034189159829027,0.6966128110507688,0.0575050413608551,0.050650548189878464,0.46875,0.0058556669391691685
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3758341965873894,0.5559578367191798,0.05622902512550354,0.11116746813058853,0.7124999761581421,0.004151755943894386
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.35387540075170326,0.5319228519648944,0.07258555293083191,0.09543950855731964,0.7250000238418579,0.004043129039928317
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.4057965402877876,0.593671734817691,0.041985511779785156,0.07406453788280487,0.6937500238418579,0.006748891901224852
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.38920992127270615,0.571182671972708,0.0438222661614418,0.0694044828414917,0.6875,0.004108202876523137
Internet-Advertisements,CatBoost,2951,328,0.04456709740822533,0.09083665995179745,0.01504555344581604,0.02496839314699173,0.9725610017776489,0.005807624896988273
Internet-Advertisements,ExtraTrees,2951,328,0.03667645077959504,0.09069259149809479,0.015125562436878681,0.027235964313149452,0.9756097793579102,0.00566891604103148
Internet-Advertisements,LightGBM,2951,328,0.04468664672620729,0.09171665469598077,0.013203620910644531,0.025139445438981056,0.9725610017776489,0.005416679196059704
Internet-Advertisements,LinearModel,2951,328,0.06330002234660426,0.1410759061627852,0.011802567169070244,0.03422625735402107,0.9603658318519592,0.005444017006084323
Internet-Advertisements,NeuralNetFastAI,2951,328,0.05283453343297221,0.11056203477906289,0.008924651890993118,0.02617419883608818,0.9603658318519592,0.005131596932187676
Internet-Advertisements,NeuralNetTorch,2951,328,0.051319166318784144,0.11761279196925117,0.011322438716888428,0.03179360181093216,0.9725610017776489,0.005620185052976012
Internet-Advertisements,RandomForest,2951,328,0.040583072061986074,0.08000998886382073,0.01442912220954895,0.025160085409879684,0.9725610017776489,0.005639082984998822
Internet-Advertisements,XGBoost,2951,328,0.05019098348018588,0.10145756326535751,0.012058483436703682,0.021189196035265923,0.9695122241973877,0.005553218070417643
OVA_Colon,CatBoost,1390,155,0.07339850106914957,0.1701939280774876,0.019626300781965256,0.03271558880805969,0.9612902998924255,0.004481638083234429
OVA_Colon,ExtraTrees,1390,155,0.06929359660173556,0.15345392887673528,0.021204765886068344,0.03524801880121231,0.9612902998924255,0.004464301047846675
OVA_Colon,LightGBM,1390,155,0.06402711285096908,0.1523011960364146,0.017952818423509598,0.02514730952680111,0.9677419066429138,0.004339278908446431
OVA_Colon,LinearModel,1390,155,0.06743120873202813,0.16167881930654907,0.01693529449403286,0.028566554188728333,0.9677419066429138,0.005451282951980829
OVA_Colon,NeuralNetFastAI,1390,155,0.08315016264045176,0.18793460048380445,0.027425464242696762,0.04411882534623146,0.9548386931419373,0.00444601709023118
OVA_Colon,NeuralNetTorch,1390,155,0.07091935723343976,0.1654448457578983,0.022546589374542236,0.03486700356006622,0.9677419066429138,0.0047339319717139006
OVA_Colon,RandomForest,1390,155,0.08026985226631572,0.1785487594083375,0.01956658996641636,0.043771494179964066,0.9548386931419373,0.004433349007740617
OVA_Colon,XGBoost,1390,155,0.07117802328238379,0.16862477464447323,0.018855061382055283,0.03344152495265007,0.9612902998924255,0.004453197121620178
OVA_Endometrium,CatBoost,1390,155,0.05372363074702267,0.10218270873263342,0.015007145702838898,0.027268143370747566,0.9612902998924255,0.007693140069022775
OVA_Endometrium,ExtraTrees,1390,155,0.055555862063251325,0.09982393752198927,0.014365442097187042,0.025963762775063515,0.9677419066429138,0.007951738080009818
OVA_Endometrium,LightGBM,1390,155,0.04497424413507826,0.08918603959695902,0.014280651696026325,0.03223354369401932,0.9741935729980469,0.007497732061892748
OVA_Endometrium,LinearModel,1390,155,0.03699916639717222,0.06968629477411194,0.013279303908348083,0.017935648560523987,0.9806451797485352,0.00824863207526505
OVA_Endometrium,NeuralNetFastAI,1390,155,0.04345611468531316,0.07829497395983342,0.011030703783035278,0.016686873510479927,0.9741935729980469,0.004080586135387421
OVA_Endometrium,NeuralNetTorch,1390,155,0.04254893696252165,0.08754986764432493,0.012006839737296104,0.021971583366394043,0.9806451797485352,0.007062413031235337
OVA_Endometrium,RandomForest,1390,155,0.06098006808096435,0.11928872009381386,0.023386862128973007,0.04160131514072418,0.9612902998924255,0.003952998900786042
OVA_Endometrium,XGBoost,1390,155,0.049436657874493396,0.0990894022757523,0.015603678300976753,0.028194762766361237,0.9677419066429138,0.006773659028112888
OVA_Kidney,CatBoost,1390,155,0.013326439409677197,0.04011213395818162,0.009775277227163315,0.01047951728105545,0.9935483932495117,0.004526193952187896
OVA_Kidney,ExtraTrees,1390,155,0.01580749427749772,0.05124133868575295,0.014384550973773003,0.017196878790855408,0.9935483932495117,0.00469922786578536
OVA_Kidney,LightGBM,1390,155,0.013658689826561685,0.039608076490524446,0.010892095975577831,0.010433165356516838,0.9935483932495117,0.004536110209301114
OVA_Kidney,LinearModel,1390,155,0.014156960655239106,0.03760720529648177,0.011791059747338295,0.010529529303312302,0.9935483932495117,0.005617770133540034
OVA_Kidney,NeuralNetFastAI,1390,155,0.017946234660479777,0.042596231948315744,0.012766819447278976,0.02364610694348812,0.9935483932495117,0.004513525171205401
OVA_Kidney,NeuralNetTorch,1390,155,0.016444238027150344,0.04406020451619588,0.01593802310526371,0.015172661282122135,0.9935483932495117,0.004569007083773613
OVA_Kidney,RandomForest,1390,155,0.016398405446271254,0.051577387698465996,0.012846517376601696,0.018197739496827126,0.9935483932495117,0.004700841149315238
OVA_Kidney,XGBoost,1390,155,0.013541503285544534,0.04118947551110185,0.01199583150446415,0.011670252308249474,0.9935483932495117,0.004682925064116716
OVA_Lung,CatBoost,1390,155,0.015735478149940564,0.050678739969692174,0.012111842632293701,0.008631550706923008,0.9935483932495117,0.005033985013142228
OVA_Lung,ExtraTrees,1390,155,0.02366322424038685,0.09032317258615029,0.010590575635433197,0.012345540337264538,0.9870967864990234,0.00386075209826231
OVA_Lung,LightGBM,1390,155,0.019135176664367416,0.060116970188204555,0.015313627198338509,0.011286634020507336,0.9870967864990234,0.005177113926038146
OVA_Lung,LinearModel,1390,155,0.030900751045345225,0.07064136339738497,0.016407160088419914,0.015038835816085339,0.9806451797485352,0.005300445016473532
OVA_Lung,NeuralNetFastAI,1390,155,0.03606058093923297,0.06898722000813022,0.010112714022397995,0.017250342294573784,0.9741935729980469,0.004536386113613844
OVA_Lung,NeuralNetTorch,1390,155,0.02610781553243459,0.07319492901590431,0.020568735897541046,0.017808258533477783,0.9870967864990234,0.005058230832219124
OVA_Lung,RandomForest,1390,155,0.0326471140790249,0.08953329532585283,0.013066116720438004,0.011435925029218197,0.9806451797485352,0.005206142086535692
OVA_Lung,XGBoost,1390,155,0.01656416349920907,0.05036979069249205,0.012215467169880867,0.010222796350717545,0.9935483932495117,0.004486042074859142
OVA_Ovary,CatBoost,1390,155,0.10671713912545182,0.17856932546452897,0.023572755977511406,0.0489380769431591,0.9225806593894958,0.004181572003290057
OVA_Ovary,ExtraTrees,1390,155,0.11927686587623827,0.186916568160744,0.03373366594314575,0.07563617080450058,0.9161290526390076,0.004825256997719407
OVA_Ovary,LightGBM,1390,155,0.09745076427109564,0.1628032058526613,0.021925443783402443,0.04511895775794983,0.9419354796409607,0.004611665150150657
OVA_Ovary,LinearModel,1390,155,0.1048631729416899,0.16785311034193406,0.01980367675423622,0.05469225347042084,0.9354838728904724,0.004419429926201701
OVA_Ovary,NeuralNetFastAI,1390,155,0.10785125451474546,0.1670560064635915,0.029310017824172974,0.07053118944168091,0.9161290526390076,0.0041705030016601086
OVA_Ovary,NeuralNetTorch,1390,155,0.09635524059018087,0.15059274477080367,0.026481175795197487,0.06082575395703316,0.9290322661399841,0.004560556961223483
OVA_Ovary,RandomForest,1390,155,0.12192675472736852,0.193757466138638,0.03792271018028259,0.09155705571174622,0.9161290526390076,0.004745591897517443
OVA_Ovary,XGBoost,1390,155,0.09687159574837778,0.16948408301107412,0.023918209597468376,0.03797424957156181,0.9354838728904724,0.004517455818131566
OVA_Prostate,CatBoost,1390,155,0.015092347265768465,0.15731463608091886,0.006451614201068878,0.009978760033845901,0.9935483932495117,0.004389317007735372
OVA_Prostate,ExtraTrees,1390,155,0.013950601064336484,0.11386783402088006,0.006451614201068878,0.009707329794764519,0.9935483932495117,0.004436237039044499
OVA_Prostate,LightGBM,1390,155,0.012904643118347965,0.11005040927385362,0.007149416953325272,0.007149413228034973,0.9935483932495117,0.004427117994055152
OVA_Prostate,LinearModel,1390,155,0.02574196546122722,0.6021873881377793,0.01359306275844574,0.013593056239187717,0.9870967864990234,0.004783287178725004
OVA_Prostate,NeuralNetFastAI,1390,155,0.025806451668244964,1.1269236206168596,0.012903649359941483,0.012903735972940922,0.9870967864990234,0.005245658103376627
OVA_Prostate,NeuralNetTorch,1390,155,0.012903231787619094,0.1778738638243111,0.006458587944507599,0.006458630785346031,0.9935483932495117,0.0042208340018987656
OVA_Prostate,RandomForest,1390,155,0.01643628462058726,0.07129948946954828,0.008419262245297432,0.01381736621260643,0.9935483932495117,0.004364336142316461
OVA_Prostate,XGBoost,1390,155,0.02101791492679087,0.06674776573833695,0.006450394168496132,0.012828364968299866,0.9870967864990234,0.004168919986113906
PhishingWebsites,CatBoost,9949,1106,0.0487027751938841,0.08542492467608541,0.009674121625721455,0.017188146710395813,0.9629294872283936,0.008836888941004872
PhishingWebsites,ExtraTrees,9949,1106,0.0570348989629758,0.09839969455261753,0.010708530433475971,0.01429799571633339,0.9638336300849915,0.009437811793759465
PhishingWebsites,LightGBM,9949,1106,0.04726259188362817,0.07949674095997454,0.009162177331745625,0.015045266598463058,0.9647377729415894,0.008520070929080248
PhishingWebsites,LinearModel,9949,1106,0.09420564853357496,0.1524405287107386,0.007869159802794456,0.024879205971956253,0.9339963793754578,0.007986583048477769
PhishingWebsites,NeuralNetFastAI,9949,1106,0.049083141245063425,0.08163846812757596,0.007981719449162483,0.013195676729083061,0.9665461182594299,0.009473141049966216
PhishingWebsites,NeuralNetTorch,9949,1106,0.04885989715641912,0.08343166627890924,0.009969087317585945,0.017979193478822708,0.9665461182594299,0.009021047968417406
PhishingWebsites,RandomForest,9949,1106,0.056594824140385865,0.09815071476647391,0.011291427537798882,0.014792704954743385,0.9629294872283936,0.009207819821313024
PhishingWebsites,XGBoost,9949,1106,0.04811763387610272,0.08430588726048283,0.009008844383060932,0.01603790931403637,0.965641975402832,0.009023539023473859
Run_or_walk_information,CatBoost,79729,8859,0.009270529184692747,0.017179014634246835,0.00229456415399909,0.0034356038086116314,0.9936787486076355,0.04705422976985574
Run_or_walk_information,ExtraTrees,79729,8859,0.011649347705362604,0.022140652644890613,0.002460363321006298,0.003962422255426645,0.9931143522262573,0.046996330143883824
Run_or_walk_information,LightGBM,79729,8859,0.008539365745780866,0.01619029837510001,0.002269513439387083,0.0025874364655464888,0.9944689273834229,0.050356267020106316
Run_or_walk_information,LinearModel,79729,8859,0.26605485194074846,0.4011934281223053,0.0495600551366806,0.10390812903642654,0.789818286895752,0.09895817399956286
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013246145832117437,0.025802294275465147,0.002748811151832342,0.0033138564322143793,0.9914211630821228,0.050613763043656945
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010900608283901488,0.021055644435423015,0.0037491964176297188,0.004763789474964142,0.9932272434234619,0.04812676506116986
Run_or_walk_information,RandomForest,79729,8859,0.012990161159385291,0.024390685163186276,0.002577954437583685,0.003543871222063899,0.9922112822532654,0.04849777789786458
