dataset,model,cal_size,test_size,Quadratic_brier,Quadratic_logloss,Quadratic_kuiper,Quadratic_ece-15,Quadratic_accuracy,Quadratic_time
APSFailure,NeuralNetTorch,68400,7600,0.010900943821857089,0.021043905813464353,0.0019433088600635529,0.003944776486605406,0.9930263161659241,0.08575850492343307
APSFailure,RandomForest,68400,7600,0.008079287451156488,0.016233637637154696,0.0012763836421072483,0.0033104398753494024,0.9947368502616882,0.19315731897950172
APSFailure,XGBoost,68400,7600,0.007538455337906121,0.014741603770260701,0.0008467050502076745,0.002196207642555237,0.9951315522193909,0.09434218588285148
Amazon_employee_access,CatBoost,29492,3277,0.07183045469668654,0.13352066261821008,0.0042937882244586945,0.014485704712569714,0.9551419019699097,0.02610013517551124
Amazon_employee_access,ExtraTrees,29492,3277,0.08009338288851846,0.14972479970008304,0.0075223445892333984,0.013189536519348621,0.9475129842758179,0.06097839283756912
Amazon_employee_access,LightGBM,29492,3277,0.07933777522133037,0.15140904524574955,0.004671306814998388,0.012156329117715359,0.9502593874931335,0.028086033882573247
Amazon_employee_access,LinearModel,29492,3277,0.08405773294817717,0.1566111901612784,0.004652786999940872,0.00881000142544508,0.9456820487976074,0.023473422974348068
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.08354347297138018,0.1553111648957024,0.005582324229180813,0.011699244379997253,0.9462923407554626,0.03702648519538343
Amazon_employee_access,NeuralNetTorch,29492,3277,0.08580825334859649,0.1610587846253998,0.008755074813961983,0.01625409908592701,0.9459871649742126,0.025836234912276268
Amazon_employee_access,RandomForest,29492,3277,0.07740132271691348,0.14395393852024285,0.008800320327281952,0.01705789379775524,0.9478181004524231,0.06538995308801532
Amazon_employee_access,XGBoost,29492,3277,0.07541127794018522,0.14356268266607225,0.004351565148681402,0.007850224152207375,0.951785147190094,0.030702332966029644
Australian,CatBoost,621,69,0.17539256556091642,0.29029386319930195,0.04997086524963379,0.06503137201070786,0.8695651888847351,0.003874580841511488
Australian,ExtraTrees,621,69,0.16927595544377674,0.28677125157941635,0.05937346816062927,0.101055808365345,0.8550724387168884,0.003262612968683243
Australian,LightGBM,621,69,0.17862620094468526,0.3290525063677451,0.06249047443270683,0.0983603373169899,0.8695651888847351,0.0038990238681435585
Australian,LinearModel,621,69,0.16906338706749416,0.29055648855025396,0.05706293135881424,0.14345891773700714,0.8840579986572266,0.003381625982001424
Australian,NeuralNetFastAI,621,69,0.15538368220753304,0.27838975996564386,0.062344688922166824,0.07438932359218597,0.8985507488250732,0.00389866903424263
Australian,NeuralNetTorch,621,69,0.1655499116451283,0.28229055629406163,0.043446287512779236,0.11216525733470917,0.8840579986572266,0.0036305999383330345
Australian,RandomForest,621,69,0.1696793983342911,0.31333435055734454,0.05416093021631241,0.09705483913421631,0.8550724387168884,0.00790984695777297
Australian,XGBoost,621,69,0.1526091735716492,0.26921085791077926,0.04738447070121765,0.09477508813142776,0.8985507488250732,0.004023086978122592
Bioresponse,CatBoost,3375,376,0.27785001151451844,0.4358298366825301,0.0266183540225029,0.0597226545214653,0.8218085169792175,0.005434674909338355
Bioresponse,ExtraTrees,3375,376,0.2830324600382792,0.43141360711076865,0.022254278883337975,0.04736236482858658,0.7978723645210266,0.010375752812251449
Bioresponse,LightGBM,3375,376,0.2776549632024676,0.4337631477196254,0.029770459979772568,0.05998693406581879,0.8164893388748169,0.005444355076178908
Bioresponse,LinearModel,3375,376,0.39002334582841525,0.578103673175793,0.0695229321718216,0.10653440654277802,0.728723406791687,0.012502925004810095
Bioresponse,NeuralNetFastAI,3375,376,0.2870947945306101,0.44338484748547724,0.026773912832140923,0.051653336733579636,0.7765957713127136,0.004452944966033101
Bioresponse,NeuralNetTorch,3375,376,0.29239581908004425,0.4504254581105196,0.029330000281333923,0.062333572655916214,0.7872340679168701,0.005441760877147317
Bioresponse,RandomForest,3375,376,0.2807635362799956,0.4327935907338871,0.02644989639520645,0.0573507696390152,0.811170220375061,0.003994437167420983
Bioresponse,XGBoost,3375,376,0.27583307295250226,0.43253767122804027,0.0290190652012825,0.05124024301767349,0.813829779624939,0.005724351853132248
Click_prediction_small,CatBoost,35953,3995,0.25345533021592787,0.4120023652592202,0.009294288232922554,0.011608603410422802,0.8365457057952881,0.03461059578694403
Click_prediction_small,ExtraTrees,35953,3995,0.2600237421634872,0.4207077830498527,0.005738317966461182,0.005418713204562664,0.8345431685447693,0.03958855499513447
Click_prediction_small,LightGBM,35953,3995,0.2580956284385904,0.418952153044123,0.008266590535640717,0.012047835625708103,0.8367959856987,0.03414269792847335
Click_prediction_small,LinearModel,35953,3995,0.2604606729190413,0.4231759561824577,0.010810822248458862,0.0172201469540596,0.8357947468757629,0.0309475630056113
Click_prediction_small,NeuralNetFastAI,35953,3995,0.2586626317903998,0.4203835690087483,0.0071947574615478516,0.008688151836395264,0.8370463252067566,0.08568103308789432
Click_prediction_small,NeuralNetTorch,35953,3995,0.2594849266888481,0.418509153537136,0.005110766738653183,0.0058838180266320705,0.8340425491333008,0.03446228080429137
Click_prediction_small,RandomForest,35953,3995,0.25908103246276143,0.41833148002120757,0.005582014098763466,0.010155878029763699,0.8345431685447693,0.0922512139659375
Click_prediction_small,XGBoost,35953,3995,0.25795423067353057,0.4171748948537806,0.00851408950984478,0.013399569317698479,0.8347935080528259,0.03432815405540168
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.4077007912222307,0.5983161052582546,0.0814790278673172,0.14660930633544922,0.7437499761581421,0.0033401339314877987
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.500973599756161,0.6941214939369813,0.0625508651137352,0.011525583453476429,0.5249999761581421,0.0031287050805985928
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5128180780917031,0.7060024040941468,0.09016615152359009,0.06013939902186394,0.4375,0.003268161090090871
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.5043695513251845,0.6975218452869523,0.04206933081150055,0.023213647305965424,0.45625001192092896,0.00798985199071467
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.4931180452638458,0.6862575524367327,0.05793014168739319,0.023661332204937935,0.59375,0.004249247023835778
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.5020595001164879,0.6952072978507374,0.05414104461669922,0.003479636274278164,0.4312500059604645,0.007214684039354324
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.5070979462003371,0.7002743685698121,0.04753619432449341,0.04123644158244133,0.44999998807907104,0.0033139679580926895
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.502250239503688,0.6954139962507592,0.03516864776611328,0.04872199520468712,0.4937500059604645,0.002833114005625248
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.41531019216336257,0.606080064843779,0.047156985849142075,0.06792717427015305,0.699999988079071,0.0030157919973134995
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.46798243186521116,0.6606250753762359,0.041088029742240906,0.04868282005190849,0.6312500238418579,0.003208855167031288
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.4376712623414334,0.6290590478873697,0.055581171065568924,0.1175384372472763,0.675000011920929,0.0028357708360999823
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.5020823081655245,0.6952226383044936,0.04438778758049011,0.024265559390187263,0.48124998807907104,0.003009253880009055
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.4109069368781121,0.6001797893796765,0.05087960511445999,0.07465103268623352,0.699999988079071,0.0029690249357372522
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.4074518881461141,0.5957713269731084,0.050628527998924255,0.07628694921731949,0.7124999761581421,0.003191225929185748
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.4755970693581529,0.6684944886288028,0.03890229016542435,0.061184361577034,0.5874999761581421,0.003306486178189516
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.44319131968950015,0.634331327231879,0.046708568930625916,0.0579829178750515,0.6625000238418579,0.002691376954317093
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.3054656195096394,0.4589373192251133,0.043428950011730194,0.10069014877080917,0.7562500238418579,0.0032722540199756622
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.39427540226407576,0.5867582531670458,0.04670688882470131,0.08871934562921524,0.6875,0.0029044579714536667
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.33949628552299266,0.5085776093771048,0.06317846477031708,0.1416313499212265,0.737500011920929,0.003784846980124712
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.5035713163074,0.6968051649064013,0.036325957626104355,0.033842381089925766,0.512499988079071,0.0029798501636832952
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.28553121491055444,0.43486806989591537,0.041996780782938004,0.016169343143701553,0.793749988079071,0.004685571184381843
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.30460723125879685,0.4654376275612632,0.03982554376125336,0.0806376114487648,0.78125,0.008215025998651981
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.3906219397716383,0.5841323423457103,0.03583993762731552,0.08679091185331345,0.706250011920929,0.003378138178959489
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.3523036263093367,0.530912155520431,0.05408501625061035,0.10876822471618652,0.737500011920929,0.003491268027573824
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.4036248747508342,0.5816689775172612,0.050877783447504044,0.11973126977682114,0.6312500238418579,0.0030062280129641294
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.48801590776910053,0.6811086460960573,0.03152364492416382,0.04961168393492699,0.5687500238418579,0.002784634940326214
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.4855849422336808,0.6785263404390612,0.04389916732907295,0.03808313608169556,0.574999988079071,0.0026757740415632725
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.5002779366676362,0.6934292080312646,0.041570886969566345,0.02359934337437153,0.5062500238418579,0.0028425389900803566
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.39576618896954746,0.5652306170460376,0.04671308398246765,0.09590739756822586,0.668749988079071,0.0034879310987889767
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.42478914947392826,0.6121491104684018,0.03957519307732582,0.09507609158754349,0.637499988079071,0.00330954696983099
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.49210696233006124,0.6848661417499302,0.04753690958023071,0.08477305620908737,0.518750011920929,0.0029881768859922886
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.48786446703022934,0.6808031595063243,0.053917378187179565,0.06407681852579117,0.581250011920929,0.0033792380709201097
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.4177333346256088,0.5871428191993958,0.07513342797756195,0.11858778446912766,0.6312500238418579,0.003053898923099041
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.49043981411813375,0.691328002749547,0.06000369414687157,0.11718740314245224,0.612500011920929,0.0032193511724472046
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.4639231085429859,0.65532525453447,0.073293037712574,0.08344630897045135,0.625,0.0027716378681361675
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.502581524922838,0.6957498750679185,0.04837935417890549,0.021789494901895523,0.48124998807907104,0.003038163995370269
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.45912867875385943,0.642982148316856,0.0837007611989975,0.15556232631206512,0.6187499761581421,0.00309217581525445
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.4466739191434739,0.6310626111863502,0.0713074803352356,0.1363050788640976,0.6312500238418579,0.003081735922023654
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.49023669271752546,0.6886794913529671,0.05723914876580238,0.1205054298043251,0.5874999761581421,0.0032100880052894354
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.45517349350678427,0.6464357865104072,0.055752918124198914,0.07387393712997437,0.6499999761581421,0.0031513238791376352
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.37534619223539756,0.5521533232227119,0.05115865170955658,0.08031227439641953,0.699999988079071,0.0032128070015460253
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4178515092545879,0.6068775234155501,0.040644243359565735,0.07575087994337082,0.6812499761581421,0.0030938510317355394
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.3875063426811919,0.5722807819550751,0.04376864433288574,0.06611140072345734,0.706250011920929,0.0030299369245767593
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5006378597267747,0.6936317810009321,0.05190398544073105,0.06425986438989639,0.512499988079071,0.0029801628552377224
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3759660639464871,0.5561410543554738,0.05630681663751602,0.10554607212543488,0.706250011920929,0.003044906072318554
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.3538462256875691,0.5321344911387073,0.07198740541934967,0.10132540017366409,0.7250000238418579,0.003205526154488325
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.4060859846296002,0.5936267806496028,0.04433649778366089,0.06741275638341904,0.699999988079071,0.003226653905585408
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.3889818929640228,0.571075666680829,0.043008625507354736,0.07147229462862015,0.6937500238418579,0.003042199881747365
Internet-Advertisements,CatBoost,2951,328,0.04441543111222674,0.09039688565993707,0.014764368534088135,0.024540670216083527,0.9725610017776489,0.006725804880261421
Internet-Advertisements,ExtraTrees,2951,328,0.04347387807923571,0.09824975789843564,0.023882001638412476,0.04185597226023674,0.9786585569381714,0.015509005868807435
Internet-Advertisements,LightGBM,2951,328,0.044674078962023744,0.09164770415178278,0.013085275888442993,0.024090224876999855,0.9725610017776489,0.007160399807617068
Internet-Advertisements,LinearModel,2951,328,0.06345655883137055,0.13365380651846007,0.013515209779143333,0.027093930169939995,0.9634146094322205,0.012752866139635444
Internet-Advertisements,NeuralNetFastAI,2951,328,0.05633828233719319,0.11220979256669082,0.015517473220825195,0.02199508808553219,0.9664633870124817,0.01513210404664278
