dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5137956774323685,0.7070061784317078,0.07999929785728455,0.05860074982047081,0.3812499940395355,0.00400064792484045
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.5004885882634706,0.6936357326223257,0.07138752937316895,5.5204251111717895e-05,0.48124998807907104,0.0046707449946552515
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.4920795370970231,0.6852238454127062,0.06926143169403076,0.021093206480145454,0.606249988079071,0.004376767203211784
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.5024111391736162,0.6955602117393308,0.06934887915849686,0.0002622612228151411,0.46875,0.00460536009632051
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.5069202584272879,0.7000857627169437,0.053111180663108826,0.0381065309047699,0.4437499940395355,0.003807887900620699
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.5028697821122357,0.6960450092808838,0.05350600555539131,0.057866811752319336,0.5,0.0038429549895226955
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.42134329145203314,0.6134313878306147,0.080942302942276,0.07757500559091568,0.699999988079071,0.003929093945771456
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.46948682649890455,0.6620829682923615,0.04806073009967804,0.04758935049176216,0.606249988079071,0.003981617046520114
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.44212268590820514,0.634195696231045,0.06594395637512207,0.09585320204496384,0.643750011920929,0.0036761329974979162
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.5025950355433042,0.6957506112772776,0.05150069296360016,0.014595179818570614,0.5,0.003941423958167434
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.41537891356143986,0.6060362599929403,0.0512295663356781,0.06237942725419998,0.699999988079071,0.004068000940605998
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.411204473952412,0.6028293627304566,0.05238652229309082,0.08862373977899551,0.699999988079071,0.00411402597092092
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.4735049165717101,0.6661451663633298,0.03900495171546936,0.05233269929885864,0.612500011920929,0.004150117048993707
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.4410991658669645,0.6321438526408711,0.0542677566409111,0.04365387186408043,0.6625000238418579,0.00401865690946579
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.31892088992425155,0.4727118074236284,0.04532908648252487,0.08963186293840408,0.75,0.0039644548669457436
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.4023081465454714,0.5863195848302406,0.04791446030139923,0.09310068190097809,0.668749988079071,0.0042326319962739944
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.34170115935994344,0.5084122213419512,0.06872419267892838,0.12954075634479523,0.75,0.003916642861440778
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.4974817924557004,0.6906242990566649,0.034693941473960876,0.03327292948961258,0.4937500059604645,0.0038702269084751606
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.28950466301017996,0.44274982210266944,0.08267997950315475,0.031481482088565826,0.793749988079071,0.004009876865893602
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.31888040077448093,0.4827623922118141,0.053001947700977325,0.0841335728764534,0.793749988079071,0.00479158922098577
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.40097622297797725,0.5859273599571114,0.05470980703830719,0.06783564388751984,0.6812499761581421,0.00420143106020987
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.360646590943606,0.5356160457926513,0.054551951587200165,0.11992571502923965,0.699999988079071,0.003957509063184261
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.39768780635946965,0.5752065638929611,0.04831744730472565,0.10364194214344025,0.6499999761581421,0.004213487962260842
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4836551796869223,0.6765371970352402,0.04470653831958771,0.025717316195368767,0.5625,0.00451986794359982
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.4861935448324043,0.6791585327374561,0.05409911647439003,0.02876449003815651,0.574999988079071,0.003918938105925918
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4994905741597295,0.6926386384746998,0.03969760239124298,0.0005181441665627062,0.5062500238418579,0.003866461105644703
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.4003158127530262,0.57301196168884,0.05122549459338188,0.11284872144460678,0.65625,0.004237023880705237
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.42908971198791307,0.6170658010698296,0.05476623773574829,0.10759945213794708,0.6312500238418579,0.004182260949164629
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.49217155757844966,0.6851028300558666,0.045020222663879395,0.05397113785147667,0.518750011920929,0.0042568389326334
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.4864468490772104,0.6793022612790209,0.061711788177490234,0.0944083109498024,0.574999988079071,0.004190640989691019
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.42564509328767225,0.6063726197666715,0.06844143569469452,0.10257180780172348,0.6499999761581421,0.0038624389562755823
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.49453915573922824,0.6916864674359245,0.06913614273071289,0.12134242802858353,0.612500011920929,0.004356729099527001
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.4629769742234875,0.6585752942259689,0.06051384657621384,0.08281239122152328,0.6312500238418579,0.0038251441437751055
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.4971353404477451,0.6902815942166124,0.08084866404533386,0.00010436105367261916,0.543749988079071,0.0038269709330052137
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4727760256013682,0.6622681345276697,0.09136644005775452,0.149568572640419,0.606249988079071,0.004064434906467795
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.455621423269103,0.6466594807346476,0.07109855860471725,0.11917345970869064,0.6499999761581421,0.0040154471062123775
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.4927818402497272,0.6908158992917819,0.059671759605407715,0.10856971144676208,0.612500011920929,0.004202599870041013
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.4559262880297985,0.6482550522378967,0.05183456465601921,0.09046150743961334,0.6499999761581421,0.0040513521526008844
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.37832846589846036,0.5559209575974343,0.05250778794288635,0.06699550896883011,0.7124999761581421,0.004028542898595333
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4159274226433075,0.6051865036868805,0.05753881484270096,0.09373274445533752,0.668749988079071,0.004355812910944223
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.3876412569724049,0.5722517654720598,0.055285289883613586,0.07485190033912659,0.7124999761581421,0.0037319448310881853
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5029468534447618,0.6961084107578158,0.07007968425750732,0.06573528796434402,0.5062500238418579,0.0036674400325864553
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3787297609717902,0.5600150022454902,0.05458923429250717,0.06003178656101227,0.706250011920929,0.003916092216968536
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.35195699788838414,0.5285351428628637,0.05348818004131317,0.08278100192546844,0.737500011920929,0.00401848298497498
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.40878038187006427,0.597512255816582,0.06118375062942505,0.07134944945573807,0.6937500238418579,0.00418437086045742
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.38911521696665896,0.5723175558785613,0.04351096600294113,0.06262672692537308,0.699999988079071,0.0038440090138465166
Internet-Advertisements,CatBoost,2951,328,0.07727302878551835,0.12648959894065817,0.036867864429950714,0.017397230491042137,0.9390243887901306,0.006464730948209763
Internet-Advertisements,ExtraTrees,2951,328,0.06409437501330024,0.11787431513650844,0.021653831005096436,0.008867652155458927,0.9542682766914368,0.006850071018561721
Internet-Advertisements,LightGBM,2951,328,0.08413856073231961,0.1376094547090852,0.041470203548669815,0.017237987369298935,0.9329268336296082,0.006373540963977575
Internet-Advertisements,LinearModel,2951,328,0.0964082808358078,0.17653013730788186,0.03788359463214874,0.01324020978063345,0.9329268336296082,0.006954493001103401
Internet-Advertisements,NeuralNetFastAI,2951,328,0.08862310189106502,0.1535124272150926,0.0385691300034523,0.01144484244287014,0.9390243887901306,0.0072604939341545105
Internet-Advertisements,NeuralNetTorch,2951,328,0.08590731907323775,0.15264255853279338,0.03920756280422211,0.01488745491951704,0.9359756112098694,0.006375954020768404
Internet-Advertisements,RandomForest,2951,328,0.07102862607663193,0.12779432492951356,0.023879818618297577,0.009916918352246284,0.9481707215309143,0.006020332919433713
Internet-Advertisements,XGBoost,2951,328,0.08198211473134642,0.13884508817264551,0.03738938644528389,0.01559218019247055,0.9390243887901306,0.006671285955235362
OVA_Colon,CatBoost,1390,155,0.08654327815118845,0.19901361202690038,0.02887098677456379,0.03135879710316658,0.9548386931419373,0.004622350912541151
OVA_Colon,ExtraTrees,1390,155,0.06825374792205453,0.15348964754728853,0.029228519648313522,0.033381033688783646,0.9677419066429138,0.004346527857705951
OVA_Colon,LightGBM,1390,155,0.07969266260684121,0.18695506733151357,0.030170831829309464,0.03701340779662132,0.9612902998924255,0.004801820032298565
OVA_Colon,LinearModel,1390,155,0.09889407378467005,0.20407902370635483,0.016927193850278854,0.012878770008683205,0.9419354796409607,0.006052859826013446
OVA_Colon,NeuralNetFastAI,1390,155,0.07452808427122995,0.17487001915247413,0.03299764543771744,0.032925356179475784,0.9677419066429138,0.004923045169562101
OVA_Colon,NeuralNetTorch,1390,155,0.08926848198613954,0.17737952929527667,0.018046904355287552,0.010070939548313618,0.948387086391449,0.005059628980234265
OVA_Colon,RandomForest,1390,155,0.08623494834631587,0.1699383309197295,0.02256586402654648,0.018350059166550636,0.948387086391449,0.0043096409644931555
OVA_Colon,XGBoost,1390,155,0.08129204845517397,0.17735454457144245,0.015791043639183044,0.01874432899057865,0.9548386931419373,0.004275050945580006
OVA_Endometrium,CatBoost,1390,155,0.06650670155151032,0.11610345179938669,0.024257227778434753,0.014948945492506027,0.9612902998924255,0.004743546014651656
OVA_Endometrium,ExtraTrees,1390,155,0.06117471031915361,0.10577391803026136,0.022202014923095703,0.007470564916729927,0.9612902998924255,0.00458187609910965
OVA_Endometrium,LightGBM,1390,155,0.06802915922891264,0.12002291388405012,0.026469340547919273,0.01780601590871811,0.9612902998924255,0.004658455029129982
OVA_Endometrium,LinearModel,1390,155,0.04793407670595107,0.07721697507786578,0.0170071292668581,0.010772175155580044,0.9612902998924255,0.005446003982797265
OVA_Endometrium,NeuralNetFastAI,1390,155,0.056973464378061354,0.09402643816221744,0.01796170324087143,0.0036921522114425898,0.9612902998924255,0.004823005059733987
OVA_Endometrium,NeuralNetTorch,1390,155,0.06236277031164588,0.10906655796401071,0.025382522493600845,0.011957363225519657,0.9612902998924255,0.004843116970732808
OVA_Endometrium,RandomForest,1390,155,0.06741380633044083,0.12459582243885642,0.028906917199492455,0.015624811872839928,0.9612902998924255,0.004316872917115688
OVA_Endometrium,XGBoost,1390,155,0.06896612716505136,0.12350460109296871,0.02782830223441124,0.017956890165805817,0.9612902998924255,0.004566781921312213
OVA_Kidney,CatBoost,1390,155,0.049174527962023304,0.09564988214837349,0.01415142323821783,0.016439583152532578,0.9677419066429138,0.004308702889829874
OVA_Kidney,ExtraTrees,1390,155,0.06692393749519947,0.12090166166151099,0.01939903385937214,0.01759301871061325,0.948387086391449,0.004943581996485591
OVA_Kidney,LightGBM,1390,155,0.06219437071452016,0.10796759579816802,0.024884751066565514,0.0241373460739851,0.948387086391449,0.004824819043278694
OVA_Kidney,LinearModel,1390,155,0.07751623706050517,0.1355163925330356,0.03271636366844177,0.025449860841035843,0.9354838728904724,0.005474837962538004
OVA_Kidney,NeuralNetFastAI,1390,155,0.08569913095865077,0.13051821684161333,0.023488979786634445,0.020162876695394516,0.9419354796409607,0.004949206952005625
OVA_Kidney,NeuralNetTorch,1390,155,0.13829692054272344,0.21081598878219418,0.0513603650033474,0.05122612789273262,0.8774193525314331,0.004189128987491131
OVA_Kidney,RandomForest,1390,155,0.06693122577091465,0.1216100318535229,0.018279505893588066,0.018099253997206688,0.948387086391449,0.004465732024982572
OVA_Kidney,XGBoost,1390,155,0.05776474819149939,0.10513888564876159,0.021855156868696213,0.017728013917803764,0.9548386931419373,0.0047692530788481236
OVA_Lung,CatBoost,1390,155,0.05184640111670284,0.10005257679306191,0.021680502220988274,0.005351322237402201,0.9677419066429138,0.004572813864797354
OVA_Lung,ExtraTrees,1390,155,0.045813350854572915,0.11537707392868399,0.0218984242528677,0.010994495823979378,0.9741935729980469,0.00531826401129365
OVA_Lung,LightGBM,1390,155,0.07262095196122766,0.1274488182483175,0.023641500622034073,0.014228785410523415,0.948387086391449,0.004707785090431571
OVA_Lung,LinearModel,1390,155,0.0590316849256486,0.12751064255131123,0.018518300727009773,0.00451055821031332,0.9612902998924255,0.006240220973268151
OVA_Lung,NeuralNetFastAI,1390,155,0.04510773073833266,0.08872543615967358,0.021691102534532547,0.01251355092972517,0.9741935729980469,0.004421416902914643
OVA_Lung,NeuralNetTorch,1390,155,0.05238865074815289,0.10921303666828618,0.026159273460507393,0.006435893941670656,0.9677419066429138,0.004589684074744582
OVA_Lung,RandomForest,1390,155,0.052932583947035226,0.13991156458316165,0.024646110832691193,0.00770562794059515,0.9677419066429138,0.004709013970568776
OVA_Lung,XGBoost,1390,155,0.04534773680896548,0.09150731612650893,0.02205035835504532,0.011794278398156166,0.9741935729980469,0.004558510147035122
OVA_Ovary,CatBoost,1390,155,0.11042195483401997,0.17362658832613906,0.03953980654478073,0.04651268944144249,0.9225806593894958,0.004299958003684878
OVA_Ovary,ExtraTrees,1390,155,0.12928509158759646,0.18921868415721213,0.03941629081964493,0.06343987584114075,0.896774172782898,0.004239852074533701
OVA_Ovary,LightGBM,1390,155,0.11175927230257007,0.17656180616598205,0.03587305173277855,0.04648427292704582,0.9225806593894958,0.004574979189783335
OVA_Ovary,LinearModel,1390,155,0.11291475835059472,0.1779158098152252,0.02810613438487053,0.03876535966992378,0.9225806593894958,0.006150158122181892
OVA_Ovary,NeuralNetFastAI,1390,155,0.12480685200098346,0.1937433340203356,0.03034624457359314,0.04650948941707611,0.9096774458885193,0.004673919873312116
OVA_Ovary,NeuralNetTorch,1390,155,0.10470667726380584,0.16420311314198718,0.03956400230526924,0.024006450548768044,0.9290322661399841,0.004186331061646342
OVA_Ovary,RandomForest,1390,155,0.10964099413096366,0.1616305562252654,0.03495488315820694,0.060433145612478256,0.9096774458885193,0.004399297991767526
OVA_Ovary,XGBoost,1390,155,0.12451802558036335,0.2007419556410151,0.04297640919685364,0.046630360186100006,0.9161290526390076,0.004362033912912011
OVA_Prostate,CatBoost,1390,155,0.0382569402575908,0.05291227257108684,0.02239331044256687,0.014791098423302174,0.9548386931419373,0.005681401118636131
OVA_Prostate,ExtraTrees,1390,155,0.04583891579803506,0.06402657107079075,0.025339467450976372,0.006257291417568922,0.9548386931419373,0.004795419983565807
OVA_Prostate,LightGBM,1390,155,0.030970055755556863,0.04358851223112384,0.02535669505596161,0.02516082301735878,0.9548386931419373,0.00508640892803669
OVA_Prostate,LinearModel,1390,155,0.05588442803876069,0.0786540894168505,0.03145769238471985,0.006662788800895214,0.9548386931419373,0.0055533768609166145
OVA_Prostate,NeuralNetFastAI,1390,155,0.10463414433622661,0.15068464608024085,0.0862538293004036,0.0612185075879097,0.9548386931419373,0.005562725011259317
OVA_Prostate,NeuralNetTorch,1390,155,0.040544797796177305,0.055506121763463284,0.02500879392027855,0.010614244267344475,0.9548386931419373,0.0057589528150856495
OVA_Prostate,RandomForest,1390,155,0.06853450183894907,0.09747714275417978,0.04000762850046158,0.020870961248874664,0.9548386931419373,0.004738918039947748
OVA_Prostate,XGBoost,1390,155,0.03912639032563129,0.0547909078964736,0.023246845230460167,0.008306479081511497,0.9548386931419373,0.004895571852102876
PhishingWebsites,CatBoost,9949,1106,0.06856175666218157,0.11047377110306239,0.0068270619958639145,0.004826065618544817,0.9448462724685669,0.015554076991975307
PhishingWebsites,ExtraTrees,9949,1106,0.06707783862016628,0.1106073196987484,0.008773520588874817,0.008520744740962982,0.943942129611969,0.016010503051802516
PhishingWebsites,LightGBM,9949,1106,0.06880467052028742,0.11108452977043377,0.017557816579937935,0.006351810414344072,0.9457504749298096,0.015883434796705842
PhishingWebsites,LinearModel,9949,1106,0.09602100272262996,0.15604721881503658,0.016275005415081978,0.005668126977980137,0.9303797483444214,0.01597725204192102
PhishingWebsites,NeuralNetFastAI,9949,1106,0.06644943906214967,0.09967681951823708,0.005960844457149506,0.005477430764585733,0.9403254985809326,0.017397163901478052
PhishingWebsites,NeuralNetTorch,9949,1106,0.0672888390619139,0.10146812753549475,0.012105971574783325,0.0020760023035109043,0.9421338438987732,0.01695455308072269
PhishingWebsites,RandomForest,9949,1106,0.0717849597077248,0.1178524024787458,0.008251474238932133,0.009080000221729279,0.9394213557243347,0.01674860087223351
PhishingWebsites,XGBoost,9949,1106,0.0699076794587785,0.11264720113413662,0.004737623035907745,0.006784471683204174,0.9448462724685669,0.01550986897200346
Run_or_walk_information,CatBoost,79729,8859,0.012474143958869295,0.02934583793801159,0.0024699904024600983,0.0016287557082250714,0.9935658574104309,0.11952003394253552
Run_or_walk_information,ExtraTrees,79729,8859,0.013707619878204153,0.03132074499430337,0.0031439028680324554,0.004567425232380629,0.9930014610290527,0.11398942000232637
Run_or_walk_information,LightGBM,79729,8859,0.01082887085681713,0.026021901894045366,0.0019414229318499565,0.0026960987597703934,0.9944689273834229,0.11079817498102784
Run_or_walk_information,LinearModel,79729,8859,0.2905500988357234,0.43782137118679715,0.05720822885632515,0.11586105823516846,0.7292019128799438,0.11218268610537052
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.016327216791329018,0.03641234953581396,0.0028686821460723877,0.0027398220263421535,0.9915340542793274,0.12058380991220474
