dataset,model,cal_size,test_size,n_classes,Kernel_brier,Kernel_logloss,Kernel_ece-15,Kernel_accuracy,Kernel_time
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5303028225898743,1.1085656881332397,0.06592260301113129,0.5898692607879639,0.4453887299168855
first-order-theorem-proving,LightGBM,5506,612,6,0.5277925729751587,1.1068899631500244,0.08205734193325043,0.601307213306427,0.45002235705032945
first-order-theorem-proving,LinearModel,5506,612,6,0.6494467854499817,1.3741955757141113,0.058935221284627914,0.4869281053543091,0.4557890761643648
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5684467554092407,1.1931753158569336,0.05317308381199837,0.5571895241737366,0.447580001084134
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5598652362823486,1.1705044507980347,0.08270155638456345,0.5702614188194275,0.4507074689026922
first-order-theorem-proving,RandomForest,5506,612,6,0.5258292555809021,1.0983831882476807,0.07466261088848114,0.6045751571655273,0.4496721080504358
first-order-theorem-proving,XGBoost,5506,612,6,0.524172306060791,1.1029964685440063,0.08292446285486221,0.6111111044883728,0.4439469650387764
har,CatBoost,9269,1030,6,0.005942665971815586,0.008840463124215603,0.004183388780802488,0.9961165189743042,1.5912956120446324
har,ExtraTrees,9269,1030,6,0.018475482240319252,0.03201080858707428,0.004716174677014351,0.9873786568641663,1.4887085480149835
har,LightGBM,9269,1030,6,0.00019335895194672048,0.0009268794092349708,0.0008711488335393369,1.0,1.6114060790278018
har,LinearModel,9269,1030,6,0.015970371663570404,0.030254319310188293,0.005705969873815775,0.9902912378311157,1.596449256176129
har,NeuralNetFastAI,9269,1030,6,0.007950319908559322,0.013888092711567879,0.0030902314465492964,0.9941747784614563,1.6076436499133706
har,NeuralNetTorch,9269,1030,6,0.007265530526638031,0.01400980819016695,0.003409354714676738,0.9961165189743042,1.5764653999358416
har,RandomForest,9269,1030,6,0.02881765365600586,0.05238546431064606,0.004111240617930889,0.9815533757209778,1.5125950907822698
har,XGBoost,9269,1030,6,0.003930425271391869,0.0066703069023787975,0.002348200883716345,0.9980582594871521,1.6702269790694118
isolet,CatBoost,7017,780,26,0.07008183002471924,0.1352235972881317,0.020430583506822586,0.9487179517745972,3.4872240079566836
isolet,ExtraTrees,7017,780,26,0.10704205185174942,0.24230733513832092,0.0706402063369751,0.9397435784339905,3.487897109007463
isolet,LightGBM,7017,780,26,0.054280880838632584,0.1242230162024498,0.015505489893257618,0.9615384340286255,3.4790027670096606
isolet,LinearModel,7017,780,26,0.059147369116544724,0.13606570661067963,0.009749586693942547,0.9653846025466919,3.4881154359318316
isolet,NeuralNetFastAI,7017,780,26,0.04639778286218643,0.09780756384134293,0.01589720882475376,0.9666666388511658,3.4917017340194434
isolet,NeuralNetTorch,7017,780,26,0.05402349680662155,0.12091425061225891,0.012206029146909714,0.9666666388511658,3.4885945378337055
isolet,RandomForest,7017,780,26,0.12484149634838104,0.28016266226768494,0.051675885915756226,0.9217948913574219,3.4889596761204302
isolet,XGBoost,7017,780,26,0.06492909789085388,0.1454315185546875,0.015052057802677155,0.9564102292060852,3.5012765692081302
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15302550792694092,0.23689353466033936,0.01627597212791443,0.8746095299720764,5.067402155837044
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.16757796704769135,0.2666512429714203,0.018278267234563828,0.8699241280555725,4.8613691329956055
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.12916581332683563,0.19642983376979828,0.023310985416173935,0.9029451012611389,5.128201472107321
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.42653876543045044,0.7164552211761475,0.02688971348106861,0.6784917712211609,3.617545328103006
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10062147676944733,0.14871430397033691,0.010793748311698437,0.9107541441917419,5.094781823921949
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02402941696345806,0.03952096402645111,0.010541454888880253,0.984605073928833,5.132558096200228
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.17222319543361664,0.2776333689689636,0.022187916561961174,0.8663542866706848,4.919245303841308
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.13242463767528534,0.19718724489212036,0.018053721636533737,0.8884426355361938,5.124760273145512
kr-vs-k,CatBoost,25250,2806,18,0.13270939886569977,0.27295175194740295,0.018019462004303932,0.9141126275062561,13.141976962098852
kr-vs-k,ExtraTrees,25250,2806,18,0.20585645735263824,0.4109219014644623,0.03754789009690285,0.8595865964889526,13.127064647851512
kr-vs-k,LightGBM,25250,2806,18,0.11827521026134491,0.2551935613155365,0.014601985923945904,0.9248039722442627,13.127386895008385
kr-vs-k,LinearModel,25250,2806,18,0.8113769888877869,1.9231396913528442,0.06004609540104866,0.3018531799316406,13.138405022909865
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.1606147140264511,0.2984289526939392,0.029239246621727943,0.890235185623169,13.164386591874063
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11467768251895905,0.21440377831459045,0.021148528903722763,0.920527458190918,13.16100854985416
kr-vs-k,RandomForest,25250,2806,18,0.17261923849582672,0.3632349371910095,0.021402476355433464,0.8806129693984985,13.171092975884676
kr-vs-k,XGBoost,25250,2806,18,0.12149615585803986,0.2458089292049408,0.017622776329517365,0.9230220913887024,13.162833890179172
led24,CatBoost,2880,320,10,0.41250839829444885,0.8652752041816711,0.07156722992658615,0.715624988079071,0.21421040105633438
led24,ExtraTrees,2880,320,10,0.4083026349544525,0.8604496121406555,0.06998717784881592,0.7093750238418579,0.21257107704877853
led24,LightGBM,2880,320,10,0.41254693269729614,0.8738845586776733,0.09270714968442917,0.721875011920929,0.21256633382290602
led24,LinearModel,2880,320,10,0.41675829887390137,0.8628391027450562,0.10053037106990814,0.715624988079071,0.21256741299293935
led24,NeuralNetFastAI,2880,320,10,0.3917697072029114,0.8251335024833679,0.07055632770061493,0.7281249761581421,0.2132417040411383
led24,NeuralNetTorch,2880,320,10,0.3958374261856079,0.8178165555000305,0.06497570127248764,0.721875011920929,0.21341493190266192
led24,RandomForest,2880,320,10,0.4063124656677246,0.8566187024116516,0.07552995532751083,0.7093750238418579,0.2138706559780985
led24,XGBoost,2880,320,10,0.4090880751609802,0.8617807626724243,0.06795857846736908,0.721875011920929,0.21252413606271148
letter,CatBoost,18000,2000,26,0.03562789037823677,0.0841311439871788,0.00994093343615532,0.9779999852180481,13.547649066895247
letter,ExtraTrees,18000,2000,26,0.049347080290317535,0.11232942342758179,0.03626397252082825,0.9739999771118164,13.53298475802876
letter,LightGBM,18000,2000,26,0.037114422768354416,0.09513583034276962,0.011022071354091167,0.9779999852180481,13.543136246036738
letter,LinearModel,18000,2000,26,0.31164035201072693,0.7528398633003235,0.023866407573223114,0.7875000238418579,13.548784632002935
letter,NeuralNetFastAI,18000,2000,26,0.022152526304125786,0.05393065884709358,0.007768568117171526,0.9860000014305115,13.550872730091214
letter,NeuralNetTorch,18000,2000,26,0.022666260600090027,0.04930568113923073,0.005541194695979357,0.984499990940094,13.549016962992027
letter,RandomForest,18000,2000,26,0.057922862470149994,0.12798801064491272,0.028089648112654686,0.9679999947547913,13.555288634030148
letter,XGBoost,18000,2000,26,0.03906920924782753,0.09216975420713425,0.010253109969198704,0.9750000238418579,13.562116446904838
mfeat-factors,CatBoost,1800,200,10,0.0412185862660408,0.1869729608297348,0.01965687796473503,0.9800000190734863,0.08671400300227106
mfeat-factors,ExtraTrees,1800,200,10,0.04655398055911064,0.10730347037315369,0.016284490004181862,0.9700000286102295,0.08594877296127379
mfeat-factors,LightGBM,1800,200,10,0.04085300490260124,0.19393140077590942,0.018228696659207344,0.9800000190734863,0.08659821096807718
mfeat-factors,LinearModel,1800,200,10,0.03001062199473381,0.11222325265407562,0.013384455814957619,0.9850000143051147,0.08675503102131188
mfeat-factors,NeuralNetFastAI,1800,200,10,0.030939867720007896,0.0932144820690155,0.01728517934679985,0.9850000143051147,0.08639476704411209
mfeat-factors,NeuralNetTorch,1800,200,10,0.03195897489786148,0.14951090514659882,0.015726223587989807,0.9850000143051147,0.08627480105496943
mfeat-factors,RandomForest,1800,200,10,0.05193160101771355,0.10801178961992264,0.018978456035256386,0.9700000286102295,0.08572307089343667
mfeat-factors,XGBoost,1800,200,10,0.03986837714910507,0.13072293996810913,0.01622663252055645,0.9800000190734863,0.08608516491949558
micro-mass,CatBoost,513,58,20,0.06722898781299591,0.11933969706296921,0.05563165992498398,0.9482758641242981,0.016644322080537677
micro-mass,ExtraTrees,513,58,20,0.18829508125782013,0.38606491684913635,0.13839191198349,0.8965517282485962,0.016543867997825146
micro-mass,LightGBM,513,58,20,0.11178763210773468,0.16933777928352356,0.0803515687584877,0.8965517282485962,0.016461250139400363
micro-mass,LinearModel,513,58,20,0.0951445922255516,0.17277860641479492,0.053252097219228745,0.931034505367279,0.01654745195992291
micro-mass,NeuralNetFastAI,513,58,20,0.22789715230464935,0.4713198244571686,0.05737810581922531,0.8620689511299133,0.016502949176356196
micro-mass,NeuralNetTorch,513,58,20,0.07938966900110245,0.16563230752944946,0.04547455161809921,0.9482758641242981,0.016520524164661765
micro-mass,RandomForest,513,58,20,0.17624948918819427,0.32716643810272217,0.13867627084255219,0.8793103694915771,0.016616046894341707
micro-mass,XGBoost,513,58,20,0.13170503079891205,0.23364688456058502,0.08183149248361588,0.8793103694915771,0.01651817699894309
microaggregation2,CatBoost,18000,2000,5,0.49829384684562683,0.9481750130653381,0.05871879681944847,0.625,2.6168327280320227
microaggregation2,ExtraTrees,18000,2000,5,0.5093120336532593,0.9711377620697021,0.05029328912496567,0.6119999885559082,2.6154017481021583
microaggregation2,LightGBM,18000,2000,5,0.49495556950569153,0.9400035738945007,0.060421962291002274,0.6259999871253967,2.6069447309710085
microaggregation2,LinearModel,18000,2000,5,0.5644370317459106,1.075883150100708,0.06257595866918564,0.574999988079071,2.608602080028504
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4751245379447937,0.9008532762527466,0.06183870881795883,0.6349999904632568,2.631282489048317
microaggregation2,NeuralNetTorch,18000,2000,5,0.4807495176792145,0.9151082634925842,0.05397870019078255,0.6395000219345093,2.6260636341758072
microaggregation2,RandomForest,18000,2000,5,0.508998453617096,0.9736953973770142,0.05627681314945221,0.6119999885559082,2.617264674976468
microaggregation2,XGBoost,18000,2000,5,0.49750611186027527,0.9461592435836792,0.059228379279375076,0.625,2.6182283281814307
okcupid-stem,CatBoost,45710,5079,3,0.33842217922210693,0.573209822177887,0.015399714931845665,0.7586138844490051,3.763223797082901
okcupid-stem,ExtraTrees,45710,5079,3,0.35907259583473206,0.5990725159645081,0.02249426767230034,0.7410907745361328,3.7290555741637945
okcupid-stem,LightGBM,45710,5079,3,0.34221452474594116,0.574228823184967,0.021445972844958305,0.7578263282775879,3.738148745847866
okcupid-stem,LinearModel,45710,5079,3,0.34620192646980286,0.5811142325401306,0.019618846476078033,0.7540854215621948,3.814959499053657
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.3457721471786499,0.5802463889122009,0.01962514966726303,0.7560543417930603,3.740009946981445
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3412010371685028,0.5744891166687012,0.021588807925581932,0.7621579170227051,3.7219462068751454
okcupid-stem,RandomForest,45710,5079,3,0.35855844616889954,0.5992099046707153,0.017692619934678078,0.7430596351623535,3.7415460450574756
okcupid-stem,XGBoost,45710,5079,3,0.3408510386943817,0.5726328492164612,0.014541964046657085,0.7580232620239258,3.78042256180197
optdigits,CatBoost,5058,562,10,0.024734079837799072,0.10358306020498276,0.010671167634427547,0.9875444769859314,0.6743348059244454
optdigits,ExtraTrees,5058,562,10,0.02467489056289196,0.05510769411921501,0.009755704551935196,0.9839857816696167,0.6709079041611403
optdigits,LightGBM,5058,562,10,0.019392456859350204,0.08182036876678467,0.008326503448188305,0.9893238544464111,0.6780624461825937
optdigits,LinearModel,5058,562,10,0.057303979992866516,0.13482290506362915,0.02471940405666828,0.9679715037345886,0.6706608079839498
optdigits,NeuralNetFastAI,5058,562,10,0.01851256750524044,0.08437364548444748,0.008148773573338985,0.9911032319068909,0.6717439088970423
optdigits,NeuralNetTorch,5058,562,10,0.013674793764948845,0.04595480114221573,0.004733105190098286,0.9928825497627258,0.6701952579896897
optdigits,RandomForest,5058,562,10,0.044343773275613785,0.09787075221538544,0.019355693832039833,0.9715302586555481,0.6684432949405164
optdigits,XGBoost,5058,562,10,0.034999072551727295,0.11084171384572983,0.016584809869527817,0.9786477088928223,0.6710804449394345
page-blocks,CatBoost,4925,548,5,0.04980015382170677,0.1254567950963974,0.018834328278899193,0.9689781069755554,0.2922434490174055
page-blocks,ExtraTrees,4925,548,5,0.04528544098138809,0.1470160186290741,0.01809285394847393,0.9762773513793945,0.3078383489046246
page-blocks,LightGBM,4925,548,5,0.04595738276839256,0.12501616775989532,0.016235651448369026,0.9726277589797974,0.29308367101475596
page-blocks,LinearModel,4925,548,5,0.055789683014154434,0.13148586452007294,0.02110605500638485,0.9653284549713135,0.29790143808349967
page-blocks,NeuralNetFastAI,4925,548,5,0.055361904203891754,0.14281891286373138,0.022473596036434174,0.9653284549713135,0.2944853089284152
page-blocks,NeuralNetTorch,4925,548,5,0.03797011077404022,0.09906257688999176,0.01690136268734932,0.9762773513793945,0.29856228502467275
page-blocks,RandomForest,4925,548,5,0.048088766634464264,0.1324729472398758,0.017280764877796173,0.9726277589797974,0.3095254641957581
page-blocks,XGBoost,4925,548,5,0.043011151254177094,0.11724822968244553,0.015356866642832756,0.9762773513793945,0.2882967370096594
pendigits,CatBoost,9892,1100,10,0.005455303005874157,0.016223430633544922,0.00270168948918581,0.9972727298736572,2.642249268013984
pendigits,ExtraTrees,9892,1100,10,0.009602194651961327,0.019069993868470192,0.004002350848168135,0.9945454597473145,2.6295886440202594
pendigits,LightGBM,9892,1100,10,0.008048146031796932,0.030285727232694626,0.0030265264213085175,0.9954545497894287,2.628462534863502
pendigits,LinearModel,9892,1100,10,0.07050468772649765,0.18296343088150024,0.023154212161898613,0.9572727084159851,2.6405439900700003
pendigits,NeuralNetFastAI,9892,1100,10,0.0037288374733179808,0.020075172185897827,0.001370886922813952,0.9981818199157715,2.6373303211294115
pendigits,NeuralNetTorch,9892,1100,10,0.00613887794315815,0.011137332767248154,0.00275472947396338,0.996363639831543,2.6409951627720147
pendigits,RandomForest,9892,1100,10,0.016381941735744476,0.030120495706796646,0.005968892015516758,0.9900000095367432,2.640455893939361
pendigits,XGBoost,9892,1100,10,0.013180715031921864,0.0474136620759964,0.005369418766349554,0.9927272796630859,2.6405143970623612
robert,CatBoost,9000,1000,10,0.6077877879142761,1.3617026805877686,0.05083592236042023,0.5370000004768372,2.182448312174529
robert,ExtraTrees,9000,1000,10,0.7630540728569031,1.7833057641983032,0.19616030156612396,0.4410000145435333,2.1786501379683614
robert,LightGBM,9000,1000,10,0.588829517364502,1.3243796825408936,0.05810163915157318,0.5559999942779541,2.1853826930746436
robert,LinearModel,9000,1000,10,0.7780136466026306,1.8484855890274048,0.04432220757007599,0.37599998712539673,2.1681630751118064
robert,NeuralNetFastAI,9000,1000,10,0.6735038161277771,1.5435032844543457,0.03317250683903694,0.4779999852180481,2.182951696915552
robert,NeuralNetTorch,9000,1000,10,0.66734778881073,1.5175944566726685,0.0829133540391922,0.4909999966621399,2.1759495509322733
robert,RandomForest,9000,1000,10,0.7590623497962952,1.7702724933624268,0.174069344997406,0.42899999022483826,2.1653881019447
robert,XGBoost,9000,1000,10,0.6230396628379822,1.4021975994110107,0.07623092085123062,0.5199999809265137,2.1824329479131848
satimage,CatBoost,5787,643,6,0.1345495581626892,0.2726411521434784,0.04995976760983467,0.9129082560539246,0.5648798341862857
satimage,ExtraTrees,5787,643,6,0.13056133687496185,0.24574804306030273,0.03664976358413696,0.917573869228363,0.6187462860252708
satimage,LightGBM,5787,643,6,0.1309889256954193,0.25801023840904236,0.04109559580683708,0.9160186648368835,0.5812102700583637
satimage,LinearModel,5787,643,6,0.21040432155132294,0.38216632604599,0.07117349654436111,0.8600311279296875,0.570730903884396
satimage,NeuralNetFastAI,5787,643,6,0.12942269444465637,0.2437996119260788,0.04504963383078575,0.9191290736198425,0.6039587499108166
satimage,NeuralNetTorch,5787,643,6,0.13065925240516663,0.24182553589344025,0.0485023595392704,0.9113530516624451,0.608421907061711
satimage,RandomForest,5787,643,6,0.13084776699543,0.2519319951534271,0.03653275594115257,0.917573869228363,0.6148619931191206
satimage,XGBoost,5787,643,6,0.12245631217956543,0.2533605098724365,0.039294011890888214,0.9300155639648438,0.4918422650080174
segment,CatBoost,2079,231,7,0.027850760146975517,0.07603000104427338,0.013976280577480793,0.9870129823684692,0.078860780922696
segment,ExtraTrees,2079,231,7,0.02812884747982025,0.07241460680961609,0.01356388721615076,0.9826839566230774,0.07849746407009661
segment,LightGBM,2079,231,7,0.03785648196935654,0.1545642614364624,0.020016394555568695,0.9783549904823303,0.07869224203750491
segment,LinearModel,2079,231,7,0.04254835844039917,0.13449876010417938,0.011569404974579811,0.9783549904823303,0.07794417184777558
segment,NeuralNetFastAI,2079,231,7,0.026260782033205032,0.05473620072007179,0.018772687762975693,0.9826839566230774,0.07915144204162061
segment,NeuralNetTorch,2079,231,7,0.022936273366212845,0.05540412664413452,0.017248038202524185,0.9913420081138611,0.07842915505170822
segment,RandomForest,2079,231,7,0.0328405499458313,0.0874483659863472,0.014603784307837486,0.9783549904823303,0.0788342640735209
segment,XGBoost,2079,231,7,0.043889209628105164,0.16376057267189026,0.022324662655591965,0.9696969985961914,0.07824064698070288
semeion,CatBoost,1433,160,10,0.11386432498693466,0.274852991104126,0.05360784754157066,0.9375,0.05601496808230877
semeion,ExtraTrees,1433,160,10,0.1690479815006256,0.3810523450374603,0.05171041935682297,0.8812500238418579,0.05568187404423952
semeion,LightGBM,1433,160,10,0.1590695083141327,0.41508761048316956,0.07119118422269821,0.9125000238418579,0.05597548699006438
semeion,LinearModel,1433,160,10,0.15853488445281982,0.38904911279678345,0.07002968341112137,0.9125000238418579,0.0560496780090034
semeion,NeuralNetFastAI,1433,160,10,0.13937854766845703,0.32787537574768066,0.06795024126768112,0.918749988079071,0.05569850606843829
semeion,NeuralNetTorch,1433,160,10,0.12563195824623108,0.29606086015701294,0.05841267853975296,0.925000011920929,0.054965482791885734
semeion,RandomForest,1433,160,10,0.17557139694690704,0.396538645029068,0.04449046775698662,0.875,0.05399599997326732
semeion,XGBoost,1433,160,10,0.16857466101646423,0.447223037481308,0.07266984134912491,0.8999999761581421,0.0542419608682394
soybean,CatBoost,614,69,19,0.10341596603393555,0.18652655184268951,0.04384555295109749,0.9420289993286133,0.02143128402531147
soybean,ExtraTrees,614,69,19,0.11133920401334763,0.17734389007091522,0.06848257780075073,0.9420289993286133,0.021448640851303935
soybean,LightGBM,614,69,19,0.08578431606292725,0.13339819014072418,0.06061689555644989,0.9420289993286133,0.02127993293106556
soybean,LinearModel,614,69,19,0.13257016241550446,0.25632891058921814,0.04878561943769455,0.9130434989929199,0.021294567035511136
soybean,NeuralNetFastAI,614,69,19,0.10613054782152176,0.19111549854278564,0.052702613174915314,0.9420289993286133,0.02143450011499226
soybean,NeuralNetTorch,614,69,19,0.12288415431976318,0.22716279327869415,0.054349493235349655,0.9130434989929199,0.02148784091696143
soybean,RandomForest,614,69,19,0.12520655989646912,0.2089684158563614,0.054740600287914276,0.9130434989929199,0.021325240842998028
soybean,XGBoost,614,69,19,0.09827163815498352,0.1824570596218109,0.056940481066703796,0.95652174949646,0.02111971005797386
splice,CatBoost,2871,319,3,0.06197626143693924,0.1207713782787323,0.02095000073313713,0.962382435798645,0.08213112596422434
splice,ExtraTrees,2871,319,3,0.09135353565216064,0.1643601655960083,0.03397238254547119,0.9373040795326233,0.06029766402207315
splice,LightGBM,2871,319,3,0.06470131874084473,0.1375993937253952,0.023672621697187424,0.962382435798645,0.07606846000999212
splice,LinearModel,2871,319,3,0.09271705150604248,0.18961495161056519,0.024297937750816345,0.9435736536979675,0.08106204308569431
splice,NeuralNetFastAI,2871,319,3,0.060329973697662354,0.11594890803098679,0.02220575325191021,0.9592476487159729,0.08920480287633836
splice,NeuralNetTorch,2871,319,3,0.07350918650627136,0.14579617977142334,0.03066566027700901,0.962382435798645,0.07279096590355039
splice,RandomForest,2871,319,3,0.09157730638980865,0.16248348355293274,0.029554622247815132,0.9341692924499512,0.06279925513081253
splice,XGBoost,2871,319,3,0.05895090848207474,0.12445831298828125,0.02188166230916977,0.9655172228813171,0.08699868293479085
steel-plates-fault,CatBoost,1746,195,7,0.25089386105537415,0.5075216889381409,0.06274549663066864,0.8205128312110901,0.055157725000754
steel-plates-fault,ExtraTrees,1746,195,7,0.2637518346309662,0.5033256411552429,0.06170826405286789,0.8051282167434692,0.05525016086176038
steel-plates-fault,LightGBM,1746,195,7,0.2499324381351471,0.5112777352333069,0.04258491471409798,0.8205128312110901,0.05531838978640735
steel-plates-fault,LinearModel,1746,195,7,0.36402571201324463,0.7030710577964783,0.06607438623905182,0.7487179636955261,0.05536881205625832
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3163437843322754,0.6043912172317505,0.04537590965628624,0.7743589878082275,0.05523144407197833
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3449094295501709,0.6511297225952148,0.08373165875673294,0.7435897588729858,0.0554950931109488
steel-plates-fault,RandomForest,1746,195,7,0.2689681351184845,0.5458603501319885,0.07226318120956421,0.8153846263885498,0.05539825698360801
steel-plates-fault,XGBoost,1746,195,7,0.2557916045188904,0.5371425151824951,0.0653507336974144,0.8205128312110901,0.055408762069419026
synthetic_control,CatBoost,540,60,6,0.00020865975238848478,0.002204052871093154,0.0021413813810795546,1.0,0.005688162054866552
synthetic_control,ExtraTrees,540,60,6,0.007967867888510227,0.029309682548046112,0.026896167546510696,1.0,0.00568089890293777
synthetic_control,LightGBM,540,60,6,4.924356176161382e-07,0.00010840245522558689,0.00010859966278076172,1.0,0.005711650010198355
synthetic_control,LinearModel,540,60,6,1.6917247194214724e-05,0.0015389962354674935,0.0015350580215454102,1.0,0.005621951073408127
synthetic_control,NeuralNetFastAI,540,60,6,9.285869850828021e-09,1.1660317795758601e-05,1.1801719665527344e-05,1.0,0.00558740901760757
synthetic_control,NeuralNetTorch,540,60,6,0.0010343460598960519,0.004610233008861542,0.004324289038777351,1.0,0.005468375980854034
synthetic_control,RandomForest,540,60,6,0.0083725331351161,0.03156513720750809,0.028947237879037857,1.0,0.005724859889596701
synthetic_control,XGBoost,540,60,6,0.026147842407226562,0.03856687620282173,0.016827985644340515,0.9833333492279053,0.005544065032154322
texture,CatBoost,4950,550,11,0.01124604418873787,0.025951365008950233,0.0051739029586315155,0.9927272796630859,0.7075210839975625
texture,ExtraTrees,4950,550,11,0.021478764712810516,0.040356915444135666,0.008839242160320282,0.9872727394104004,0.7101700559724122
texture,LightGBM,4950,550,11,0.006112419068813324,0.01796719618141651,0.0020824503153562546,0.996363639831543,0.7165552349761128
texture,LinearModel,4950,550,11,0.009422311559319496,0.029566701501607895,0.0047749001532793045,0.9945454597473145,0.7162856559734792
texture,NeuralNetFastAI,4950,550,11,0.006634693592786789,0.02497423067688942,0.0037966619711369276,0.996363639831543,0.7207804711069912
texture,NeuralNetTorch,4950,550,11,0.004135427065193653,0.014345676638185978,0.0024823753628879786,0.9981818199157715,0.7210616730153561
texture,RandomForest,4950,550,11,0.027868246659636497,0.0495007261633873,0.009995524771511555,0.9781818389892578,0.7227150220423937
texture,XGBoost,4950,550,11,0.014776010997593403,0.034363772720098495,0.005676096770912409,0.9909090995788574,0.7267301911488175
vehicle,CatBoost,761,85,4,0.2746419906616211,0.4440331757068634,0.05963768810033798,0.7764706015586853,0.006607230985537171
vehicle,ExtraTrees,761,85,4,0.27392515540122986,0.44475430250167847,0.0562010332942009,0.7882353067398071,0.007303647929802537
vehicle,LightGBM,761,85,4,0.26277562975883484,0.4397386312484741,0.08886407315731049,0.8352941274642944,0.006466086022555828
vehicle,LinearModel,761,85,4,0.20023736357688904,0.3027494549751282,0.06520579010248184,0.8352941274642944,0.008554368047043681
vehicle,NeuralNetFastAI,761,85,4,0.17847862839698792,0.3008670210838318,0.05723220854997635,0.8823529481887817,0.006748768966645002
vehicle,NeuralNetTorch,761,85,4,0.1899881660938263,0.3144322633743286,0.057463765144348145,0.8588235378265381,0.006619537947699428
vehicle,RandomForest,761,85,4,0.28273847699165344,0.45945510268211365,0.06762713938951492,0.7882353067398071,0.007493248209357262
vehicle,XGBoost,761,85,4,0.27158188819885254,0.4682773947715759,0.1022500991821289,0.8117647171020508,0.006353880977258086
volcanoes-a2,CatBoost,1460,163,5,0.12041676789522171,0.27483853697776794,0.041750021278858185,0.9263803958892822,0.02619504602625966
volcanoes-a2,ExtraTrees,1460,163,5,0.12678556144237518,0.284166157245636,0.047896429896354675,0.907975435256958,0.026716724038124084
volcanoes-a2,LightGBM,1460,163,5,0.13395030796527863,0.2889583706855774,0.052670229226350784,0.907975435256958,0.026262257946655154
volcanoes-a2,LinearModel,1460,163,5,0.12039905041456223,0.269588440656662,0.04802680015563965,0.9202454090118408,0.026471354998648167
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11658694595098495,0.26697176694869995,0.03563379496335983,0.9141104221343994,0.026288046967238188
volcanoes-a2,NeuralNetTorch,1460,163,5,0.11635544896125793,0.2641345262527466,0.030397875234484673,0.9202454090118408,0.02614290383644402
volcanoes-a2,RandomForest,1460,163,5,0.12069360166788101,0.2747894823551178,0.0387318879365921,0.9141104221343994,0.026472438825294375
volcanoes-a2,XGBoost,1460,163,5,0.11946854740381241,0.2745973765850067,0.03593462333083153,0.9141104221343994,0.0266973408870399
volcanoes-a3,CatBoost,1368,153,5,0.16422082483768463,0.3898981511592865,0.05994114279747009,0.8954248428344727,0.02341299899853766
volcanoes-a3,ExtraTrees,1368,153,5,0.16771960258483887,0.38659465312957764,0.06965920329093933,0.8954248428344727,0.02346361195668578
volcanoes-a3,LightGBM,1368,153,5,0.17307355999946594,0.40178167819976807,0.07110417634248734,0.8954248428344727,0.02370349084958434
volcanoes-a3,LinearModel,1368,153,5,0.1663779318332672,0.39461269974708557,0.062238216400146484,0.8888888955116272,0.02342877211049199
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.16432227194309235,0.3926880359649658,0.05432413890957832,0.8954248428344727,0.02304809889756143
volcanoes-a3,NeuralNetTorch,1368,153,5,0.17158745229244232,0.39790335297584534,0.07372314482927322,0.8954248428344727,0.023579179076477885
volcanoes-a3,RandomForest,1368,153,5,0.16675159335136414,0.3872232139110565,0.07075964659452438,0.8888888955116272,0.0230769079644233
volcanoes-a3,XGBoost,1368,153,5,0.16859476268291473,0.4035508334636688,0.0746997594833374,0.8954248428344727,0.023119356017559767
volcanoes-a4,CatBoost,1363,152,5,0.14506900310516357,0.3443920910358429,0.054403841495513916,0.9078947305679321,0.022683381102979183
volcanoes-a4,ExtraTrees,1363,152,5,0.15608008205890656,0.3625877797603607,0.05848078429698944,0.9013158082962036,0.023189509054645896
volcanoes-a4,LightGBM,1363,152,5,0.1531619429588318,0.3526715934276581,0.057951658964157104,0.9013158082962036,0.023086724104359746
volcanoes-a4,LinearModel,1363,152,5,0.14318495988845825,0.3435671031475067,0.04963487759232521,0.9013158082962036,0.022587632993236184
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.14094029366970062,0.33465996384620667,0.038396526128053665,0.9078947305679321,0.022593945963308215
volcanoes-a4,NeuralNetTorch,1363,152,5,0.15245962142944336,0.3585563004016876,0.05171691253781319,0.9078947305679321,0.02232281002216041
