dataset,model,cal_size,test_size,n_classes,Isotonic_brier,Isotonic_logloss,Isotonic_ece-15,Isotonic_accuracy,Isotonic_time
mfeat-factors,ExtraTrees,1800,200,10,0.05344174627084715,0.5383234458810958,0.019991392269730568,0.9700000286102295,0.016154064098373055
mfeat-factors,LightGBM,1800,200,10,0.04005341040018892,0.507047076857708,0.019929852336645126,0.9800000190734863,0.01674263714812696
mfeat-factors,LinearModel,1800,200,10,0.038619616337051375,0.4935548921577228,0.01883823610842228,0.9750000238418579,0.016710291849449277
mfeat-factors,NeuralNetFastAI,1800,200,10,0.03301141761164019,0.05931801258204237,0.01533104944974184,0.9750000238418579,0.017215006053447723
mfeat-factors,NeuralNetTorch,1800,200,10,0.030096437236841342,0.49015802813057135,0.013162141665816307,0.9850000143051147,0.01638169400393963
mfeat-factors,RandomForest,1800,200,10,0.05288516520014199,0.1054820231649563,0.026989400386810303,0.9750000238418579,0.016161796869710088
mfeat-factors,XGBoost,1800,200,10,0.047074874783315665,0.9316141316263178,0.030329566448926926,0.9750000238418579,0.01660522003658116
micro-mass,CatBoost,513,58,20,0.06606503541991872,0.11325351194508558,0.044532231986522675,0.9655172228813171,0.02134694578126073
micro-mass,ExtraTrees,513,58,20,0.10278979568551543,0.1849508038389065,0.09088335186243057,0.9482758641242981,0.021393313072621822
micro-mass,LightGBM,513,58,20,0.09779833831116701,0.15965187129064906,0.06605172157287598,0.931034505367279,0.02124185301363468
micro-mass,LinearModel,513,58,20,0.08443514848853707,1.5950113082938886,0.04150683060288429,0.9482758641242981,0.02099302806891501
micro-mass,NeuralNetFastAI,513,58,20,0.20606898208691882,0.41463759199508526,0.09381931275129318,0.8448275923728943,0.021075865952298045
micro-mass,NeuralNetTorch,513,58,20,0.06958157864824087,1.574928305047542,0.03670747950673103,0.9655172228813171,0.021680549019947648
micro-mass,RandomForest,513,58,20,0.10980103475308715,0.1836006545270389,0.08000119030475616,0.931034505367279,0.02117646997794509
micro-mass,XGBoost,513,58,20,0.10818482124183697,0.18901295302004903,0.07573142647743225,0.931034505367279,0.021178596885874867
microaggregation2,CatBoost,18000,2000,5,0.4810238060909086,0.9047231115647406,0.024444151669740677,0.6399999856948853,0.036692694993689656
microaggregation2,ExtraTrees,18000,2000,5,0.4919013946019901,0.9308179322699769,0.0213954858481884,0.6255000233650208,0.03769356198608875
microaggregation2,LightGBM,18000,2000,5,0.4774867796875998,0.9370682530516796,0.01829150691628456,0.6399999856948853,0.036753110121935606
microaggregation2,LinearModel,18000,2000,5,0.5513582645151458,1.0393922461924676,0.020339863374829292,0.5805000066757202,0.03651332505978644
microaggregation2,NeuralNetFastAI,18000,2000,5,0.457661906921226,0.8593994137582228,0.016669224947690964,0.656000018119812,0.03661116701550782
microaggregation2,NeuralNetTorch,18000,2000,5,0.46617699592690715,0.9148004360604973,0.02547413296997547,0.6460000276565552,0.03614858700893819
microaggregation2,RandomForest,18000,2000,5,0.4939469212051648,0.9349317951090197,0.014253487810492516,0.6305000185966492,0.03620855696499348
microaggregation2,XGBoost,18000,2000,5,0.4800618547907915,0.9027946743542888,0.021366357803344727,0.6365000009536743,0.03690680302679539
okcupid-stem,CatBoost,45710,5079,3,0.3355591549697006,0.5621381426387567,0.011678309179842472,0.761567234992981,0.06307489494793117
okcupid-stem,ExtraTrees,45710,5079,3,0.3552930961647843,0.5905345478213401,0.015400518663227558,0.745028555393219,0.06359608587808907
okcupid-stem,LightGBM,45710,5079,3,0.3389925092191774,0.5658835181596614,0.01370628084987402,0.7603859305381775,0.0635032351128757
okcupid-stem,LinearModel,45710,5079,3,0.34430632844221326,0.5752397167139301,0.01780536212027073,0.7554636597633362,0.0632367788348347
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34207113897852964,0.5701751184989068,0.013601362705230713,0.7578263282775879,0.06287814304232597
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3372936330488118,0.5641636238724821,0.009991240687668324,0.7621579170227051,0.06284934910945594
okcupid-stem,RandomForest,45710,5079,3,0.35422084987053054,0.5889564669460281,0.011537658050656319,0.7460129857063293,0.06295488611795008
okcupid-stem,XGBoost,45710,5079,3,0.33923087336511926,0.5666629240403463,0.01147132646292448,0.7599921226501465,0.06320024793967605
optdigits,CatBoost,5058,562,10,0.023324986744318706,0.34118193259090324,0.00881021749228239,0.9857650995254517,0.02330368314869702
optdigits,ExtraTrees,5058,562,10,0.023386903790958532,0.34200566613696565,0.012040558271110058,0.9857650995254517,0.022194144083186984
optdigits,LightGBM,5058,562,10,0.01756355151880384,0.33028333194827697,0.006620652507990599,0.9893238544464111,0.022832771996036172
optdigits,LinearModel,5058,562,10,0.05402587983652022,0.09185834555663279,0.01757044903934002,0.9590747356414795,0.02408071607351303
optdigits,NeuralNetFastAI,5058,562,10,0.020810184195959563,0.03835826410368345,0.01131477952003479,0.9893238544464111,0.024385108146816492
optdigits,NeuralNetTorch,5058,562,10,0.015080268542101946,0.03405724124184257,0.008274774998426437,0.9911032319068909,0.023252097889780998
optdigits,RandomForest,5058,562,10,0.040386076013153235,0.22581164383696306,0.016087474301457405,0.9697508811950684,0.022181754000484943
optdigits,XGBoost,5058,562,10,0.03168523309464869,0.3557835214311512,0.013620754703879356,0.9786477088928223,0.023669233079999685
page-blocks,CatBoost,4925,548,5,0.04521200138619048,0.3824815319965402,0.012996716424822807,0.9689781069755554,0.017015025950968266
