dataset,model,cal_size,test_size,n_classes,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
dna,LightGBM,2867,319,3,0.06776397696029185,0.12910838947085396,0.02794725075364113,0.9561128616333008,0.1849588139448315
dna,LinearModel,2867,319,3,0.12026235323211532,0.2253516333422154,0.041364867240190506,0.931034505367279,0.0724835661239922
dna,NeuralNetFastAI,2867,319,3,0.07972306564288324,0.15559037184182362,0.035994093865156174,0.9467084407806396,0.17617952218279243
dna,NeuralNetTorch,2867,319,3,0.08374269281952869,0.1545606614960795,0.023171620443463326,0.9404388666152954,0.17875406006351113
dna,RandomForest,2867,319,3,0.09323794100082872,0.1707770522731421,0.03845418989658356,0.9404388666152954,0.045050517888739705
dna,XGBoost,2867,319,3,0.06252846406930165,0.12155337555068264,0.01845821738243103,0.962382435798645,0.1862637388985604
eucalyptus,CatBoost,662,74,5,0.415048824328423,0.7157929523186403,0.07421712577342987,0.662162184715271,0.07097499491646886
eucalyptus,ExtraTrees,662,74,5,0.37725353134333106,0.6574356219304395,0.09838490933179855,0.7027027010917664,0.031307403929531574
eucalyptus,LightGBM,662,74,5,0.37963376527314424,0.6656470047475872,0.13130906224250793,0.6756756901741028,0.06960749090649188
eucalyptus,LinearModel,662,74,5,0.44253614378247963,0.7651654875588312,0.06910582631826401,0.662162184715271,0.06130602699704468
eucalyptus,NeuralNetFastAI,662,74,5,0.40652919347876676,0.6779970914751404,0.1376323699951172,0.7162162065505981,0.06784301600418985
eucalyptus,NeuralNetTorch,662,74,5,0.4235070776691452,0.6923971556650372,0.045396145433187485,0.6486486196517944,0.06565477792173624
eucalyptus,RandomForest,662,74,5,0.4033733537662801,0.6931089314603682,0.11121926456689835,0.6756756901741028,0.033801634795963764
eucalyptus,XGBoost,662,74,5,0.41747541448933917,0.7288552091613625,0.09624909609556198,0.662162184715271,0.06790397502481937
eye_movements,CatBoost,9842,1094,3,0.35398124093301747,0.5984421999928348,0.031300876289606094,0.7340036630630493,0.3125700429081917
eye_movements,ExtraTrees,9842,1094,3,0.318764168573367,0.5453061809467914,0.04115482419729233,0.7760511636734009,0.0874935369938612
eye_movements,LightGBM,9842,1094,3,0.2792615252703613,0.48369020011872316,0.039701756089925766,0.8089579343795776,0.37378120608627796
eye_movements,LinearModel,9842,1094,3,0.5655132952601881,0.9196144765816929,0.029313500970602036,0.5027422308921814,0.16563488100655377
eye_movements,NeuralNetFastAI,9842,1094,3,0.4337370043029245,0.7208443465085442,0.03891027718782425,0.6709323525428772,0.2242943039163947
eye_movements,NeuralNetTorch,9842,1094,3,0.4174485786292039,0.6963352164630531,0.062456898391246796,0.6837294101715088,0.24325269600376487
eye_movements,RandomForest,9842,1094,3,0.37976545248471727,0.6408538957820706,0.02531607821583748,0.7157221436500549,0.06916782609187067
eye_movements,XGBoost,9842,1094,3,0.31900123697136284,0.5457154878339908,0.031666532158851624,0.7678244709968567,0.34543270501308143
fabert,CatBoost,7413,824,7,0.3494438484593264,0.7070965014684005,0.053252194076776505,0.7390776872634888,0.8008510959334671
fabert,ExtraTrees,7413,824,7,0.3699482855104002,0.7304835807545176,0.051561228930950165,0.7026699185371399,0.4666336558293551
fabert,LightGBM,7413,824,7,0.35429915312313376,0.7042592714577324,0.04550767317414284,0.7208737730979919,0.9002673290669918
fabert,LinearModel,7413,824,7,0.4812908350623343,1.0035139024441164,0.08170568943023682,0.6298543810844421,0.3278837730176747
fabert,NeuralNetFastAI,7413,824,7,0.3838003004945116,0.7789613971587301,0.042237572371959686,0.7172330021858215,0.8150534520391375
