dataset,model,cal_size,test_size,n_classes,VS_brier,VS_logloss,VS_ece-15,VS_accuracy,VS_time
baseball,ExtraTrees,1206,134,3,0.07262177765369415,0.1370810717344284,0.026245370507240295,0.9626865386962891,0.01699599507264793
baseball,LightGBM,1206,134,3,0.07429271191358566,0.1389562040567398,0.03179621323943138,0.9477611780166626,0.012919639004394412
baseball,LinearModel,1206,134,3,0.06992288678884506,0.13721463084220886,0.036539942026138306,0.9477611780166626,0.01362661481834948
baseball,NeuralNetFastAI,1206,134,3,0.07356680184602737,0.13060319423675537,0.03875028342008591,0.9477611780166626,0.017026568995788693
baseball,NeuralNetTorch,1206,134,3,0.07520891726016998,0.14199063181877136,0.028747322037816048,0.9477611780166626,0.013844233937561512
baseball,RandomForest,1206,134,3,0.07466890662908554,0.14237067103385925,0.02823764644563198,0.9552238583564758,0.013798573985695839
baseball,XGBoost,1206,134,3,0.0729924812912941,0.1445017158985138,0.05106533318758011,0.9552238583564758,0.01814696891233325
car,CatBoost,1555,173,4,0.00024961328017525375,0.0016557394992560148,0.0015878374688327312,1.0,0.03239170485176146
car,ExtraTrees,1555,173,4,0.01460862997919321,0.04026405140757561,0.017905164510011673,0.9942196607589722,0.0193465081974864
car,LightGBM,1555,173,4,8.359812310933348e-26,0.0,5.960464477539063e-08,1.0,0.02665069908834994
car,LinearModel,1555,173,4,0.08172929286956787,0.1282399296760559,0.04514250159263611,0.9190751314163208,0.0257374020293355
car,NeuralNetFastAI,1555,173,4,5.366015543017966e-08,1.3193968698033132e-05,1.3232231140136719e-05,1.0,0.009863695129752159
car,NeuralNetTorch,1555,173,4,1.8782238839776255e-05,0.0003029739891644567,0.0002981424331665039,1.0,0.008581913076341152
car,RandomForest,1555,173,4,0.03092353418469429,0.05318182334303856,0.016834689304232597,0.9826589822769165,0.031029985984787345
car,XGBoost,1555,173,4,0.00016312210937030613,0.0012406476307660341,0.0011971269268542528,1.0,0.04682289808988571
cardiotocography,CatBoost,1913,213,10,3.1847243592286745e-11,2.60580009125988e-06,1.5497207641601562e-06,1.0,0.013182692928239703
cardiotocography,ExtraTrees,1913,213,10,2.9865660725741927e-13,5.143348289493588e-07,5.960464477539063e-08,1.0,0.010327058844268322
cardiotocography,LightGBM,1913,213,10,1.925603773655915e-11,3.664138148451457e-06,2.2649765014648438e-06,1.0,0.006562879076227546
cardiotocography,LinearModel,1913,213,10,3.545611720889852e-11,1.722085585242894e-06,1.1324882507324219e-06,1.0,0.010482036042958498
cardiotocography,NeuralNetFastAI,1913,213,10,0.00013339772704057395,0.0006055942503735423,0.0005684078205376863,1.0,0.0023472479078918695
cardiotocography,NeuralNetTorch,1913,213,10,1.1367329603648169e-12,1.0213937002845341e-06,5.960464477539063e-08,1.0,0.002350019058212638
cardiotocography,RandomForest,1913,213,10,1.764658840060218e-13,3.8729024254280375e-07,5.960464477539063e-08,1.0,0.029954166151583195
cardiotocography,XGBoost,1913,213,10,3.4226895623268305e-11,2.69702513833181e-06,1.9073486328125e-06,1.0,0.01555450214073062
cmc,CatBoost,1325,148,3,0.4955231845378876,0.8370400071144104,0.10102294385433197,0.5945945978164673,0.019921401049941778
cmc,ExtraTrees,1325,148,3,0.5058901906013489,0.8563138842582703,0.08209716528654099,0.5810810923576355,0.015142219141125679
cmc,LightGBM,1325,148,3,0.5232276916503906,0.8815929293632507,0.052729614078998566,0.5608108043670654,0.018739701015874743
cmc,LinearModel,1325,148,3,0.5228767991065979,0.8713024258613586,0.10776273906230927,0.6148648858070374,0.014868448022753
cmc,NeuralNetFastAI,1325,148,3,0.4996736943721771,0.8407152891159058,0.058581024408340454,0.587837815284729,0.015317019075155258
