dataset,model,cal_size,test_size,n_classes,CIR_brier,CIR_logloss,CIR_ece-15,CIR_accuracy,CIR_time
volcanoes-a4,XGBoost,1363,152,5,0.13714785995801,0.3299618169745056,0.04915550723671913,0.9078947305679321,0.01218267297372222
volcanoes-b1,CatBoost,9158,1018,5,0.054023143603418755,0.13684871501642157,0.008410104550421238,0.968565821647644,0.023349701892584562
volcanoes-b1,ExtraTrees,9158,1018,5,0.05369653548195979,0.13957593224447465,0.010391447693109512,0.9695481061935425,0.024042129050940275
volcanoes-b1,LightGBM,9158,1018,5,0.05567005268496242,0.20663087561742746,0.009199749678373337,0.9666011929512024,0.023667525965720415
volcanoes-b1,LinearModel,9158,1018,5,0.0546889055489188,0.20374161168129618,0.0079357223585248,0.968565821647644,0.02314043906517327
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05416400813326233,0.13994321819047567,0.010982994921505451,0.968565821647644,0.02236427995376289
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05445355038222513,0.14292840667152767,0.01322138775140047,0.9705304503440857,0.022285538958385587
volcanoes-b1,RandomForest,9158,1018,5,0.05442505809855073,0.14247376441671528,0.005605687387287617,0.9695481061935425,0.022563541075214744
volcanoes-b1,XGBoost,9158,1018,5,0.05490198990081309,0.14461305151740594,0.013731426559388638,0.968565821647644,0.022492010844871402
volcanoes-b2,CatBoost,9601,1067,5,0.05063914025088283,0.13405833660749564,0.007281201891601086,0.9681349396705627,0.02297026407904923
volcanoes-b2,ExtraTrees,9601,1067,5,0.050519681547699744,0.13531872449591195,0.00850549153983593,0.9681349396705627,0.023118942975997925
volcanoes-b2,LightGBM,9601,1067,5,0.05282311076583561,0.2635726326685224,0.00817866437137127,0.9671977758407593,0.023747992934659123
volcanoes-b2,LinearModel,9601,1067,5,0.05170396797717636,0.25709223356507355,0.007922637276351452,0.9700093865394592,0.02438932191580534
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05112801070052206,0.2529750995569024,0.007032338064163923,0.969072163105011,0.024255836149677634
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05103096830296475,0.19736785508734508,0.005564838647842407,0.969072163105011,0.02357158181257546
volcanoes-b2,RandomForest,9601,1067,5,0.05072017803357289,0.13912648426731358,0.007522491738200188,0.9700093865394592,0.022881916956976056
volcanoes-b2,XGBoost,9601,1067,5,0.0503628931563934,0.13302276131472426,0.012352154590189457,0.9681349396705627,0.02388297813013196
volcanoes-b5,CatBoost,8990,999,5,0.055389002070795765,0.13613625172835772,0.009430293925106525,0.9679679870605469,0.02331364108249545
volcanoes-b5,ExtraTrees,8990,999,5,0.05668482627158542,0.1379924358166951,0.012842507101595402,0.966966986656189,0.022294932045042515
volcanoes-b5,LightGBM,8990,999,5,0.055823363446869584,0.14105650687645066,0.012520686723291874,0.9679679870605469,0.021857019048184156
volcanoes-b5,LinearModel,8990,999,5,0.05657947539861068,0.20463601349191962,0.013025451451539993,0.965965986251831,0.021977365016937256
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05721884338256693,0.13939098973832337,0.009824039414525032,0.965965986251831,0.022987962001934648
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05717014520442006,0.26675477240125245,0.013116998597979546,0.965965986251831,0.022853572852909565
volcanoes-b5,RandomForest,8990,999,5,0.0569609567492798,0.1405445933981704,0.005847054999321699,0.966966986656189,0.021621905034407973
volcanoes-b5,XGBoost,8990,999,5,0.055507666411812165,0.14044244730398012,0.007968002930283546,0.9679679870605469,0.02200292400084436
volcanoes-b6,CatBoost,9117,1013,5,0.06354355241109756,0.169349082692536,0.01705029048025608,0.9634748101234436,0.022316245827823877
volcanoes-b6,ExtraTrees,9117,1013,5,0.0631824213757505,0.17174171651395578,0.014011677354574203,0.9644619822502136,0.02196271694265306
volcanoes-b6,LightGBM,9117,1013,5,0.0636886098088665,0.1711176148954419,0.017094315961003304,0.9624876379966736,0.022042697062715888
volcanoes-b6,LinearModel,9117,1013,5,0.0644434107711835,0.2391914667806685,0.015563053078949451,0.9644619822502136,0.022074039094150066
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06375607130325449,0.17268400258594951,0.01625680737197399,0.9644619822502136,0.02237868495285511
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06382202052481474,0.17365983283136277,0.018669145181775093,0.9644619822502136,0.022666180972009897
volcanoes-b6,RandomForest,9117,1013,5,0.06401176209076503,0.17071663137178106,0.014373134821653366,0.9615004658699036,0.022459853207692504
volcanoes-b6,XGBoost,9117,1013,5,0.062415431033331616,0.17013576195192917,0.010674390941858292,0.9634748101234436,0.022356473142281175
volcanoes-d1,CatBoost,7877,876,5,0.09981236099848721,0.2528480560415475,0.019622184336185455,0.9440639019012451,0.021079965867102146
volcanoes-d1,ExtraTrees,7877,876,5,0.10012495970505107,0.26024077473285717,0.014834821224212646,0.9440639019012451,0.020280299009755254
volcanoes-d1,LightGBM,7877,876,5,0.10027086769092099,0.2575762317115371,0.011785040609538555,0.9440639019012451,0.020704573020339012
volcanoes-d1,LinearModel,7877,876,5,0.09991319443772351,0.25703532493552667,0.013623121194541454,0.9429223537445068,0.02035177405923605
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10003894412762471,0.32637278808679127,0.012609483674168587,0.9429223537445068,0.020637904992327094
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10023819342915047,0.32598289600793323,0.01291540078818798,0.9429223537445068,0.021105322055518627
volcanoes-d1,RandomForest,7877,876,5,0.10099641468121127,0.4009422160325914,0.012900911271572113,0.9440639019012451,0.020236860029399395
volcanoes-d1,XGBoost,7877,876,5,0.09930036861237107,0.2535896257601485,0.020001085475087166,0.9452054500579834,0.020883471006527543
volcanoes-d4,CatBoost,7788,866,5,0.09596055113849097,0.23603092588177646,0.013000521808862686,0.943418025970459,0.02157138311304152
volcanoes-d4,ExtraTrees,7788,866,5,0.09630398135667444,0.23790806217286775,0.014722466468811035,0.9457274675369263,0.0215128599666059
volcanoes-d4,LightGBM,7788,866,5,0.09679555950365396,0.30917756498065346,0.010508930310606956,0.943418025970459,0.02224326692521572
volcanoes-d4,LinearModel,7788,866,5,0.09676416232441863,0.2384743868816502,0.016362782567739487,0.943418025970459,0.02093734801746905
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09709350932245903,0.2367191366705493,0.012179548852145672,0.943418025970459,0.02109779603779316
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09697882202781963,0.3096139622723584,0.012740466743707657,0.943418025970459,0.02078757109120488
volcanoes-d4,RandomForest,7788,866,5,0.09789389158503058,0.24382047305719964,0.014638125896453857,0.943418025970459,0.020542957121506333
volcanoes-d4,XGBoost,7788,866,5,0.09782802031010607,0.24380908704841558,0.007489192299544811,0.943418025970459,0.02083986601792276
volcanoes-e1,CatBoost,1064,119,5,0.1558970869593593,0.371856163524318,0.04625774174928665,0.9159663915634155,0.0115068219602108
volcanoes-e1,ExtraTrees,1064,119,5,0.16303363187689304,0.3862915781822961,0.05850737541913986,0.9075630307197571,0.011314451927319169
volcanoes-e1,LightGBM,1064,119,5,0.16331250283819862,0.40021482129718133,0.046534232795238495,0.9075630307197571,0.011315239127725363
volcanoes-e1,LinearModel,1064,119,5,0.16600197671029754,0.38347132437093334,0.05769806727766991,0.9075630307197571,0.01124333101324737
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15515594603076457,0.9110238384071304,0.05489501357078552,0.9159663915634155,0.011637902818620205
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16257643016693382,0.38890233894890136,0.04694105684757233,0.9075630307197571,0.011883256025612354
volcanoes-e1,RandomForest,1064,119,5,0.16944785647353502,0.9445141595533032,0.05447696894407272,0.9075630307197571,0.011564807966351509
volcanoes-e1,XGBoost,1064,119,5,0.16236110407553805,0.9198283083781168,0.046914175152778625,0.9075630307197571,0.011615625116974115
volkert,CatBoost,52479,5831,10,0.3919035991051761,0.7962688580204318,0.016527609899640083,0.7072543501853943,0.19406817806884646
volkert,ExtraTrees,52479,5831,10,0.427343865345599,0.8803627724946445,0.02113395184278488,0.6817012429237366,0.16681752889417112
volkert,LightGBM,52479,5831,10,0.3648187071701475,0.7400917173331676,0.01171828806400299,0.7293774485588074,0.16413169587031007
volkert,LinearModel,52479,5831,10,0.5433700450248087,1.1595160963000575,0.019420228898525238,0.588921308517456,0.17902405001223087
volkert,NeuralNetFastAI,52479,5831,10,0.35608789107598166,0.721952296174569,0.030155567452311516,0.7430972456932068,0.16283103497698903
volkert,NeuralNetTorch,52479,5831,10,0.38454307840319957,0.7762000382059258,0.020770426839590073,0.7178871631622314,0.16964156716130674
volkert,RandomForest,52479,5831,10,0.427337455861116,0.888030794405659,0.012219791300594807,0.6883896589279175,0.16608711681328714
volkert,XGBoost,52479,5831,10,0.3855224664572064,0.7872541983475825,0.013828713446855545,0.7192591428756714,0.18102752091363072
wall-robot-navigation,CatBoost,4910,546,4,0.006681553271300504,0.1293587180426989,0.004791898187249899,0.9963369965553284,0.011742295930162072
wall-robot-navigation,ExtraTrees,4910,546,4,0.024955929776236833,0.04263845506580943,0.010883258655667305,0.9871794581413269,0.011229288997128606
wall-robot-navigation,LightGBM,4910,546,4,0.00684111649840036,0.009669314307975994,0.004431855399161577,0.9945054650306702,0.011188013944774866
wall-robot-navigation,LinearModel,4910,546,4,0.359948345396931,0.6269020965931756,0.037979211658239365,0.7179487347602844,0.013800787040963769
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04830974750190455,0.2040276231223463,0.013738778419792652,0.9688644409179688,0.01214771787635982
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.052124719177926666,0.21705645155459882,0.01791355200111866,0.9652014374732971,0.012920932145789266
wall-robot-navigation,RandomForest,4910,546,4,0.01214587582835923,0.14042561497205,0.0071584321558475494,0.9926739931106567,0.01046263612806797
wall-robot-navigation,XGBoost,4910,546,4,0.011070641946907007,0.1368234910383408,0.006889699958264828,0.9926739931106567,0.012811821885406971
waveform-5000,CatBoost,4500,500,3,0.19574078495660557,0.30680115322880064,0.03528725355863571,0.8460000157356262,0.010821064002811909
waveform-5000,ExtraTrees,4500,500,3,0.20690229566028426,0.31336464115137935,0.039438437670469284,0.8339999914169312,0.011032517068088055
waveform-5000,LightGBM,4500,500,3,0.20112220650128215,0.3138759837803899,0.042093563824892044,0.8500000238418579,0.010704136220738292
waveform-5000,LinearModel,4500,500,3,0.18892126091045638,0.4291703732005123,0.01950065977871418,0.8640000224113464,0.011000330094248056
waveform-5000,NeuralNetFastAI,4500,500,3,0.1818062932095865,0.27857703111501,0.037845954298973083,0.8659999966621399,0.01040198514238
waveform-5000,NeuralNetTorch,4500,500,3,0.17890349965102006,0.2743299936487035,0.030861711129546165,0.8600000143051147,0.009984137956053019
waveform-5000,RandomForest,4500,500,3,0.22427661053072545,0.3420170247492962,0.021755460649728775,0.8379999995231628,0.010511144064366817
waveform-5000,XGBoost,4500,500,3,0.20179726525668343,0.3144126924266456,0.022895192727446556,0.8539999723434448,0.010380592197179794
wine-quality-red,CatBoost,1439,160,6,0.4377849248752751,0.8208563782684506,0.06527237594127655,0.699999988079071,0.014458942925557494
wine-quality-red,ExtraTrees,1439,160,6,0.40299648824713685,0.7609471020403799,0.052073318511247635,0.7124999761581421,0.014126734109595418
wine-quality-red,LightGBM,1439,160,6,0.43479890334155635,1.2385696655200502,0.06955844163894653,0.7124999761581421,0.013731227023527026
wine-quality-red,LinearModel,1439,160,6,0.5606801081110864,1.3966722943082683,0.06673071533441544,0.543749988079071,0.01330455089919269
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5306155990930853,0.9446793089216994,0.10280312597751617,0.5687500238418579,0.013659406919032335
wine-quality-red,NeuralNetTorch,1439,160,6,0.4920246805401406,1.2985527845633733,0.061795834451913834,0.65625,0.013811743818223476
wine-quality-red,RandomForest,1439,160,6,0.4195157766468086,0.800124212732295,0.037875134497880936,0.706250011920929,0.013489006087183952
wine-quality-red,XGBoost,1439,160,6,0.4369049441273066,0.8515225816429952,0.06835030019283295,0.699999988079071,0.013452725019305944
wine-quality-white,CatBoost,4408,490,7,0.39616691559233097,0.7649592093662874,0.05828739330172539,0.722449004650116,0.021194845205172896
wine-quality-white,ExtraTrees,4408,490,7,0.370158358497287,0.7555536669454379,0.05859524756669998,0.718367338180542,0.02105336799286306
wine-quality-white,LightGBM,4408,490,7,0.37984683373995437,0.9797316907180916,0.05639068782329559,0.7163265347480774,0.021678176010027528
wine-quality-white,LinearModel,4408,490,7,0.5662072983622407,1.3318809407869994,0.0476924404501915,0.563265323638916,0.02072182297706604
wine-quality-white,NeuralNetFastAI,4408,490,7,0.508685227966896,1.058118419128585,0.040256109088659286,0.6040816307067871,0.021551121957600117
wine-quality-white,NeuralNetTorch,4408,490,7,0.505076175449284,0.9214082049891102,0.054870933294296265,0.6102041006088257,0.021572896046563983
wine-quality-white,RandomForest,4408,490,7,0.3814128686165284,0.731179794609005,0.05684185028076172,0.7081632614135742,0.020967037184163928
wine-quality-white,XGBoost,4408,490,7,0.3887040044078618,0.8694636406961141,0.06542299687862396,0.704081654548645,0.021634201984852552
