dataset,model,cal_size,test_size,n_classes,Hist-uniform_brier,Hist-uniform_logloss,Hist-uniform_ece-15,Hist-uniform_accuracy,Hist-uniform_time
Diabetes130US,CatBoost,91589,10177,3,0.49491971491623277,0.8328117769266807,0.00856596790254116,0.6200255751609802,0.023114291951060295
Diabetes130US,ExtraTrees,91589,10177,3,0.5084479495200332,0.8532421819272619,0.009609446860849857,0.6087255477905273,0.020482164109125733
Diabetes130US,LightGBM,91589,10177,3,0.49809362091424314,0.8386479618274046,0.011127579025924206,0.6194359660148621,0.01951862801797688
Diabetes130US,LinearModel,91589,10177,3,0.5275076172860428,0.8809450133943364,0.01600746437907219,0.5924142599105835,0.02130921999923885
Diabetes130US,NeuralNetFastAI,91589,10177,3,0.5049909276082954,0.8495225622559527,0.01677006110548973,0.6156038045883179,0.02078727795742452
Diabetes130US,NeuralNetTorch,91589,10177,3,0.5130082684389475,0.8606586741124737,0.013432633131742477,0.6052864193916321,0.02009170106612146
Diabetes130US,RandomForest,91589,10177,3,0.5075748618323219,0.8528839234906322,0.01430897694081068,0.6068586111068726,0.021610375959426165
Diabetes130US,XGBoost,91589,10177,3,0.496188604734548,0.8338241753147411,0.009427523240447044,0.6178638339042664,0.021085507003590465
GesturePhaseSegmentationProcessed,CatBoost,8885,988,5,0.3927759177565971,0.7853092285349289,0.048937540501356125,0.7216598987579346,0.005449404940009117
GesturePhaseSegmentationProcessed,ExtraTrees,8885,988,5,0.4184546693712036,0.8143331106521458,0.05503819137811661,0.7054656147956848,0.0053058338817209005
GesturePhaseSegmentationProcessed,LightGBM,8885,988,5,0.3961004780596008,0.7914478440876886,0.05058949068188667,0.7105262875556946,0.00533422501757741
GesturePhaseSegmentationProcessed,LinearModel,8885,988,5,0.6466678452001281,1.2628532661646488,0.03650316968560219,0.47064778208732605,0.0053335430566221476
GesturePhaseSegmentationProcessed,NeuralNetFastAI,8885,988,5,0.5121593810490105,0.9999493002020101,0.03716719150543213,0.6325910687446594,0.005320621887221932
GesturePhaseSegmentationProcessed,NeuralNetTorch,8885,988,5,0.4968040472516582,0.9794260842542332,0.04738093540072441,0.6417003870010376,0.005276612937450409
GesturePhaseSegmentationProcessed,RandomForest,8885,988,5,0.4332065522280907,0.8358194372003962,0.046662941575050354,0.6801619529724121,0.0053393670823425055
GesturePhaseSegmentationProcessed,XGBoost,8885,988,5,0.3997730851176699,0.8019742549848037,0.05445501208305359,0.7135627269744873,0.005238279001787305
Indian_pines,CatBoost,8229,915,8,0.07090183731907489,0.14460701021359476,0.02559012547135353,0.9584699273109436,0.007461014902219176
Indian_pines,ExtraTrees,8229,915,8,0.10438616070682699,0.2532040820882865,0.018553704023361206,0.9344262480735779,0.007354340050369501
Indian_pines,LightGBM,8229,915,8,0.05660040818199659,0.12373572024325058,0.019728560000658035,0.9672130942344666,0.0074636321514844894
Indian_pines,LinearModel,8229,915,8,0.12394829941401014,0.39633931213627105,0.012765779159963131,0.9180327653884888,0.00738561013713479
Indian_pines,NeuralNetFastAI,8229,915,8,0.05232761172462139,0.10582286334808597,0.016208650544285774,0.9683060050010681,0.007347446866333485
Indian_pines,NeuralNetTorch,8229,915,8,0.04699483064383656,0.09798973076903748,0.011508134193718433,0.9672130942344666,0.007386473938822746
Indian_pines,RandomForest,8229,915,8,0.10869920149530377,0.19566818694983704,0.026123151183128357,0.9344262480735779,0.007363772019743919
Indian_pines,XGBoost,8229,915,8,0.06811480746850497,0.14104562367344503,0.019854836165905,0.9584699273109436,0.007358501898124814
LED-display-domain-7digit,CatBoost,450,50,10,0.41762701371270894,3.5217227793291466,0.08637753874063492,0.7400000095367432,0.0039800070226192474
LED-display-domain-7digit,ExtraTrees,450,50,10,0.37805920023527145,2.203742986618126,0.1279830038547516,0.7799999713897705,0.003955889958888292
LED-display-domain-7digit,LightGBM,450,50,10,0.40477501594058796,3.4540379666091416,0.11347518861293793,0.7200000286102295,0.003955265041440725
LED-display-domain-7digit,LinearModel,450,50,10,0.399222544795378,3.486882247091483,0.08012688905000687,0.7400000095367432,0.003949939971789718
LED-display-domain-7digit,NeuralNetFastAI,450,50,10,0.3635688784991653,0.82247387161671,0.09368723630905151,0.7200000286102295,0.0039531628135591745
LED-display-domain-7digit,NeuralNetTorch,450,50,10,0.36125755494446465,2.0799188371333126,0.10135851800441742,0.7400000095367432,0.003957167966291308
LED-display-domain-7digit,RandomForest,450,50,10,0.5076245768817459,8.904882226697689,0.2263941466808319,0.6800000071525574,0.00393975293263793
LED-display-domain-7digit,XGBoost,450,50,10,0.4519832372019286,6.199270372215189,0.14683441817760468,0.699999988079071,0.003933423897251487
MiceProtein,CatBoost,972,108,8,0.010889669628277055,0.01647228070429611,0.010835308581590652,0.9907407164573669,0.0035438071936368942
MiceProtein,ExtraTrees,972,108,8,0.01440896049412533,0.6305125078981265,0.006181433331221342,0.9907407164573669,0.003614709945395589
MiceProtein,LightGBM,972,108,8,0.004137109827112268,0.005925024685566046,0.004376567900180817,1.0,0.0035412549041211605
MiceProtein,LinearModel,972,108,8,0.004638920160819216,0.008616222234030486,0.006693912670016289,0.9907407164573669,0.0035793010611087084
MiceProtein,NeuralNetFastAI,972,108,8,0.006092386147436376,0.008746934533090354,0.0062361848540604115,0.9907407164573669,0.003559027099981904
MiceProtein,NeuralNetTorch,972,108,8,0.0045916040852449595,0.006380003690808259,0.0046106986701488495,1.0,0.0035307789221405983
MiceProtein,RandomForest,972,108,8,0.09596656598414652,2.579470964034561,0.04663519561290741,0.9444444179534912,0.003611325053498149
MiceProtein,XGBoost,972,108,8,0.03662148729926387,0.6073111643068543,0.019413437694311142,0.9814814925193787,0.0035521448589861393
Traffic_violations,CatBoost,63306,7034,3,0.269485719717079,0.41264777456638846,0.01056694332510233,0.7998294234275818,0.015108323888853192
Traffic_violations,ExtraTrees,63306,7034,3,0.27842881480835,0.42380063341793356,0.009893449023365974,0.790446400642395,0.014303470961749554
Traffic_violations,LightGBM,63306,7034,3,0.2739388283973272,0.41953732819512835,0.009062817320227623,0.7958487272262573,0.014358184998854995
Traffic_violations,LinearModel,63306,7034,3,0.2788391029377433,0.4268473931669768,0.011554453521966934,0.791015088558197,0.01439018314704299
Traffic_violations,NeuralNetFastAI,63306,7034,3,0.2772496498556759,0.4245128325688329,0.01062418520450592,0.7931475639343262,0.014194404939189553
Traffic_violations,NeuralNetTorch,63306,7034,3,0.2907998257443503,0.45273493035443335,0.008337223902344704,0.782058596611023,0.014516870025545359
Traffic_violations,RandomForest,63306,7034,3,0.27578474890806765,0.4197704300152587,0.0069826459512114525,0.7941427230834961,0.014293286018073559
Traffic_violations,XGBoost,63306,7034,3,0.2750702169547098,0.4188838645501634,0.006578301545232534,0.7932897210121155,0.014112354954704642
UMIST_Faces_Cropped,CatBoost,517,58,20,0.010259333143345681,0.013594092420073624,0.009405425749719143,0.982758641242981,0.007674882188439369
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.020704621647509577,0.05918872551684027,0.006969446782022715,0.982758641242981,0.007633903995156288
UMIST_Faces_Cropped,LightGBM,517,58,20,0.05150318315365608,2.307266265291506,0.02161085233092308,0.9655172228813171,0.007590053137391806
UMIST_Faces_Cropped,LinearModel,517,58,20,0.03596690459050314,1.1682561178298732,0.02077801153063774,0.9655172228813171,0.0076048909686505795
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.04215450413873384,1.1822847086745245,0.02180003747344017,0.9655172228813171,0.007552894065156579
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.1115718255258404,1.3089715758101241,0.06672534346580505,0.8965517282485962,0.007539964048191905
UMIST_Faces_Cropped,RandomForest,517,58,20,0.03275862068965516,0.1033011128811721,0.0017251737881451845,0.9655172228813171,0.007642081007361412
UMIST_Faces_Cropped,XGBoost,517,58,20,0.12811120634765089,3.610965923773763,0.10505075007677078,0.931034505367279,0.0076201369520276785
analcatdata_authorship,CatBoost,756,85,4,0.05973658496407515,1.6239976189855991,0.030861390754580498,0.9647058844566345,0.0019076820462942123
analcatdata_authorship,ExtraTrees,756,85,4,0.038609438700225054,0.8405468998792984,0.014464233070611954,0.9764705896377563,0.001945751952007413
analcatdata_authorship,LightGBM,756,85,4,0.026744814410119746,0.8181066093538315,0.01611364260315895,0.9882352948188782,0.0018983110785484314
analcatdata_authorship,LinearModel,756,85,4,0.02982443869343219,0.8212446034140305,0.017849793657660484,0.9764705896377563,0.0018961371388286352
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.0709968565267284,0.09828641982234292,0.03727032616734505,0.9176470637321472,0.001881527015939355
analcatdata_authorship,NeuralNetTorch,756,85,4,0.06841512330645438,0.0940141665860199,0.052186518907547,0.9176470637321472,0.0018832508940249681
analcatdata_authorship,RandomForest,756,85,4,0.07134366753603213,2.403602762858069,0.032732121646404266,0.9647058844566345,0.0019202339462935925
analcatdata_authorship,XGBoost,756,85,4,0.04751903676912951,1.6099425683778696,0.02411271072924137,0.9764705896377563,0.0019108999986201525
analcatdata_dmft,CatBoost,717,80,6,0.8119953478064488,1.724079006489682,0.05000672489404678,0.2750000059604645,0.0026722729671746492
analcatdata_dmft,ExtraTrees,717,80,6,0.825852772369023,1.7692952826162955,0.02805805392563343,0.23749999701976776,0.002697638003155589
analcatdata_dmft,LightGBM,717,80,6,0.8231188994435467,1.765815207813631,0.02293023094534874,0.20000000298023224,0.0026938761584460735
analcatdata_dmft,LinearModel,717,80,6,0.8218057822906758,1.7584125283950982,0.01778406649827957,0.22499999403953552,0.0026982889976352453
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8241971017375306,1.7622741397417965,0.0476093664765358,0.1875,0.0026791850104928017
analcatdata_dmft,NeuralNetTorch,717,80,6,0.8176098141001337,1.740898078807573,0.025406500324606895,0.22499999403953552,0.0027065949980169535
analcatdata_dmft,RandomForest,717,80,6,0.8299095672410066,1.7793874898280937,0.027730131521821022,0.20000000298023224,0.0026932049077004194
analcatdata_dmft,XGBoost,717,80,6,0.8200268268290213,1.7521593173547494,0.051983993500471115,0.22499999403953552,0.0026579159311950207
artificial-characters,CatBoost,9196,1022,10,0.07824366990854041,0.2073572031026047,0.039860911667346954,0.9598825573921204,0.009938754141330719
artificial-characters,ExtraTrees,9196,1022,10,0.08021999537426433,0.27587753571682716,0.01316879503428936,0.9549902081489563,0.009934341069310904
artificial-characters,LightGBM,9196,1022,10,0.058903964065532236,0.15882179400342825,0.03955262899398804,0.9647749662399292,0.00974047021009028
artificial-characters,LinearModel,9196,1022,10,0.7435595691227451,1.7180465197230261,0.03650107607245445,0.3649706542491913,0.009994930122047663
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3621254850550883,0.6366516583402312,0.04240265488624573,0.7103717923164368,0.009939993964508176
artificial-characters,NeuralNetTorch,9196,1022,10,0.348838269018397,0.605123570799446,0.03703200817108154,0.7152642011642456,0.009975795866921544
artificial-characters,RandomForest,9196,1022,10,0.07750167644736772,0.19916665870225378,0.0129768718034029,0.9549902081489563,0.009878039825707674
artificial-characters,XGBoost,9196,1022,10,0.07434447785041567,0.1968829174939492,0.03829260170459747,0.9530332684516907,0.009888220811262727
autoUniv-au6-750,CatBoost,675,75,8,0.8376275660299245,1.963374566488714,0.054738011211156845,0.2666666805744171,0.003401832887902856
autoUniv-au6-750,ExtraTrees,675,75,8,0.8213551947423249,1.9177919125054965,0.07064901292324066,0.3199999928474426,0.003412981051951647
autoUniv-au6-750,LightGBM,675,75,8,0.80926097534976,1.9043099995101114,0.108196921646595,0.3866666555404663,0.0033773421309888363
autoUniv-au6-750,LinearModel,675,75,8,0.8497402212383971,1.9939658348444058,0.016533691436052322,0.2266666740179062,0.0038769589737057686
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8554181643521029,2.007250263600814,0.02384435385465622,0.2133333384990692,0.003442911896854639
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8510050588292951,1.9901802761731513,0.0004694610834121704,0.2133333384990692,0.003409392898902297
autoUniv-au6-750,RandomForest,675,75,8,0.7799364315214005,1.8225872340785576,0.13919706642627716,0.3466666638851166,0.0034136520698666573
autoUniv-au6-750,XGBoost,675,75,8,0.813398449173522,1.9131845899461901,0.1349848061800003,0.36000001430511475,0.0034032310359179974
autoUniv-au7-1100,CatBoost,990,110,5,0.7261072021667967,1.3982357630849638,0.1367865800857544,0.4363636374473572,0.002441694028675556
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7426045097133076,1.4360624250017158,0.11521866917610168,0.4272727370262146,0.002469209022819996
autoUniv-au7-1100,LightGBM,990,110,5,0.7115967349408742,1.3824580186787268,0.05653926730155945,0.41818180680274963,0.002449044957756996
autoUniv-au7-1100,LinearModel,990,110,5,0.7730239721051245,1.5259533630736588,0.05999305844306946,0.30909091234207153,0.0024102190509438515
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7337832401610339,1.4155012369900342,0.04377339407801628,0.37272727489471436,0.0024807751178741455
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7285641391912868,1.4176705784546533,0.03749772533774376,0.3636363744735718,0.0024380250833928585
autoUniv-au7-1100,RandomForest,990,110,5,0.7096061818523295,1.3877543622628004,0.04147183895111084,0.41818180680274963,0.002434232970699668
autoUniv-au7-1100,XGBoost,990,110,5,0.7031418033834713,1.3556482150852267,0.06996917724609375,0.41818180680274963,0.002419745083898306
autoUniv-au7-700,CatBoost,630,70,3,0.5650819457344217,1.8779869161429907,0.09748011082410812,0.4714285731315613,0.0015397451352328062
autoUniv-au7-700,ExtraTrees,630,70,3,0.5417983175577362,0.9094728214934769,0.1890723705291748,0.4571428596973419,0.0015184420626610518
autoUniv-au7-700,LightGBM,630,70,3,0.5186077387238527,0.8623007759949916,0.10067717730998993,0.5857142806053162,0.001515846000984311
autoUniv-au7-700,LinearModel,630,70,3,0.6787503466210414,1.120330535706698,0.0762864500284195,0.3857142925262451,0.0015394238289445639
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.61246131862364,1.0215726422315439,0.06606029719114304,0.4571428596973419,0.0015394729562103748
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6388194231989496,1.0699522974859825,0.08006788045167923,0.4571428596973419,0.001526345033198595
autoUniv-au7-700,RandomForest,630,70,3,0.5356154006809195,0.8811253490127738,0.1424906849861145,0.5,0.0015672240406274796
autoUniv-au7-700,XGBoost,630,70,3,0.5326143846370052,0.8793222184993671,0.12166248261928558,0.48571428656578064,0.0015436038374900818
balance-scale,CatBoost,562,63,3,0.06072938526680741,0.1420690256292253,0.05888179689645767,0.9523809552192688,0.001502159982919693
balance-scale,ExtraTrees,562,63,3,0.12755031604470332,0.2778824777101056,0.13849729299545288,0.8888888955116272,0.0015053718816488981
balance-scale,LightGBM,562,63,3,0.06883288452183933,0.14353010305093597,0.05120449885725975,0.9523809552192688,0.0014808161649852991
balance-scale,LinearModel,562,63,3,0.06896281361093233,0.1397461002388886,0.04109939932823181,0.9365079402923584,0.0014929929748177528
balance-scale,NeuralNetFastAI,562,63,3,0.025571029453830243,0.04073004788184992,0.029390385374426842,0.9841269850730896,0.0014847628772258759
balance-scale,NeuralNetTorch,562,63,3,0.005830903790087463,0.00888279028468925,0.00680278055369854,1.0,0.0014784929808229208
balance-scale,RandomForest,562,63,3,0.129096846143258,0.2717812626141024,0.10855028033256531,0.8888888955116272,0.0014901789836585522
balance-scale,XGBoost,562,63,3,0.03439289657697208,0.08798107366344195,0.04727422818541527,0.9682539701461792,0.001507558859884739
baseball,CatBoost,1206,134,3,0.0848451470632815,0.18213226202947053,0.03253314644098282,0.9552238583564758,0.0016635640058666468
baseball,ExtraTrees,1206,134,3,0.10097884140302013,1.1647086335298502,0.03728099912405014,0.9328358173370361,0.0016559520736336708
baseball,LightGBM,1206,134,3,0.09081507528786006,0.1906334551802588,0.030635662376880646,0.9552238583564758,0.001703114015981555
baseball,LinearModel,1206,134,3,0.07242258691013474,0.14702397998965155,0.04019903019070625,0.9552238583564758,0.0016575651243329048
baseball,NeuralNetFastAI,1206,134,3,0.07862991039586546,0.14941855693173878,0.0318661592900753,0.9477611780166626,0.0016431049443781376
baseball,NeuralNetTorch,1206,134,3,0.11144216175777232,1.6803384015711564,0.04156297445297241,0.9328358173370361,0.0016442169435322285
baseball,RandomForest,1206,134,3,0.07723681405079824,0.15032096644194204,0.043778613209724426,0.9402984976768494,0.0016801231540739536
baseball,XGBoost,1206,134,3,0.07680038954909506,0.1737439315097477,0.028532490134239197,0.9477611780166626,0.0016814351547509432
car,CatBoost,1555,173,4,0.0037791985341111586,0.006181125085758289,0.0045859175734221935,0.9942196607589722,0.0021698668133467436
car,ExtraTrees,1555,173,4,0.015260726988675912,0.4098374476087978,0.013168072327971458,0.9884393215179443,0.0021498759742826223
car,LightGBM,1555,173,4,3.000000000000001e-60,0.0,5.960464477539063e-08,1.0,0.002183348871767521
car,LinearModel,1555,173,4,0.0773034597157525,0.12070652609046056,0.05298246443271637,0.9190751314163208,0.0022015259601175785
car,NeuralNetFastAI,1555,173,4,0.000669150458720981,0.0015907970995757525,0.0013907293323427439,1.0,0.0021572380792349577
car,NeuralNetTorch,1555,173,4,0.000669150458720981,0.0015907970995757525,0.0013907293323427439,1.0,0.002152099972590804
car,RandomForest,1555,173,4,0.0336063071548812,0.07688353345317983,0.015368406660854816,0.9826589822769165,0.00214987900108099
car,XGBoost,1555,173,4,8.028259473346173e-05,0.000502955936356241,0.00048175573465414345,1.0,0.0021998321171849966
cardiotocography,CatBoost,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.005061333999037743
cardiotocography,ExtraTrees,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004874523961916566
cardiotocography,LightGBM,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004981335019692779
cardiotocography,LinearModel,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004959402838721871
cardiotocography,NeuralNetFastAI,1913,213,10,0.00036353672732286147,0.0010286787610423974,0.0009238439961336553,1.0,0.00488312216475606
cardiotocography,NeuralNetTorch,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004860123852267861
cardiotocography,RandomForest,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004890138050541282
cardiotocography,XGBoost,1913,213,10,9.000000000000006e-60,0.0,5.960464477539063e-08,1.0,0.004958454053848982
cmc,CatBoost,1325,148,3,0.5051206531225215,0.8527248817721281,0.0553579144179821,0.6013513803482056,0.0016852379776537418
cmc,ExtraTrees,1325,148,3,0.5091245915068552,0.8634084493551855,0.0899280458688736,0.587837815284729,0.0017387708649039268
cmc,LightGBM,1325,148,3,0.5247072089790441,0.8854770080676467,0.0981040745973587,0.5675675868988037,0.001744226086884737
cmc,LinearModel,1325,148,3,0.5225386084008132,0.8728284544012558,0.10808651149272919,0.6013513803482056,0.0017229001969099045
cmc,NeuralNetFastAI,1325,148,3,0.50169973885015,0.8474015389168148,0.09472700208425522,0.5675675868988037,0.001713376957923174
cmc,NeuralNetTorch,1325,148,3,0.5056223854210412,0.8572547465251649,0.12908850610256195,0.6283783912658691,0.0017074239440262318
cmc,RandomForest,1325,148,3,0.505318876689734,0.8523234880207545,0.07770900428295135,0.6013513803482056,0.0017458281945437193
cmc,XGBoost,1325,148,3,0.5015969820848872,0.8497859388788959,0.1291411966085434,0.587837815284729,0.001729331910610199
cnae-9,CatBoost,972,108,9,0.06976229256686382,0.22901868508908382,0.046977292746305466,0.9629629850387573,0.003981911111623049
cnae-9,ExtraTrees,972,108,9,0.08035389989114261,0.787127701831425,0.050899650901556015,0.9629629850387573,0.003994061844423413
cnae-9,LightGBM,972,108,9,0.06475136273119854,0.7724357520565985,0.03574952110648155,0.9537037014961243,0.003942687995731831
cnae-9,LinearModel,972,108,9,0.05991977856774588,0.754904051478129,0.04013082757592201,0.9537037014961243,0.003941110102459788
cnae-9,NeuralNetFastAI,972,108,9,0.06599011445638417,1.3335407806646546,0.025606457144021988,0.9537037014961243,0.003960485104471445
cnae-9,NeuralNetTorch,972,108,9,0.06104957899747729,0.7099294901052431,0.025083104148507118,0.9537037014961243,0.003956557018682361
cnae-9,RandomForest,972,108,9,0.08046168850849475,0.18031503479724667,0.057580411434173584,0.9444444179534912,0.003948837053030729
cnae-9,XGBoost,972,108,9,0.09726293851262889,1.4675087933232092,0.06631116569042206,0.9351851940155029,0.0039623689372092485
collins,CatBoost,900,100,30,0.847104936022135,4.486123097237509,0.07066505402326584,0.2800000011920929,0.012112048920243979
collins,ExtraTrees,900,100,30,0.8741897881999922,3.2961924569014722,0.06076815351843834,0.20000000298023224,0.012048903852701187
collins,LightGBM,900,100,30,0.8506073350624687,3.839308394416993,0.08704138547182083,0.30000001192092896,0.012066301889717579
collins,LinearModel,900,100,30,0.8733255796867193,5.277092678886481,0.10037846863269806,0.2800000011920929,0.012076302198693156
collins,NeuralNetFastAI,900,100,30,0.846028110144093,3.149086922002159,0.06394530087709427,0.27000001072883606,0.012089816853404045
collins,NeuralNetTorch,900,100,30,0.81893805560657,2.3918967206495356,0.0911850556731224,0.28999999165534973,0.0120203229598701
collins,RandomForest,900,100,30,0.8635849759855927,3.281013667012016,0.08084048330783844,0.2199999988079071,0.01202305592596531
collins,XGBoost,900,100,30,0.8692580363710016,3.3129656136250936,0.03886846825480461,0.25999999046325684,0.012084420071914792
connect-4,CatBoost,60801,6756,3,0.18013501875184657,0.34368751611380927,0.015806084498763084,0.8753700256347656,0.014357169158756733
connect-4,ExtraTrees,60801,6756,3,0.2536930947837661,0.46776992976560655,0.01506076566874981,0.8214920163154602,0.013956320937722921
connect-4,LightGBM,60801,6756,3,0.18018469315130836,0.3416310440564814,0.015376805327832699,0.8728537559509277,0.013542351080104709
connect-4,LinearModel,60801,6756,3,0.33821201808683576,0.6080479850538456,0.01546097919344902,0.759177029132843,0.01384019898250699
connect-4,NeuralNetFastAI,60801,6756,3,0.16891033804464092,0.32054479158652394,0.020546087995171547,0.8838070034980774,0.013623055070638657
connect-4,NeuralNetTorch,60801,6756,3,0.17648955721668477,0.33290385304236353,0.022483358159661293,0.8772942423820496,0.0134113859385252
connect-4,RandomForest,60801,6756,3,0.26307019444113366,0.4847312064319677,0.023358676582574844,0.8127590417861938,0.01424817694351077
