dataset,model,cal_size,test_size,n_classes,Dirichlet_brier,Dirichlet_logloss,Dirichlet_ece-15,Dirichlet_accuracy,Dirichlet_time
LED-display-domain-7digit,LightGBM,450,50,10,0.38753209840430536,0.7846592809049308,0.16122747957706451,0.699999988079071,0.6689117760397494
LED-display-domain-7digit,LinearModel,450,50,10,0.40189108331064133,0.7950613489928707,0.11867576092481613,0.699999988079071,0.8277008321601897
LED-display-domain-7digit,NeuralNetFastAI,450,50,10,0.39350439116257724,0.7830524388525251,0.1598852574825287,0.699999988079071,0.8104577481281012
LED-display-domain-7digit,NeuralNetTorch,450,50,10,0.39625127845466535,0.7677988454585897,0.10515521466732025,0.699999988079071,0.6920930759515613
LED-display-domain-7digit,RandomForest,450,50,10,0.4220725100855621,0.8380398504746477,0.1311929076910019,0.6600000262260437,0.9447602790314704
LED-display-domain-7digit,XGBoost,450,50,10,0.4017524272952093,0.8031775831947485,0.1842583417892456,0.699999988079071,0.8012422660831362
MiceProtein,CatBoost,972,108,8,0.0023893408006023928,0.005608039147581587,0.004545775707811117,1.0,6.778676246991381
MiceProtein,ExtraTrees,972,108,8,0.012062053904334954,0.01778196975148681,0.009409723803400993,0.9907407164573669,1.6604634150862694
MiceProtein,LightGBM,972,108,8,4.636189681815689e-05,0.0006762873682976929,0.0006644725799560547,1.0,1.7984475661069155
MiceProtein,LinearModel,972,108,8,0.00031637845899206877,0.0027815837448283776,0.0026976047083735466,1.0,1.8243607990443707
MiceProtein,NeuralNetFastAI,972,108,8,1.3396493288823738e-06,0.0002611268236827003,0.0002613663673400879,1.0,2.091322517953813
MiceProtein,NeuralNetTorch,972,108,8,2.9222029980179778e-08,9.518830423483422e-05,9.524822235107422e-05,1.0,1.820615068078041
MiceProtein,RandomForest,972,108,8,0.047827665980932514,0.8711341274171807,0.031878355890512466,0.9629629850387573,1.7037499628495425
MiceProtein,XGBoost,972,108,8,0.010804612051118732,0.01914796500872471,0.007717811036854982,0.9907407164573669,1.4202347369864583
Traffic_violations,CatBoost,63306,7034,3,0.26805210764130594,0.4036254101344893,0.008871631696820259,0.8001137375831604,7.2043219190090895
Traffic_violations,ExtraTrees,63306,7034,3,0.2778168346342811,0.4195225297620377,0.007899858988821507,0.7901620864868164,1.3844009609892964
Traffic_violations,LightGBM,63306,7034,3,0.271979704481392,0.4109483415352946,0.008341916836798191,0.795706570148468,1.6957237517926842
Traffic_violations,LinearModel,63306,7034,3,0.2761921844904254,0.41553338021002834,0.009682347998023033,0.791015088558197,1.6865904340520501
Traffic_violations,NeuralNetFastAI,63306,7034,3,0.27555093927957364,0.41337062390531715,0.007285921834409237,0.7928632497787476,1.4499787501990795
Traffic_violations,NeuralNetTorch,63306,7034,3,0.28881211608354435,0.4379137749738843,0.008541149087250233,0.7826272249221802,1.9582957648672163
Traffic_violations,RandomForest,63306,7034,3,0.2735390736021558,0.41134001853956903,0.013599259778857231,0.7922945618629456,1.4268499240279198
Traffic_violations,XGBoost,63306,7034,3,0.2729089072253541,0.4092975170355404,0.007970104925334454,0.7932897210121155,1.4555924590677023
UMIST_Faces_Cropped,CatBoost,517,58,20,0.0021528864338208223,0.007218598264455651,0.006497486494481564,1.0,18.456269449787214
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.03138849853974199,0.05175739942354239,0.02137339673936367,0.9655172228813171,6.772288687992841
UMIST_Faces_Cropped,LightGBM,517,58,20,0.06664207808369267,0.3042974989843894,0.03307652473449707,0.9655172228813171,7.707710713148117
UMIST_Faces_Cropped,LinearModel,517,58,20,0.05658005634866542,0.11945509345867239,0.026890195906162262,0.9655172228813171,8.639400616986677
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.03090764592138111,0.11372087154687284,0.016620999202132225,0.982758641242981,7.776744389906526
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.03796540903174307,0.17334557097492073,0.024662790820002556,0.982758641242981,6.834795949049294
UMIST_Faces_Cropped,RandomForest,517,58,20,0.04721344032363357,0.08301088226656356,0.028109660372138023,0.9655172228813171,5.892567939125001
UMIST_Faces_Cropped,XGBoost,517,58,20,0.06964867423132795,0.21376199198751253,0.04436880722641945,0.9655172228813171,5.897278379183263
analcatdata_authorship,CatBoost,756,85,4,0.05078811950772174,0.09971821738370942,0.02770456299185753,0.9647058844566345,11.383252596016973
analcatdata_authorship,ExtraTrees,756,85,4,0.03931225759166045,0.07662016384661571,0.02902315743267536,0.9647058844566345,1.0209979561623186
analcatdata_authorship,LightGBM,756,85,4,0.031181487053488735,0.5581530329864278,0.018275663256645203,0.9764705896377563,1.4554871569853276
